message_id,variant_filename,vocab_type,codepoint,salt_mode,fragment_max_positions,subject_original_tokens,subject_salted_tokens,body_original_tokens,body_salted_tokens
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__strict__cp200D__fragment.d8f25617befc5289aa4ed9602457050b,strict,200D,fragment,,Loans,L‍o‍a‍n‍s,,
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__strict__cp00AD__fragment.d8f25617befc5289aa4ed9602457050b,strict,00AD,fragment,,Loans,L­o­a­n­s,,
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__strict__cp200B__fragment.58579af867ff9a702cff23e7b8818a59,strict,200B,fragment,,,,Guaranteed,G​u​a​r​a​n​t​e​e​d
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__strict__cp200C__fragment.58579af867ff9a702cff23e7b8818a59,strict,200C,fragment,,,,Guaranteed,G‌u‌a‌r‌a‌n‌t‌e‌e‌d
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__strict__cp200D__fragment.58579af867ff9a702cff23e7b8818a59,strict,200D,fragment,,,,Guaranteed,G‍u‍a‍r‍a‍n‍t‍e‍e‍d
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__strict__cp00AD__fragment.58579af867ff9a702cff23e7b8818a59,strict,00AD,fragment,,,,Guaranteed,G­u­a­r­a­n­t­e­e­d
00127.3500d109361b544b0937523adb763588,00127__salted__strict__cp200B__fragment.3500d109361b544b0937523adb763588,strict,200B,fragment,,,,"Guaranteed, herbal, GUARANTEED","G​u​a​r​a​n​t​e​e​d, h​e​r​b​a​l, G​U​A​R​A​N​T​E​E​D"
00127.3500d109361b544b0937523adb763588,00127__salted__strict__cp200C__fragment.3500d109361b544b0937523adb763588,strict,200C,fragment,,,,"Guaranteed, herbal, GUARANTEED","G‌u‌a‌r‌a‌n‌t‌e‌e‌d, h‌e‌r‌b‌a‌l, G‌U‌A‌R‌A‌N‌T‌E‌E‌D"
00127.3500d109361b544b0937523adb763588,00127__salted__strict__cp200D__fragment.3500d109361b544b0937523adb763588,strict,200D,fragment,,,,"Guaranteed, herbal, GUARANTEED","G‍u‍a‍r‍a‍n‍t‍e‍e‍d, h‍e‍r‍b‍a‍l, G‍U‍A‍R‍A‍N‍T‍E‍E‍D"
00127.3500d109361b544b0937523adb763588,00127__salted__strict__cp00AD__fragment.3500d109361b544b0937523adb763588,strict,00AD,fragment,,,,"Guaranteed, herbal, GUARANTEED","G­u­a­r­a­n­t­e­e­d, h­e­r­b­a­l, G­U­A­R­A­N­T­E­E­D"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__strict__cp200B__fragment.cec5f611ae665ff0add6c4928d47f2be,strict,200B,fragment,,HGH,H​G​H,"HGH, NBC, Oprah","H​G​H, N​B​C, O​p​r​a​h"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__strict__cp200C__fragment.cec5f611ae665ff0add6c4928d47f2be,strict,200C,fragment,,HGH,H‌G‌H,"HGH, NBC, Oprah","H‌G‌H, N‌B‌C, O‌p‌r‌a‌h"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__strict__cp200D__fragment.cec5f611ae665ff0add6c4928d47f2be,strict,200D,fragment,,HGH,H‍G‍H,"HGH, NBC, Oprah","H‍G‍H, N‍B‍C, O‍p‍r‍a‍h"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__strict__cp00AD__fragment.cec5f611ae665ff0add6c4928d47f2be,strict,00AD,fragment,,HGH,H­G­H,"HGH, NBC, Oprah","H­G­H, N­B­C, O­p­r­a­h"
00169.86268e75abd1bd4bda4d6c129681df34,00169__salted__strict__cp200B__fragment.86268e75abd1bd4bda4d6c129681df34,strict,200B,fragment,,,,"earn, mailings","e​a​r​n, m​a​i​l​i​n​g​s"
00169.86268e75abd1bd4bda4d6c129681df34,00169__salted__strict__cp200C__fragment.86268e75abd1bd4bda4d6c129681df34,strict,200C,fragment,,,,"earn, mailings","e‌a‌r‌n, m‌a‌i‌l‌i‌n‌g‌s"
00169.86268e75abd1bd4bda4d6c129681df34,00169__salted__strict__cp200D__fragment.86268e75abd1bd4bda4d6c129681df34,strict,200D,fragment,,,,"earn, mailings","e‍a‍r‍n, m‍a‍i‍l‍i‍n‍g‍s"
00169.86268e75abd1bd4bda4d6c129681df34,00169__salted__strict__cp00AD__fragment.86268e75abd1bd4bda4d6c129681df34,strict,00AD,fragment,,,,"earn, mailings","e­a­r­n, m­a­i­l­i­n­g­s"
00173.e10eb62e2c7808674c43d6a5e9e08a1c,00173__salted__strict__cp200B__fragment.e10eb62e2c7808674c43d6a5e9e08a1c,strict,200B,fragment,,HGH,H​G​H,,
00173.e10eb62e2c7808674c43d6a5e9e08a1c,00173__salted__strict__cp200C__fragment.e10eb62e2c7808674c43d6a5e9e08a1c,strict,200C,fragment,,HGH,H‌G‌H,,
00173.e10eb62e2c7808674c43d6a5e9e08a1c,00173__salted__strict__cp200D__fragment.e10eb62e2c7808674c43d6a5e9e08a1c,strict,200D,fragment,,HGH,H‍G‍H,,
00173.e10eb62e2c7808674c43d6a5e9e08a1c,00173__salted__strict__cp00AD__fragment.e10eb62e2c7808674c43d6a5e9e08a1c,strict,00AD,fragment,,HGH,H­G­H,,
00179.ef2f7cf60806a96b59f4477b025580ee,00179__salted__strict__cp200B__fragment.ef2f7cf60806a96b59f4477b025580ee,strict,200B,fragment,,,,"NIGERIA, NIGERIA, Nigeria","N​I​G​E​R​I​A, N​I​G​E​R​I​A, N​i​g​e​r​i​a"
00179.ef2f7cf60806a96b59f4477b025580ee,00179__salted__strict__cp200C__fragment.ef2f7cf60806a96b59f4477b025580ee,strict,200C,fragment,,,,"NIGERIA, NIGERIA, Nigeria","N‌I‌G‌E‌R‌I‌A, N‌I‌G‌E‌R‌I‌A, N‌i‌g‌e‌r‌i‌a"
00179.ef2f7cf60806a96b59f4477b025580ee,00179__salted__strict__cp200D__fragment.ef2f7cf60806a96b59f4477b025580ee,strict,200D,fragment,,,,"NIGERIA, NIGERIA, Nigeria","N‍I‍G‍E‍R‍I‍A, N‍I‍G‍E‍R‍I‍A, N‍i‍g‍e‍r‍i‍a"
00179.ef2f7cf60806a96b59f4477b025580ee,00179__salted__strict__cp00AD__fragment.ef2f7cf60806a96b59f4477b025580ee,strict,00AD,fragment,,,,"NIGERIA, NIGERIA, Nigeria","N­I­G­E­R­I­A, N­I­G­E­R­I­A, N­i­g­e­r­i­a"
00180.751cb63992e172566b3a296d970c425d,00180__salted__strict__cp200B__fragment.751cb63992e172566b3a296d970c425d,strict,200B,fragment,,,,promotion,p​r​o​m​o​t​i​o​n
00180.751cb63992e172566b3a296d970c425d,00180__salted__strict__cp200C__fragment.751cb63992e172566b3a296d970c425d,strict,200C,fragment,,,,promotion,p‌r‌o‌m‌o‌t‌i‌o‌n
00180.751cb63992e172566b3a296d970c425d,00180__salted__strict__cp200D__fragment.751cb63992e172566b3a296d970c425d,strict,200D,fragment,,,,promotion,p‍r‍o‍m‍o‍t‍i‍o‍n
00180.751cb63992e172566b3a296d970c425d,00180__salted__strict__cp00AD__fragment.751cb63992e172566b3a296d970c425d,strict,00AD,fragment,,,,promotion,p­r­o­m­o­t­i­o­n
00182.1b9ba0f95506a6f2bf256f40fad0687d,00182__salted__strict__cp200B__fragment.1b9ba0f95506a6f2bf256f40fad0687d,strict,200B,fragment,,,,"mailings, Postal, ATTAINED","m​a​i​l​i​n​g​s, P​o​s​t​a​l, A​T​T​A​I​N​E​D"
00182.1b9ba0f95506a6f2bf256f40fad0687d,00182__salted__strict__cp200C__fragment.1b9ba0f95506a6f2bf256f40fad0687d,strict,200C,fragment,,,,"mailings, Postal, ATTAINED","m‌a‌i‌l‌i‌n‌g‌s, P‌o‌s‌t‌a‌l, A‌T‌T‌A‌I‌N‌E‌D"
00182.1b9ba0f95506a6f2bf256f40fad0687d,00182__salted__strict__cp200D__fragment.1b9ba0f95506a6f2bf256f40fad0687d,strict,200D,fragment,,,,"mailings, Postal, ATTAINED","m‍a‍i‍l‍i‍n‍g‍s, P‍o‍s‍t‍a‍l, A‍T‍T‍A‍I‍N‍E‍D"
00182.1b9ba0f95506a6f2bf256f40fad0687d,00182__salted__strict__cp00AD__fragment.1b9ba0f95506a6f2bf256f40fad0687d,strict,00AD,fragment,,,,"mailings, Postal, ATTAINED","m­a­i­l­i­n­g­s, P­o­s­t­a­l, A­T­T­A­I­N­E­D"
00186.a66b4fc4ab114c9cb37e1a31d1ea1aeb,00186__salted__strict__cp200B__fragment.a66b4fc4ab114c9cb37e1a31d1ea1aeb,strict,200B,fragment,,,,mailings,m​a​i​l​i​n​g​s
00186.a66b4fc4ab114c9cb37e1a31d1ea1aeb,00186__salted__strict__cp200C__fragment.a66b4fc4ab114c9cb37e1a31d1ea1aeb,strict,200C,fragment,,,,mailings,m‌a‌i‌l‌i‌n‌g‌s
00186.a66b4fc4ab114c9cb37e1a31d1ea1aeb,00186__salted__strict__cp200D__fragment.a66b4fc4ab114c9cb37e1a31d1ea1aeb,strict,200D,fragment,,,,mailings,m‍a‍i‍l‍i‍n‍g‍s
00186.a66b4fc4ab114c9cb37e1a31d1ea1aeb,00186__salted__strict__cp00AD__fragment.a66b4fc4ab114c9cb37e1a31d1ea1aeb,strict,00AD,fragment,,,,mailings,m­a­i­l­i­n­g­s
00188.b12197b37ceb97fa0cd802566c1e08db,00188__salted__strict__cp200B__fragment.b12197b37ceb97fa0cd802566c1e08db,strict,200B,fragment,,,,"toll, promotion","t​o​l​l, p​r​o​m​o​t​i​o​n"
00188.b12197b37ceb97fa0cd802566c1e08db,00188__salted__strict__cp200C__fragment.b12197b37ceb97fa0cd802566c1e08db,strict,200C,fragment,,,,"toll, promotion","t‌o‌l‌l, p‌r‌o‌m‌o‌t‌i‌o‌n"
00188.b12197b37ceb97fa0cd802566c1e08db,00188__salted__strict__cp200D__fragment.b12197b37ceb97fa0cd802566c1e08db,strict,200D,fragment,,,,"toll, promotion","t‍o‍l‍l, p‍r‍o‍m‍o‍t‍i‍o‍n"
00188.b12197b37ceb97fa0cd802566c1e08db,00188__salted__strict__cp00AD__fragment.b12197b37ceb97fa0cd802566c1e08db,strict,00AD,fragment,,,,"toll, promotion","t­o­l­l, p­r­o­m­o­t­i­o­n"
00190.ee2ea200e7efa602221c6492f9d9d8c0,00190__salted__strict__cp200B__fragment.ee2ea200e7efa602221c6492f9d9d8c0,strict,200B,fragment,,,,"toll, promotion","t​o​l​l, p​r​o​m​o​t​i​o​n"
00190.ee2ea200e7efa602221c6492f9d9d8c0,00190__salted__strict__cp200C__fragment.ee2ea200e7efa602221c6492f9d9d8c0,strict,200C,fragment,,,,"toll, promotion","t‌o‌l‌l, p‌r‌o‌m‌o‌t‌i‌o‌n"
00190.ee2ea200e7efa602221c6492f9d9d8c0,00190__salted__strict__cp200D__fragment.ee2ea200e7efa602221c6492f9d9d8c0,strict,200D,fragment,,,,"toll, promotion","t‍o‍l‍l, p‍r‍o‍m‍o‍t‍i‍o‍n"
00190.ee2ea200e7efa602221c6492f9d9d8c0,00190__salted__strict__cp00AD__fragment.ee2ea200e7efa602221c6492f9d9d8c0,strict,00AD,fragment,,,,"toll, promotion","t­o­l­l, p­r­o­m­o­t­i­o­n"
00191.9ff80a41f015b7a6c409732e41c0df07,00191__salted__strict__cp200B__fragment.9ff80a41f015b7a6c409732e41c0df07,strict,200B,fragment,,,,promotion,p​r​o​m​o​t​i​o​n
00191.9ff80a41f015b7a6c409732e41c0df07,00191__salted__strict__cp200C__fragment.9ff80a41f015b7a6c409732e41c0df07,strict,200C,fragment,,,,promotion,p‌r‌o‌m‌o‌t‌i‌o‌n
00191.9ff80a41f015b7a6c409732e41c0df07,00191__salted__strict__cp200D__fragment.9ff80a41f015b7a6c409732e41c0df07,strict,200D,fragment,,,,promotion,p‍r‍o‍m‍o‍t‍i‍o‍n
00191.9ff80a41f015b7a6c409732e41c0df07,00191__salted__strict__cp00AD__fragment.9ff80a41f015b7a6c409732e41c0df07,strict,00AD,fragment,,,,promotion,p­r­o­m­o­t­i­o­n
00196.dd21040c7757d477c967ae71b537810e,00196__salted__strict__cp200B__fragment.dd21040c7757d477c967ae71b537810e,strict,200B,fragment,,SYSTEMWORKS,S​Y​S​T​E​M​W​O​R​K​S,,
00196.dd21040c7757d477c967ae71b537810e,00196__salted__strict__cp200C__fragment.dd21040c7757d477c967ae71b537810e,strict,200C,fragment,,SYSTEMWORKS,S‌Y‌S‌T‌E‌M‌W‌O‌R‌K‌S,,
00196.dd21040c7757d477c967ae71b537810e,00196__salted__strict__cp200D__fragment.dd21040c7757d477c967ae71b537810e,strict,200D,fragment,,SYSTEMWORKS,S‍Y‍S‍T‍E‍M‍W‍O‍R‍K‍S,,
00196.dd21040c7757d477c967ae71b537810e,00196__salted__strict__cp00AD__fragment.dd21040c7757d477c967ae71b537810e,strict,00AD,fragment,,SYSTEMWORKS,S­Y­S­T­E­M­W­O­R­K­S,,
00198.150ad975a44e356b479b88d8b57edc40,00198__salted__strict__cp200B__fragment.150ad975a44e356b479b88d8b57edc40,strict,200B,fragment,,,,toll,t​o​l​l
00198.150ad975a44e356b479b88d8b57edc40,00198__salted__strict__cp200C__fragment.150ad975a44e356b479b88d8b57edc40,strict,200C,fragment,,,,toll,t‌o‌l‌l
00198.150ad975a44e356b479b88d8b57edc40,00198__salted__strict__cp200D__fragment.150ad975a44e356b479b88d8b57edc40,strict,200D,fragment,,,,toll,t‍o‍l‍l
00198.150ad975a44e356b479b88d8b57edc40,00198__salted__strict__cp00AD__fragment.150ad975a44e356b479b88d8b57edc40,strict,00AD,fragment,,,,toll,t­o­l­l
00207.0b71ac81a360455c1514f5872564b1e1,00207__salted__strict__cp200B__fragment.0b71ac81a360455c1514f5872564b1e1,strict,200B,fragment,,,,Mailings,M​a​i​l​i​n​g​s
00207.0b71ac81a360455c1514f5872564b1e1,00207__salted__strict__cp200C__fragment.0b71ac81a360455c1514f5872564b1e1,strict,200C,fragment,,,,Mailings,M‌a‌i‌l‌i‌n‌g‌s
00207.0b71ac81a360455c1514f5872564b1e1,00207__salted__strict__cp200D__fragment.0b71ac81a360455c1514f5872564b1e1,strict,200D,fragment,,,,Mailings,M‍a‍i‍l‍i‍n‍g‍s
00207.0b71ac81a360455c1514f5872564b1e1,00207__salted__strict__cp00AD__fragment.0b71ac81a360455c1514f5872564b1e1,strict,00AD,fragment,,,,Mailings,M­a­i­l­i­n­g­s
00209.5276f967533f2ce0209c1eff631a86ff,00209__salted__strict__cp200B__fragment.5276f967533f2ce0209c1eff631a86ff,strict,200B,fragment,,,,mailings,m​a​i​l​i​n​g​s
00209.5276f967533f2ce0209c1eff631a86ff,00209__salted__strict__cp200C__fragment.5276f967533f2ce0209c1eff631a86ff,strict,200C,fragment,,,,mailings,m‌a‌i‌l‌i‌n‌g‌s
00209.5276f967533f2ce0209c1eff631a86ff,00209__salted__strict__cp200D__fragment.5276f967533f2ce0209c1eff631a86ff,strict,200D,fragment,,,,mailings,m‍a‍i‍l‍i‍n‍g‍s
00209.5276f967533f2ce0209c1eff631a86ff,00209__salted__strict__cp00AD__fragment.5276f967533f2ce0209c1eff631a86ff,strict,00AD,fragment,,,,mailings,m­a­i­l­i­n­g­s
00211.4a52fb081c7087c4a82402342751e755,00211__salted__strict__cp200B__fragment.4a52fb081c7087c4a82402342751e755,strict,200B,fragment,,ADV,A​D​V,toll,t​o​l​l
00211.4a52fb081c7087c4a82402342751e755,00211__salted__strict__cp200C__fragment.4a52fb081c7087c4a82402342751e755,strict,200C,fragment,,ADV,A‌D‌V,toll,t‌o‌l‌l
00211.4a52fb081c7087c4a82402342751e755,00211__salted__strict__cp200D__fragment.4a52fb081c7087c4a82402342751e755,strict,200D,fragment,,ADV,A‍D‍V,toll,t‍o‍l‍l
00211.4a52fb081c7087c4a82402342751e755,00211__salted__strict__cp00AD__fragment.4a52fb081c7087c4a82402342751e755,strict,00AD,fragment,,ADV,A­D­V,toll,t­o­l­l
00214.1367039e50dc6b7adb0f2aa8aba83216,00214__salted__strict__cp200B__fragment.1367039e50dc6b7adb0f2aa8aba83216,strict,200B,fragment,,Annuity,A​n​n​u​i​t​y,"annuity, Guaranteed, mailings","a​n​n​u​i​t​y, G​u​a​r​a​n​t​e​e​d, m​a​i​l​i​n​g​s"
00214.1367039e50dc6b7adb0f2aa8aba83216,00214__salted__strict__cp200C__fragment.1367039e50dc6b7adb0f2aa8aba83216,strict,200C,fragment,,Annuity,A‌n‌n‌u‌i‌t‌y,"annuity, Guaranteed, mailings","a‌n‌n‌u‌i‌t‌y, G‌u‌a‌r‌a‌n‌t‌e‌e‌d, m‌a‌i‌l‌i‌n‌g‌s"
00214.1367039e50dc6b7adb0f2aa8aba83216,00214__salted__strict__cp200D__fragment.1367039e50dc6b7adb0f2aa8aba83216,strict,200D,fragment,,Annuity,A‍n‍n‍u‍i‍t‍y,"annuity, Guaranteed, mailings","a‍n‍n‍u‍i‍t‍y, G‍u‍a‍r‍a‍n‍t‍e‍e‍d, m‍a‍i‍l‍i‍n‍g‍s"
00214.1367039e50dc6b7adb0f2aa8aba83216,00214__salted__strict__cp00AD__fragment.1367039e50dc6b7adb0f2aa8aba83216,strict,00AD,fragment,,Annuity,A­n­n­u­i­t­y,"annuity, Guaranteed, mailings","a­n­n­u­i­t­y, G­u­a­r­a­n­t­e­e­d, m­a­i­l­i­n­g­s"
00217.43b4ef3d9c56cf42be9c37b546a19e78,00217__salted__strict__cp200B__fragment.43b4ef3d9c56cf42be9c37b546a19e78,strict,200B,fragment,,MLM,M​L​M,,
