message_id,variant_filename,vocab_type,codepoint,salt_mode,fragment_max_positions,subject_original_tokens,subject_salted_tokens,body_original_tokens,body_salted_tokens
00019.bbc97ad616ffd06e93ce0f821ca8c381,00019__salted__strict__cp200D__single.bbc97ad616ffd06e93ce0f821ca8c381,strict,200D,single,,ADV,AD‍V,,
00019.bbc97ad616ffd06e93ce0f821ca8c381,00019__salted__strict__cp00AD__single.bbc97ad616ffd06e93ce0f821ca8c381,strict,00AD,single,,ADV,AD­V,,
00020.29725cf331fc21e18a1809e7d8b27332,00020__salted__strict__cp200B__single.29725cf331fc21e18a1809e7d8b27332,strict,200B,single,,,,Guaranteed,Gu​aranteed
00020.29725cf331fc21e18a1809e7d8b27332,00020__salted__strict__cp200C__single.29725cf331fc21e18a1809e7d8b27332,strict,200C,single,,,,Guaranteed,Gu‌aranteed
00020.29725cf331fc21e18a1809e7d8b27332,00020__salted__strict__cp200D__single.29725cf331fc21e18a1809e7d8b27332,strict,200D,single,,,,Guaranteed,Gu‍aranteed
00020.29725cf331fc21e18a1809e7d8b27332,00020__salted__strict__cp00AD__single.29725cf331fc21e18a1809e7d8b27332,strict,00AD,single,,,,Guaranteed,Gu­aranteed
00021.effe1449462a9d7ad7af0f1c94b1a237,00021__salted__strict__cp200B__single.effe1449462a9d7ad7af0f1c94b1a237,strict,200B,single,,,,"LAGOS, ATTN","LA​GOS, AT​TN"
00021.effe1449462a9d7ad7af0f1c94b1a237,00021__salted__strict__cp200C__single.effe1449462a9d7ad7af0f1c94b1a237,strict,200C,single,,,,"LAGOS, ATTN","LA‌GOS, AT‌TN"
00021.effe1449462a9d7ad7af0f1c94b1a237,00021__salted__strict__cp200D__single.effe1449462a9d7ad7af0f1c94b1a237,strict,200D,single,,,,"LAGOS, ATTN","LA‍GOS, AT‍TN"
00021.effe1449462a9d7ad7af0f1c94b1a237,00021__salted__strict__cp00AD__single.effe1449462a9d7ad7af0f1c94b1a237,strict,00AD,single,,,,"LAGOS, ATTN","LA­GOS, AT­TN"
00022.8203cdf03888f656dc0381701148f73d,00022__salted__strict__cp200B__single.8203cdf03888f656dc0381701148f73d,strict,200B,single,,,,"utmost, assistance, assistance","ut​most, as​sistance, as​sistance"
00022.8203cdf03888f656dc0381701148f73d,00022__salted__strict__cp200C__single.8203cdf03888f656dc0381701148f73d,strict,200C,single,,,,"utmost, assistance, assistance","ut‌most, as‌sistance, as‌sistance"
00022.8203cdf03888f656dc0381701148f73d,00022__salted__strict__cp200D__single.8203cdf03888f656dc0381701148f73d,strict,200D,single,,,,"utmost, assistance, assistance","ut‍most, as‍sistance, as‍sistance"
00022.8203cdf03888f656dc0381701148f73d,00022__salted__strict__cp00AD__single.8203cdf03888f656dc0381701148f73d,strict,00AD,single,,,,"utmost, assistance, assistance","ut­most, as­sistance, as­sistance"
00023.5bec0fc32cfc42c9cc5c941d94258567,00023__salted__strict__cp200B__single.5bec0fc32cfc42c9cc5c941d94258567,strict,200B,single,,mortgage,mo​rtgage,,
00023.5bec0fc32cfc42c9cc5c941d94258567,00023__salted__strict__cp200C__single.5bec0fc32cfc42c9cc5c941d94258567,strict,200C,single,,mortgage,mo‌rtgage,,
00023.5bec0fc32cfc42c9cc5c941d94258567,00023__salted__strict__cp200D__single.5bec0fc32cfc42c9cc5c941d94258567,strict,200D,single,,mortgage,mo‍rtgage,,
00023.5bec0fc32cfc42c9cc5c941d94258567,00023__salted__strict__cp00AD__single.5bec0fc32cfc42c9cc5c941d94258567,strict,00AD,single,,mortgage,mo­rtgage,,
00023.b6d27c684f5fc803cfa1060adb2d0805,00023__salted__strict__cp200B__single.b6d27c684f5fc803cfa1060adb2d0805,strict,200B,single,,guaranteed,gu​aranteed,,
00023.b6d27c684f5fc803cfa1060adb2d0805,00023__salted__strict__cp200C__single.b6d27c684f5fc803cfa1060adb2d0805,strict,200C,single,,guaranteed,gu‌aranteed,,
00023.b6d27c684f5fc803cfa1060adb2d0805,00023__salted__strict__cp200D__single.b6d27c684f5fc803cfa1060adb2d0805,strict,200D,single,,guaranteed,gu‍aranteed,,
00023.b6d27c684f5fc803cfa1060adb2d0805,00023__salted__strict__cp00AD__single.b6d27c684f5fc803cfa1060adb2d0805,strict,00AD,single,,guaranteed,gu­aranteed,,
00026.da18dbed27ae933172f7a70f860c6ad0,00026__salted__strict__cp200B__single.da18dbed27ae933172f7a70f860c6ad0,strict,200B,single,,,,CONFIDENTIALITY,CO​NFIDENTIALITY
00026.da18dbed27ae933172f7a70f860c6ad0,00026__salted__strict__cp200C__single.da18dbed27ae933172f7a70f860c6ad0,strict,200C,single,,,,CONFIDENTIALITY,CO‌NFIDENTIALITY
00026.da18dbed27ae933172f7a70f860c6ad0,00026__salted__strict__cp200D__single.da18dbed27ae933172f7a70f860c6ad0,strict,200D,single,,,,CONFIDENTIALITY,CO‍NFIDENTIALITY
00026.da18dbed27ae933172f7a70f860c6ad0,00026__salted__strict__cp00AD__single.da18dbed27ae933172f7a70f860c6ad0,strict,00AD,single,,,,CONFIDENTIALITY,CO­NFIDENTIALITY
00027.d1d0f97e096fe08fc80a4939355759e7,00027__salted__strict__cp200B__single.d1d0f97e096fe08fc80a4939355759e7,strict,200B,single,,,,Guaranteed,Gu​aranteed
00027.d1d0f97e096fe08fc80a4939355759e7,00027__salted__strict__cp200C__single.d1d0f97e096fe08fc80a4939355759e7,strict,200C,single,,,,Guaranteed,Gu‌aranteed
00027.d1d0f97e096fe08fc80a4939355759e7,00027__salted__strict__cp200D__single.d1d0f97e096fe08fc80a4939355759e7,strict,200D,single,,,,Guaranteed,Gu‍aranteed
00027.d1d0f97e096fe08fc80a4939355759e7,00027__salted__strict__cp00AD__single.d1d0f97e096fe08fc80a4939355759e7,strict,00AD,single,,,,Guaranteed,Gu­aranteed
00032.7b07a09236ce9feb12d80197144d3206,00032__salted__strict__cp200B__single.7b07a09236ce9feb12d80197144d3206,strict,200B,single,,,,Guaranteed,Gu​aranteed
00032.7b07a09236ce9feb12d80197144d3206,00032__salted__strict__cp200C__single.7b07a09236ce9feb12d80197144d3206,strict,200C,single,,,,Guaranteed,Gu‌aranteed
00032.7b07a09236ce9feb12d80197144d3206,00032__salted__strict__cp200D__single.7b07a09236ce9feb12d80197144d3206,strict,200D,single,,,,Guaranteed,Gu‍aranteed
00032.7b07a09236ce9feb12d80197144d3206,00032__salted__strict__cp00AD__single.7b07a09236ce9feb12d80197144d3206,strict,00AD,single,,,,Guaranteed,Gu­aranteed
00033.9babb58d9298daa2963d4f514193d7d6,00033__salted__strict__cp200B__single.9babb58d9298daa2963d4f514193d7d6,strict,200B,single,,Earn,Ea​rn,"earn, Postal, excite","ea​rn, Po​stal, ex​cite"
00033.9babb58d9298daa2963d4f514193d7d6,00033__salted__strict__cp200C__single.9babb58d9298daa2963d4f514193d7d6,strict,200C,single,,Earn,Ea‌rn,"earn, Postal, excite","ea‌rn, Po‌stal, ex‌cite"
00033.9babb58d9298daa2963d4f514193d7d6,00033__salted__strict__cp200D__single.9babb58d9298daa2963d4f514193d7d6,strict,200D,single,,Earn,Ea‍rn,"earn, Postal, excite","ea‍rn, Po‍stal, ex‍cite"
00033.9babb58d9298daa2963d4f514193d7d6,00033__salted__strict__cp00AD__single.9babb58d9298daa2963d4f514193d7d6,strict,00AD,single,,Earn,Ea­rn,"earn, Postal, excite","ea­rn, Po­stal, ex­cite"
00034.8e582263070076dfe6000411d9b13ce6,00034__salted__strict__cp200B__single.8e582263070076dfe6000411d9b13ce6,strict,200B,single,,,,"NBC, CBS, Oprah","NB​C, CB​S, Op​rah"
00034.8e582263070076dfe6000411d9b13ce6,00034__salted__strict__cp200C__single.8e582263070076dfe6000411d9b13ce6,strict,200C,single,,,,"NBC, CBS, Oprah","NB‌C, CB‌S, Op‌rah"
00034.8e582263070076dfe6000411d9b13ce6,00034__salted__strict__cp200D__single.8e582263070076dfe6000411d9b13ce6,strict,200D,single,,,,"NBC, CBS, Oprah","NB‍C, CB‍S, Op‍rah"
00034.8e582263070076dfe6000411d9b13ce6,00034__salted__strict__cp00AD__single.8e582263070076dfe6000411d9b13ce6,strict,00AD,single,,,,"NBC, CBS, Oprah","NB­C, CB­S, Op­rah"
00037.c7f0ce13d4cad8202f3d1a02b5cc5a1d,00037__salted__strict__cp200B__single.c7f0ce13d4cad8202f3d1a02b5cc5a1d,strict,200B,single,,,,"ATTN, assistance","AT​TN, as​sistance"
00037.c7f0ce13d4cad8202f3d1a02b5cc5a1d,00037__salted__strict__cp200C__single.c7f0ce13d4cad8202f3d1a02b5cc5a1d,strict,200C,single,,,,"ATTN, assistance","AT‌TN, as‌sistance"
00037.c7f0ce13d4cad8202f3d1a02b5cc5a1d,00037__salted__strict__cp200D__single.c7f0ce13d4cad8202f3d1a02b5cc5a1d,strict,200D,single,,,,"ATTN, assistance","AT‍TN, as‍sistance"
00037.c7f0ce13d4cad8202f3d1a02b5cc5a1d,00037__salted__strict__cp00AD__single.c7f0ce13d4cad8202f3d1a02b5cc5a1d,strict,00AD,single,,,,"ATTN, assistance","AT­TN, as­sistance"
00038.8d93819b95ff90bf2e2b141c2909bfc9,00038__salted__strict__cp200B__single.8d93819b95ff90bf2e2b141c2909bfc9,strict,200B,single,,,,mailings,ma​ilings
00038.8d93819b95ff90bf2e2b141c2909bfc9,00038__salted__strict__cp200C__single.8d93819b95ff90bf2e2b141c2909bfc9,strict,200C,single,,,,mailings,ma‌ilings
00038.8d93819b95ff90bf2e2b141c2909bfc9,00038__salted__strict__cp200D__single.8d93819b95ff90bf2e2b141c2909bfc9,strict,200D,single,,,,mailings,ma‍ilings
00038.8d93819b95ff90bf2e2b141c2909bfc9,00038__salted__strict__cp00AD__single.8d93819b95ff90bf2e2b141c2909bfc9,strict,00AD,single,,,,mailings,ma­ilings
00041.1b8dedcc43e75c0f4cd5e0d12c4eea8b,00041__salted__strict__cp200B__single.1b8dedcc43e75c0f4cd5e0d12c4eea8b,strict,200B,single,,loans,lo​ans,,
00041.1b8dedcc43e75c0f4cd5e0d12c4eea8b,00041__salted__strict__cp200C__single.1b8dedcc43e75c0f4cd5e0d12c4eea8b,strict,200C,single,,loans,lo‌ans,,
00041.1b8dedcc43e75c0f4cd5e0d12c4eea8b,00041__salted__strict__cp200D__single.1b8dedcc43e75c0f4cd5e0d12c4eea8b,strict,200D,single,,loans,lo‍ans,,
00041.1b8dedcc43e75c0f4cd5e0d12c4eea8b,00041__salted__strict__cp00AD__single.1b8dedcc43e75c0f4cd5e0d12c4eea8b,strict,00AD,single,,loans,lo­ans,,
00045.7282c2c4e009744f2f3450d370009235,00045__salted__strict__cp200B__single.7282c2c4e009744f2f3450d370009235,strict,200B,single,,,,Guaranteed,Gu​aranteed
00045.7282c2c4e009744f2f3450d370009235,00045__salted__strict__cp200C__single.7282c2c4e009744f2f3450d370009235,strict,200C,single,,,,Guaranteed,Gu‌aranteed
00045.7282c2c4e009744f2f3450d370009235,00045__salted__strict__cp200D__single.7282c2c4e009744f2f3450d370009235,strict,200D,single,,,,Guaranteed,Gu‍aranteed
00045.7282c2c4e009744f2f3450d370009235,00045__salted__strict__cp00AD__single.7282c2c4e009744f2f3450d370009235,strict,00AD,single,,,,Guaranteed,Gu­aranteed
00046.e0fd04360622dbe9250380447f6465cc,00046__salted__strict__cp200B__single.e0fd04360622dbe9250380447f6465cc,strict,200B,single,,Attn,At​tn,,
00046.e0fd04360622dbe9250380447f6465cc,00046__salted__strict__cp200C__single.e0fd04360622dbe9250380447f6465cc,strict,200C,single,,Attn,At‌tn,,
00046.e0fd04360622dbe9250380447f6465cc,00046__salted__strict__cp200D__single.e0fd04360622dbe9250380447f6465cc,strict,200D,single,,Attn,At‍tn,,
00046.e0fd04360622dbe9250380447f6465cc,00046__salted__strict__cp00AD__single.e0fd04360622dbe9250380447f6465cc,strict,00AD,single,,Attn,At­tn,,
00047.0d7a240951e460b5884a8886ee64a8c3,00047__salted__strict__cp200B__single.0d7a240951e460b5884a8886ee64a8c3,strict,200B,single,,ADV,AD​V,,
00047.0d7a240951e460b5884a8886ee64a8c3,00047__salted__strict__cp200C__single.0d7a240951e460b5884a8886ee64a8c3,strict,200C,single,,ADV,AD‌V,,
00047.0d7a240951e460b5884a8886ee64a8c3,00047__salted__strict__cp200D__single.0d7a240951e460b5884a8886ee64a8c3,strict,200D,single,,ADV,AD‍V,,
00047.0d7a240951e460b5884a8886ee64a8c3,00047__salted__strict__cp00AD__single.0d7a240951e460b5884a8886ee64a8c3,strict,00AD,single,,ADV,AD­V,,
00052.edb775ef7470f35cd593d07e5a0466a8,00052__salted__strict__cp200B__single.edb775ef7470f35cd593d07e5a0466a8,strict,200B,single,,Mortgage,Mo​rtgage,,
00052.edb775ef7470f35cd593d07e5a0466a8,00052__salted__strict__cp200C__single.edb775ef7470f35cd593d07e5a0466a8,strict,200C,single,,Mortgage,Mo‌rtgage,,
00052.edb775ef7470f35cd593d07e5a0466a8,00052__salted__strict__cp200D__single.edb775ef7470f35cd593d07e5a0466a8,strict,200D,single,,Mortgage,Mo‍rtgage,,
00052.edb775ef7470f35cd593d07e5a0466a8,00052__salted__strict__cp00AD__single.edb775ef7470f35cd593d07e5a0466a8,strict,00AD,single,,Mortgage,Mo­rtgage,,
00054.62863160db27f89df8c73275b6dae134,00054__salted__strict__cp200B__single.62863160db27f89df8c73275b6dae134,strict,200B,single,,ADV,AD​V,,
00054.62863160db27f89df8c73275b6dae134,00054__salted__strict__cp200C__single.62863160db27f89df8c73275b6dae134,strict,200C,single,,ADV,AD‌V,,
00054.62863160db27f89df8c73275b6dae134,00054__salted__strict__cp200D__single.62863160db27f89df8c73275b6dae134,strict,200D,single,,ADV,AD‍V,,
00054.62863160db27f89df8c73275b6dae134,00054__salted__strict__cp00AD__single.62863160db27f89df8c73275b6dae134,strict,00AD,single,,ADV,AD­V,,
00056.c56d61cadd81b4ade0030c8dee384704,00056__salted__strict__cp200B__single.c56d61cadd81b4ade0030c8dee384704,strict,200B,single,,,,"Testimonials, mailings","Te​stimonials, ma​ilings"
00056.c56d61cadd81b4ade0030c8dee384704,00056__salted__strict__cp200C__single.c56d61cadd81b4ade0030c8dee384704,strict,200C,single,,,,"Testimonials, mailings","Te‌stimonials, ma‌ilings"
00056.c56d61cadd81b4ade0030c8dee384704,00056__salted__strict__cp200D__single.c56d61cadd81b4ade0030c8dee384704,strict,200D,single,,,,"Testimonials, mailings","Te‍stimonials, ma‍ilings"
00056.c56d61cadd81b4ade0030c8dee384704,00056__salted__strict__cp00AD__single.c56d61cadd81b4ade0030c8dee384704,strict,00AD,single,,,,"Testimonials, mailings","Te­stimonials, ma­ilings"
00057.0a2e17bde9485e999ac2259df38528e2,00057__salted__strict__cp200B__single.0a2e17bde9485e999ac2259df38528e2,strict,200B,single,,ADV,AD​V,,
00057.0a2e17bde9485e999ac2259df38528e2,00057__salted__strict__cp200C__single.0a2e17bde9485e999ac2259df38528e2,strict,200C,single,,ADV,AD‌V,,
00057.0a2e17bde9485e999ac2259df38528e2,00057__salted__strict__cp200D__single.0a2e17bde9485e999ac2259df38528e2,strict,200D,single,,ADV,AD‍V,,
00057.0a2e17bde9485e999ac2259df38528e2,00057__salted__strict__cp00AD__single.0a2e17bde9485e999ac2259df38528e2,strict,00AD,single,,ADV,AD­V,,
00060.639a625d0a724d7411e1d5e2e7cb2bc3,00060__salted__strict__cp200B__single.639a625d0a724d7411e1d5e2e7cb2bc3,strict,200B,single,,Guaranteed,Gu​aranteed,,
00060.639a625d0a724d7411e1d5e2e7cb2bc3,00060__salted__strict__cp200C__single.639a625d0a724d7411e1d5e2e7cb2bc3,strict,200C,single,,Guaranteed,Gu‌aranteed,,
00060.639a625d0a724d7411e1d5e2e7cb2bc3,00060__salted__strict__cp200D__single.639a625d0a724d7411e1d5e2e7cb2bc3,strict,200D,single,,Guaranteed,Gu‍aranteed,,
00060.639a625d0a724d7411e1d5e2e7cb2bc3,00060__salted__strict__cp00AD__single.639a625d0a724d7411e1d5e2e7cb2bc3,strict,00AD,single,,Guaranteed,Gu­aranteed,,
00060.ec71d52a6f585ace52f4a2a2be2adfce,00060__salted__strict__cp200B__single.ec71d52a6f585ace52f4a2a2be2adfce,strict,200B,single,,,,Earn,Ea​rn
00060.ec71d52a6f585ace52f4a2a2be2adfce,00060__salted__strict__cp200C__single.ec71d52a6f585ace52f4a2a2be2adfce,strict,200C,single,,,,Earn,Ea‌rn
00060.ec71d52a6f585ace52f4a2a2be2adfce,00060__salted__strict__cp200D__single.ec71d52a6f585ace52f4a2a2be2adfce,strict,200D,single,,,,Earn,Ea‍rn
00060.ec71d52a6f585ace52f4a2a2be2adfce,00060__salted__strict__cp00AD__single.ec71d52a6f585ace52f4a2a2be2adfce,strict,00AD,single,,,,Earn,Ea­rn
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__strict__cp200B__single.65b95365450ebe5eef61e7f1c60edc5e,strict,200B,single,,,,Earn,Ea​rn
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__strict__cp200C__single.65b95365450ebe5eef61e7f1c60edc5e,strict,200C,single,,,,Earn,Ea‌rn
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__strict__cp200D__single.65b95365450ebe5eef61e7f1c60edc5e,strict,200D,single,,,,Earn,Ea‍rn
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__strict__cp00AD__single.65b95365450ebe5eef61e7f1c60edc5e,strict,00AD,single,,,,Earn,Ea­rn
00065.6203de135559b319326445aafd68dbca,00065__salted__strict__cp200B__single.6203de135559b319326445aafd68dbca,strict,200B,single,,,,"promotional, mailings","pr​omotional, ma​ilings"
