message_id,variant_filename,vocab_type,codepoint,salt_mode,fragment_max_positions,subject_original_tokens,subject_salted_tokens,body_original_tokens,body_salted_tokens
00009.1e1a8cb4b57532ab38aa23287523659d,00009__salted__strict__cp200D__single.1e1a8cb4b57532ab38aa23287523659d,strict,200D,single,,,,"BENEFICIARY, ASSISTANCE","BE‍NEFICIARY, AS‍SISTANCE"
00009.1e1a8cb4b57532ab38aa23287523659d,00009__salted__strict__cp00AD__single.1e1a8cb4b57532ab38aa23287523659d,strict,00AD,single,,,,"BENEFICIARY, ASSISTANCE","BE­NEFICIARY, AS­SISTANCE"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__strict__cp200B__single.949a3d300eadb91d8745f1c1dab51133,strict,200B,single,,,,"Madam, Promotion","Ma​dam, Pr​omotion"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__strict__cp200C__single.949a3d300eadb91d8745f1c1dab51133,strict,200C,single,,,,"Madam, Promotion","Ma‌dam, Pr‌omotion"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__strict__cp200D__single.949a3d300eadb91d8745f1c1dab51133,strict,200D,single,,,,"Madam, Promotion","Ma‍dam, Pr‍omotion"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__strict__cp00AD__single.949a3d300eadb91d8745f1c1dab51133,strict,00AD,single,,,,"Madam, Promotion","Ma­dam, Pr­omotion"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__strict__cp200B__single.f1b3402799046db3c1f143a911dc085d,strict,200B,single,,,,"Madam, Promotion","Ma​dam, Pr​omotion"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__strict__cp200C__single.f1b3402799046db3c1f143a911dc085d,strict,200C,single,,,,"Madam, Promotion","Ma‌dam, Pr‌omotion"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__strict__cp200D__single.f1b3402799046db3c1f143a911dc085d,strict,200D,single,,,,"Madam, Promotion","Ma‍dam, Pr‍omotion"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__strict__cp00AD__single.f1b3402799046db3c1f143a911dc085d,strict,00AD,single,,,,"Madam, Promotion","Ma­dam, Pr­omotion"
00045.7282c2c4e009744f2f3450d370009235,00045__salted__strict__cp200B__single.7282c2c4e009744f2f3450d370009235,strict,200B,single,,,,Guaranteed,Gu​aranteed
00045.7282c2c4e009744f2f3450d370009235,00045__salted__strict__cp200C__single.7282c2c4e009744f2f3450d370009235,strict,200C,single,,,,Guaranteed,Gu‌aranteed
00045.7282c2c4e009744f2f3450d370009235,00045__salted__strict__cp200D__single.7282c2c4e009744f2f3450d370009235,strict,200D,single,,,,Guaranteed,Gu‍aranteed
00045.7282c2c4e009744f2f3450d370009235,00045__salted__strict__cp00AD__single.7282c2c4e009744f2f3450d370009235,strict,00AD,single,,,,Guaranteed,Gu­aranteed
00054.62863160db27f89df8c73275b6dae134,00054__salted__strict__cp200B__single.62863160db27f89df8c73275b6dae134,strict,200B,single,,ADV,AD​V,,
00054.62863160db27f89df8c73275b6dae134,00054__salted__strict__cp200C__single.62863160db27f89df8c73275b6dae134,strict,200C,single,,ADV,AD‌V,,
00054.62863160db27f89df8c73275b6dae134,00054__salted__strict__cp200D__single.62863160db27f89df8c73275b6dae134,strict,200D,single,,ADV,AD‍V,,
00054.62863160db27f89df8c73275b6dae134,00054__salted__strict__cp00AD__single.62863160db27f89df8c73275b6dae134,strict,00AD,single,,ADV,AD­V,,
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__strict__cp200B__single.65b95365450ebe5eef61e7f1c60edc5e,strict,200B,single,,,,Earn,Ea​rn
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__strict__cp200C__single.65b95365450ebe5eef61e7f1c60edc5e,strict,200C,single,,,,Earn,Ea‌rn
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__strict__cp200D__single.65b95365450ebe5eef61e7f1c60edc5e,strict,200D,single,,,,Earn,Ea‍rn
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__strict__cp00AD__single.65b95365450ebe5eef61e7f1c60edc5e,strict,00AD,single,,,,Earn,Ea­rn
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__strict__cp200B__single.ec108870b01dc3ccb8fabc5def869ca5,strict,200B,single,,SYSTEMWORKS,SY​STEMWORKS,,
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__strict__cp200C__single.ec108870b01dc3ccb8fabc5def869ca5,strict,200C,single,,SYSTEMWORKS,SY‌STEMWORKS,,
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__strict__cp200D__single.ec108870b01dc3ccb8fabc5def869ca5,strict,200D,single,,SYSTEMWORKS,SY‍STEMWORKS,,
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__strict__cp00AD__single.ec108870b01dc3ccb8fabc5def869ca5,strict,00AD,single,,SYSTEMWORKS,SY­STEMWORKS,,
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__strict__cp200B__single.52630c4c07cd069c7bc7658c1a7a7253,strict,200B,single,,,,"annuity, Earn, annuity","an​nuity, Ea​rn, an​nuity"
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__strict__cp200C__single.52630c4c07cd069c7bc7658c1a7a7253,strict,200C,single,,,,"annuity, Earn, annuity","an‌nuity, Ea‌rn, an‌nuity"
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__strict__cp200D__single.52630c4c07cd069c7bc7658c1a7a7253,strict,200D,single,,,,"annuity, Earn, annuity","an‍nuity, Ea‍rn, an‍nuity"
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__strict__cp00AD__single.52630c4c07cd069c7bc7658c1a7a7253,strict,00AD,single,,,,"annuity, Earn, annuity","an­nuity, Ea­rn, an­nuity"
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__strict__cp200B__single.d8f25617befc5289aa4ed9602457050b,strict,200B,single,,Loans,Lo​ans,,
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__strict__cp200C__single.d8f25617befc5289aa4ed9602457050b,strict,200C,single,,Loans,Lo‌ans,,
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__strict__cp200D__single.d8f25617befc5289aa4ed9602457050b,strict,200D,single,,Loans,Lo‍ans,,
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__strict__cp00AD__single.d8f25617befc5289aa4ed9602457050b,strict,00AD,single,,Loans,Lo­ans,,
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__strict__cp200B__single.58579af867ff9a702cff23e7b8818a59,strict,200B,single,,,,Guaranteed,Gu​aranteed
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__strict__cp200C__single.58579af867ff9a702cff23e7b8818a59,strict,200C,single,,,,Guaranteed,Gu‌aranteed
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__strict__cp200D__single.58579af867ff9a702cff23e7b8818a59,strict,200D,single,,,,Guaranteed,Gu‍aranteed
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__strict__cp00AD__single.58579af867ff9a702cff23e7b8818a59,strict,00AD,single,,,,Guaranteed,Gu­aranteed
00127.3500d109361b544b0937523adb763588,00127__salted__strict__cp200B__single.3500d109361b544b0937523adb763588,strict,200B,single,,,,"Guaranteed, herbal, GUARANTEED","Gu​aranteed, he​rbal, GU​ARANTEED"
00127.3500d109361b544b0937523adb763588,00127__salted__strict__cp200C__single.3500d109361b544b0937523adb763588,strict,200C,single,,,,"Guaranteed, herbal, GUARANTEED","Gu‌aranteed, he‌rbal, GU‌ARANTEED"
00127.3500d109361b544b0937523adb763588,00127__salted__strict__cp200D__single.3500d109361b544b0937523adb763588,strict,200D,single,,,,"Guaranteed, herbal, GUARANTEED","Gu‍aranteed, he‍rbal, GU‍ARANTEED"
00127.3500d109361b544b0937523adb763588,00127__salted__strict__cp00AD__single.3500d109361b544b0937523adb763588,strict,00AD,single,,,,"Guaranteed, herbal, GUARANTEED","Gu­aranteed, he­rbal, GU­ARANTEED"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__strict__cp200B__single.cec5f611ae665ff0add6c4928d47f2be,strict,200B,single,,HGH,HG​H,"HGH, NBC, Oprah","HG​H, NB​C, Op​rah"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__strict__cp200C__single.cec5f611ae665ff0add6c4928d47f2be,strict,200C,single,,HGH,HG‌H,"HGH, NBC, Oprah","HG‌H, NB‌C, Op‌rah"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__strict__cp200D__single.cec5f611ae665ff0add6c4928d47f2be,strict,200D,single,,HGH,HG‍H,"HGH, NBC, Oprah","HG‍H, NB‍C, Op‍rah"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__strict__cp00AD__single.cec5f611ae665ff0add6c4928d47f2be,strict,00AD,single,,HGH,HG­H,"HGH, NBC, Oprah","HG­H, NB­C, Op­rah"
00169.86268e75abd1bd4bda4d6c129681df34,00169__salted__strict__cp200B__single.86268e75abd1bd4bda4d6c129681df34,strict,200B,single,,,,"earn, mailings","ea​rn, ma​ilings"
00169.86268e75abd1bd4bda4d6c129681df34,00169__salted__strict__cp200C__single.86268e75abd1bd4bda4d6c129681df34,strict,200C,single,,,,"earn, mailings","ea‌rn, ma‌ilings"
00169.86268e75abd1bd4bda4d6c129681df34,00169__salted__strict__cp200D__single.86268e75abd1bd4bda4d6c129681df34,strict,200D,single,,,,"earn, mailings","ea‍rn, ma‍ilings"
00169.86268e75abd1bd4bda4d6c129681df34,00169__salted__strict__cp00AD__single.86268e75abd1bd4bda4d6c129681df34,strict,00AD,single,,,,"earn, mailings","ea­rn, ma­ilings"
00173.e10eb62e2c7808674c43d6a5e9e08a1c,00173__salted__strict__cp200B__single.e10eb62e2c7808674c43d6a5e9e08a1c,strict,200B,single,,HGH,HG​H,,
00173.e10eb62e2c7808674c43d6a5e9e08a1c,00173__salted__strict__cp200C__single.e10eb62e2c7808674c43d6a5e9e08a1c,strict,200C,single,,HGH,HG‌H,,
00173.e10eb62e2c7808674c43d6a5e9e08a1c,00173__salted__strict__cp200D__single.e10eb62e2c7808674c43d6a5e9e08a1c,strict,200D,single,,HGH,HG‍H,,
00173.e10eb62e2c7808674c43d6a5e9e08a1c,00173__salted__strict__cp00AD__single.e10eb62e2c7808674c43d6a5e9e08a1c,strict,00AD,single,,HGH,HG­H,,
00179.ef2f7cf60806a96b59f4477b025580ee,00179__salted__strict__cp200B__single.ef2f7cf60806a96b59f4477b025580ee,strict,200B,single,,,,"NIGERIA, NIGERIA, Nigeria","NI​GERIA, NI​GERIA, Ni​geria"
00179.ef2f7cf60806a96b59f4477b025580ee,00179__salted__strict__cp200C__single.ef2f7cf60806a96b59f4477b025580ee,strict,200C,single,,,,"NIGERIA, NIGERIA, Nigeria","NI‌GERIA, NI‌GERIA, Ni‌geria"
00179.ef2f7cf60806a96b59f4477b025580ee,00179__salted__strict__cp200D__single.ef2f7cf60806a96b59f4477b025580ee,strict,200D,single,,,,"NIGERIA, NIGERIA, Nigeria","NI‍GERIA, NI‍GERIA, Ni‍geria"
00179.ef2f7cf60806a96b59f4477b025580ee,00179__salted__strict__cp00AD__single.ef2f7cf60806a96b59f4477b025580ee,strict,00AD,single,,,,"NIGERIA, NIGERIA, Nigeria","NI­GERIA, NI­GERIA, Ni­geria"
00180.751cb63992e172566b3a296d970c425d,00180__salted__strict__cp200B__single.751cb63992e172566b3a296d970c425d,strict,200B,single,,,,promotion,pr​omotion
00180.751cb63992e172566b3a296d970c425d,00180__salted__strict__cp200C__single.751cb63992e172566b3a296d970c425d,strict,200C,single,,,,promotion,pr‌omotion
00180.751cb63992e172566b3a296d970c425d,00180__salted__strict__cp200D__single.751cb63992e172566b3a296d970c425d,strict,200D,single,,,,promotion,pr‍omotion
00180.751cb63992e172566b3a296d970c425d,00180__salted__strict__cp00AD__single.751cb63992e172566b3a296d970c425d,strict,00AD,single,,,,promotion,pr­omotion
00182.1b9ba0f95506a6f2bf256f40fad0687d,00182__salted__strict__cp200B__single.1b9ba0f95506a6f2bf256f40fad0687d,strict,200B,single,,,,"mailings, Postal, ATTAINED","ma​ilings, Po​stal, AT​TAINED"
00182.1b9ba0f95506a6f2bf256f40fad0687d,00182__salted__strict__cp200C__single.1b9ba0f95506a6f2bf256f40fad0687d,strict,200C,single,,,,"mailings, Postal, ATTAINED","ma‌ilings, Po‌stal, AT‌TAINED"
00182.1b9ba0f95506a6f2bf256f40fad0687d,00182__salted__strict__cp200D__single.1b9ba0f95506a6f2bf256f40fad0687d,strict,200D,single,,,,"mailings, Postal, ATTAINED","ma‍ilings, Po‍stal, AT‍TAINED"
00182.1b9ba0f95506a6f2bf256f40fad0687d,00182__salted__strict__cp00AD__single.1b9ba0f95506a6f2bf256f40fad0687d,strict,00AD,single,,,,"mailings, Postal, ATTAINED","ma­ilings, Po­stal, AT­TAINED"
00186.a66b4fc4ab114c9cb37e1a31d1ea1aeb,00186__salted__strict__cp200B__single.a66b4fc4ab114c9cb37e1a31d1ea1aeb,strict,200B,single,,,,mailings,ma​ilings
00186.a66b4fc4ab114c9cb37e1a31d1ea1aeb,00186__salted__strict__cp200C__single.a66b4fc4ab114c9cb37e1a31d1ea1aeb,strict,200C,single,,,,mailings,ma‌ilings
00186.a66b4fc4ab114c9cb37e1a31d1ea1aeb,00186__salted__strict__cp200D__single.a66b4fc4ab114c9cb37e1a31d1ea1aeb,strict,200D,single,,,,mailings,ma‍ilings
00186.a66b4fc4ab114c9cb37e1a31d1ea1aeb,00186__salted__strict__cp00AD__single.a66b4fc4ab114c9cb37e1a31d1ea1aeb,strict,00AD,single,,,,mailings,ma­ilings
00188.b12197b37ceb97fa0cd802566c1e08db,00188__salted__strict__cp200B__single.b12197b37ceb97fa0cd802566c1e08db,strict,200B,single,,,,"toll, promotion","to​ll, pr​omotion"
00188.b12197b37ceb97fa0cd802566c1e08db,00188__salted__strict__cp200C__single.b12197b37ceb97fa0cd802566c1e08db,strict,200C,single,,,,"toll, promotion","to‌ll, pr‌omotion"
00188.b12197b37ceb97fa0cd802566c1e08db,00188__salted__strict__cp200D__single.b12197b37ceb97fa0cd802566c1e08db,strict,200D,single,,,,"toll, promotion","to‍ll, pr‍omotion"
00188.b12197b37ceb97fa0cd802566c1e08db,00188__salted__strict__cp00AD__single.b12197b37ceb97fa0cd802566c1e08db,strict,00AD,single,,,,"toll, promotion","to­ll, pr­omotion"
00190.ee2ea200e7efa602221c6492f9d9d8c0,00190__salted__strict__cp200B__single.ee2ea200e7efa602221c6492f9d9d8c0,strict,200B,single,,,,"toll, promotion","to​ll, pr​omotion"
00190.ee2ea200e7efa602221c6492f9d9d8c0,00190__salted__strict__cp200C__single.ee2ea200e7efa602221c6492f9d9d8c0,strict,200C,single,,,,"toll, promotion","to‌ll, pr‌omotion"
00190.ee2ea200e7efa602221c6492f9d9d8c0,00190__salted__strict__cp200D__single.ee2ea200e7efa602221c6492f9d9d8c0,strict,200D,single,,,,"toll, promotion","to‍ll, pr‍omotion"
00190.ee2ea200e7efa602221c6492f9d9d8c0,00190__salted__strict__cp00AD__single.ee2ea200e7efa602221c6492f9d9d8c0,strict,00AD,single,,,,"toll, promotion","to­ll, pr­omotion"
00191.9ff80a41f015b7a6c409732e41c0df07,00191__salted__strict__cp200B__single.9ff80a41f015b7a6c409732e41c0df07,strict,200B,single,,,,promotion,pr​omotion
00191.9ff80a41f015b7a6c409732e41c0df07,00191__salted__strict__cp200C__single.9ff80a41f015b7a6c409732e41c0df07,strict,200C,single,,,,promotion,pr‌omotion
00191.9ff80a41f015b7a6c409732e41c0df07,00191__salted__strict__cp200D__single.9ff80a41f015b7a6c409732e41c0df07,strict,200D,single,,,,promotion,pr‍omotion
00191.9ff80a41f015b7a6c409732e41c0df07,00191__salted__strict__cp00AD__single.9ff80a41f015b7a6c409732e41c0df07,strict,00AD,single,,,,promotion,pr­omotion
00196.dd21040c7757d477c967ae71b537810e,00196__salted__strict__cp200B__single.dd21040c7757d477c967ae71b537810e,strict,200B,single,,SYSTEMWORKS,SY​STEMWORKS,,
00196.dd21040c7757d477c967ae71b537810e,00196__salted__strict__cp200C__single.dd21040c7757d477c967ae71b537810e,strict,200C,single,,SYSTEMWORKS,SY‌STEMWORKS,,
00196.dd21040c7757d477c967ae71b537810e,00196__salted__strict__cp200D__single.dd21040c7757d477c967ae71b537810e,strict,200D,single,,SYSTEMWORKS,SY‍STEMWORKS,,
00196.dd21040c7757d477c967ae71b537810e,00196__salted__strict__cp00AD__single.dd21040c7757d477c967ae71b537810e,strict,00AD,single,,SYSTEMWORKS,SY­STEMWORKS,,
00198.150ad975a44e356b479b88d8b57edc40,00198__salted__strict__cp200B__single.150ad975a44e356b479b88d8b57edc40,strict,200B,single,,,,toll,to​ll
00198.150ad975a44e356b479b88d8b57edc40,00198__salted__strict__cp200C__single.150ad975a44e356b479b88d8b57edc40,strict,200C,single,,,,toll,to‌ll
00198.150ad975a44e356b479b88d8b57edc40,00198__salted__strict__cp200D__single.150ad975a44e356b479b88d8b57edc40,strict,200D,single,,,,toll,to‍ll
00198.150ad975a44e356b479b88d8b57edc40,00198__salted__strict__cp00AD__single.150ad975a44e356b479b88d8b57edc40,strict,00AD,single,,,,toll,to­ll
00207.0b71ac81a360455c1514f5872564b1e1,00207__salted__strict__cp200B__single.0b71ac81a360455c1514f5872564b1e1,strict,200B,single,,,,Mailings,Ma​ilings
00207.0b71ac81a360455c1514f5872564b1e1,00207__salted__strict__cp200C__single.0b71ac81a360455c1514f5872564b1e1,strict,200C,single,,,,Mailings,Ma‌ilings
00207.0b71ac81a360455c1514f5872564b1e1,00207__salted__strict__cp200D__single.0b71ac81a360455c1514f5872564b1e1,strict,200D,single,,,,Mailings,Ma‍ilings
00207.0b71ac81a360455c1514f5872564b1e1,00207__salted__strict__cp00AD__single.0b71ac81a360455c1514f5872564b1e1,strict,00AD,single,,,,Mailings,Ma­ilings
00209.5276f967533f2ce0209c1eff631a86ff,00209__salted__strict__cp200B__single.5276f967533f2ce0209c1eff631a86ff,strict,200B,single,,,,mailings,ma​ilings
00209.5276f967533f2ce0209c1eff631a86ff,00209__salted__strict__cp200C__single.5276f967533f2ce0209c1eff631a86ff,strict,200C,single,,,,mailings,ma‌ilings
00209.5276f967533f2ce0209c1eff631a86ff,00209__salted__strict__cp200D__single.5276f967533f2ce0209c1eff631a86ff,strict,200D,single,,,,mailings,ma‍ilings
00209.5276f967533f2ce0209c1eff631a86ff,00209__salted__strict__cp00AD__single.5276f967533f2ce0209c1eff631a86ff,strict,00AD,single,,,,mailings,ma­ilings
00211.4a52fb081c7087c4a82402342751e755,00211__salted__strict__cp200B__single.4a52fb081c7087c4a82402342751e755,strict,200B,single,,ADV,AD​V,toll,to​ll
00211.4a52fb081c7087c4a82402342751e755,00211__salted__strict__cp200C__single.4a52fb081c7087c4a82402342751e755,strict,200C,single,,ADV,AD‌V,toll,to‌ll
00211.4a52fb081c7087c4a82402342751e755,00211__salted__strict__cp200D__single.4a52fb081c7087c4a82402342751e755,strict,200D,single,,ADV,AD‍V,toll,to‍ll
00211.4a52fb081c7087c4a82402342751e755,00211__salted__strict__cp00AD__single.4a52fb081c7087c4a82402342751e755,strict,00AD,single,,ADV,AD­V,toll,to­ll
00214.1367039e50dc6b7adb0f2aa8aba83216,00214__salted__strict__cp200B__single.1367039e50dc6b7adb0f2aa8aba83216,strict,200B,single,,Annuity,An​nuity,"annuity, Guaranteed, mailings","an​nuity, Gu​aranteed, ma​ilings"
00214.1367039e50dc6b7adb0f2aa8aba83216,00214__salted__strict__cp200C__single.1367039e50dc6b7adb0f2aa8aba83216,strict,200C,single,,Annuity,An‌nuity,"annuity, Guaranteed, mailings","an‌nuity, Gu‌aranteed, ma‌ilings"
00214.1367039e50dc6b7adb0f2aa8aba83216,00214__salted__strict__cp200D__single.1367039e50dc6b7adb0f2aa8aba83216,strict,200D,single,,Annuity,An‍nuity,"annuity, Guaranteed, mailings","an‍nuity, Gu‍aranteed, ma‍ilings"
00214.1367039e50dc6b7adb0f2aa8aba83216,00214__salted__strict__cp00AD__single.1367039e50dc6b7adb0f2aa8aba83216,strict,00AD,single,,Annuity,An­nuity,"annuity, Guaranteed, mailings","an­nuity, Gu­aranteed, ma­ilings"
00217.43b4ef3d9c56cf42be9c37b546a19e78,00217__salted__strict__cp200B__single.43b4ef3d9c56cf42be9c37b546a19e78,strict,200B,single,,MLM,ML​M,,
00217.43b4ef3d9c56cf42be9c37b546a19e78,00217__salted__strict__cp200C__single.43b4ef3d9c56cf42be9c37b546a19e78,strict,200C,single,,MLM,ML‌M,,
00217.43b4ef3d9c56cf42be9c37b546a19e78,00217__salted__strict__cp200D__single.43b4ef3d9c56cf42be9c37b546a19e78,strict,200D,single,,MLM,ML‍M,,
00217.43b4ef3d9c56cf42be9c37b546a19e78,00217__salted__strict__cp00AD__single.43b4ef3d9c56cf42be9c37b546a19e78,strict,00AD,single,,MLM,ML­M,,
00224.0654fe0af51e1dcefa0eb66eb932f55f,00224__salted__strict__cp200B__single.0654fe0af51e1dcefa0eb66eb932f55f,strict,200B,single,,ASSISTANCE,AS​SISTANCE,"assistance, assistance","as​sistance, as​sistance"
00224.0654fe0af51e1dcefa0eb66eb932f55f,00224__salted__strict__cp200C__single.0654fe0af51e1dcefa0eb66eb932f55f,strict,200C,single,,ASSISTANCE,AS‌SISTANCE,"assistance, assistance","as‌sistance, as‌sistance"
00224.0654fe0af51e1dcefa0eb66eb932f55f,00224__salted__strict__cp200D__single.0654fe0af51e1dcefa0eb66eb932f55f,strict,200D,single,,ASSISTANCE,AS‍SISTANCE,"assistance, assistance","as‍sistance, as‍sistance"
00224.0654fe0af51e1dcefa0eb66eb932f55f,00224__salted__strict__cp00AD__single.0654fe0af51e1dcefa0eb66eb932f55f,strict,00AD,single,,ASSISTANCE,AS­SISTANCE,"assistance, assistance","as­sistance, as­sistance"
00228.cf58326ab05a757c7e759acc8d6b360d,00228__salted__strict__cp200B__single.cf58326ab05a757c7e759acc8d6b360d,strict,200B,single,,,,"ASSISTANCE, assistance","AS​SISTANCE, as​sistance"
00228.cf58326ab05a757c7e759acc8d6b360d,00228__salted__strict__cp200C__single.cf58326ab05a757c7e759acc8d6b360d,strict,200C,single,,,,"ASSISTANCE, assistance","AS‌SISTANCE, as‌sistance"
00228.cf58326ab05a757c7e759acc8d6b360d,00228__salted__strict__cp200D__single.cf58326ab05a757c7e759acc8d6b360d,strict,200D,single,,,,"ASSISTANCE, assistance","AS‍SISTANCE, as‍sistance"
00228.cf58326ab05a757c7e759acc8d6b360d,00228__salted__strict__cp00AD__single.cf58326ab05a757c7e759acc8d6b360d,strict,00AD,single,,,,"ASSISTANCE, assistance","AS­SISTANCE, as­sistance"
00231.8c72952de376293bc38d30834c0bb580,00231__salted__strict__cp200B__single.8c72952de376293bc38d30834c0bb580,strict,200B,single,,HGH,HG​H,,
00231.8c72952de376293bc38d30834c0bb580,00231__salted__strict__cp200C__single.8c72952de376293bc38d30834c0bb580,strict,200C,single,,HGH,HG‌H,,
00231.8c72952de376293bc38d30834c0bb580,00231__salted__strict__cp200D__single.8c72952de376293bc38d30834c0bb580,strict,200D,single,,HGH,HG‍H,,
00231.8c72952de376293bc38d30834c0bb580,00231__salted__strict__cp00AD__single.8c72952de376293bc38d30834c0bb580,strict,00AD,single,,HGH,HG­H,,
00233.3c32285387ebc0675adb029b9e20e581,00233__salted__strict__cp200B__single.3c32285387ebc0675adb029b9e20e581,strict,200B,single,,Guaranteed,Gu​aranteed,mailings,ma​ilings
00233.3c32285387ebc0675adb029b9e20e581,00233__salted__strict__cp200C__single.3c32285387ebc0675adb029b9e20e581,strict,200C,single,,Guaranteed,Gu‌aranteed,mailings,ma‌ilings
00233.3c32285387ebc0675adb029b9e20e581,00233__salted__strict__cp200D__single.3c32285387ebc0675adb029b9e20e581,strict,200D,single,,Guaranteed,Gu‍aranteed,mailings,ma‍ilings
00233.3c32285387ebc0675adb029b9e20e581,00233__salted__strict__cp00AD__single.3c32285387ebc0675adb029b9e20e581,strict,00AD,single,,Guaranteed,Gu­aranteed,mailings,ma­ilings
00236.a46588c69d43e80c618038b95eff2893,00236__salted__strict__cp200B__single.a46588c69d43e80c618038b95eff2893,strict,200B,single,,,,"MASTERCARD, payable, Postal","MA​STERCARD, pa​yable, Po​stal"
00236.a46588c69d43e80c618038b95eff2893,00236__salted__strict__cp200C__single.a46588c69d43e80c618038b95eff2893,strict,200C,single,,,,"MASTERCARD, payable, Postal","MA‌STERCARD, pa‌yable, Po‌stal"
00236.a46588c69d43e80c618038b95eff2893,00236__salted__strict__cp200D__single.a46588c69d43e80c618038b95eff2893,strict,200D,single,,,,"MASTERCARD, payable, Postal","MA‍STERCARD, pa‍yable, Po‍stal"
00236.a46588c69d43e80c618038b95eff2893,00236__salted__strict__cp00AD__single.a46588c69d43e80c618038b95eff2893,strict,00AD,single,,,,"MASTERCARD, payable, Postal","MA­STERCARD, pa­yable, Po­stal"
00248.b243bca51ee69d6e428ca2f45f0fe41b,00248__salted__strict__cp200B__single.b243bca51ee69d6e428ca2f45f0fe41b,strict,200B,single,,,,mailings,ma​ilings
00248.b243bca51ee69d6e428ca2f45f0fe41b,00248__salted__strict__cp200C__single.b243bca51ee69d6e428ca2f45f0fe41b,strict,200C,single,,,,mailings,ma‌ilings
