message_id,variant_filename,vocab_type,codepoint,salt_mode,fragment_max_positions,subject_original_tokens,subject_salted_tokens,body_original_tokens,body_salted_tokens
00004.eac8de8d759b7e74154f142194282724,00004__salted__broad__cp200D__fragment.eac8de8d759b7e74154f142194282724,broad,200D,fragment,,Membership,M‍e‍m‍b‍e‍r‍s‍h‍i‍p,"Adult, Offers, Membership","A‍d‍u‍l‍t, O‍f‍f‍e‍r‍s, M‍e‍m‍b‍e‍r‍s‍h‍i‍p"
00004.eac8de8d759b7e74154f142194282724,00004__salted__broad__cp00AD__fragment.eac8de8d759b7e74154f142194282724,broad,00AD,fragment,,Membership,M­e­m­b­e­r­s­h­i­p,"Adult, Offers, Membership","A­d­u­l­t, O­f­f­e­r­s, M­e­m­b­e­r­s­h­i­p"
00009.1e1a8cb4b57532ab38aa23287523659d,00009__salted__broad__cp200B__fragment.1e1a8cb4b57532ab38aa23287523659d,broad,200B,fragment,,URGENT,U​R​G​E​N​T,"DEAR, SIR, URGENT","D​E​A​R, S​I​R, U​R​G​E​N​T"
00009.1e1a8cb4b57532ab38aa23287523659d,00009__salted__broad__cp200C__fragment.1e1a8cb4b57532ab38aa23287523659d,broad,200C,fragment,,URGENT,U‌R‌G‌E‌N‌T,"DEAR, SIR, URGENT","D‌E‌A‌R, S‌I‌R, U‌R‌G‌E‌N‌T"
00009.1e1a8cb4b57532ab38aa23287523659d,00009__salted__broad__cp200D__fragment.1e1a8cb4b57532ab38aa23287523659d,broad,200D,fragment,,URGENT,U‍R‍G‍E‍N‍T,"DEAR, SIR, URGENT","D‍E‍A‍R, S‍I‍R, U‍R‍G‍E‍N‍T"
00009.1e1a8cb4b57532ab38aa23287523659d,00009__salted__broad__cp00AD__fragment.1e1a8cb4b57532ab38aa23287523659d,broad,00AD,fragment,,URGENT,U­R­G­E­N­T,"DEAR, SIR, URGENT","D­E­A­R, S­I­R, U­R­G­E­N­T"
00012.cb9c9f2a25196f5b16512338625a85b4,00012__salted__broad__cp200B__fragment.cb9c9f2a25196f5b16512338625a85b4,broad,200B,fragment,,Cash,C​a​s​h,,
00012.cb9c9f2a25196f5b16512338625a85b4,00012__salted__broad__cp200C__fragment.cb9c9f2a25196f5b16512338625a85b4,broad,200C,fragment,,Cash,C‌a‌s‌h,,
00012.cb9c9f2a25196f5b16512338625a85b4,00012__salted__broad__cp200D__fragment.cb9c9f2a25196f5b16512338625a85b4,broad,200D,fragment,,Cash,C‍a‍s‍h,,
00012.cb9c9f2a25196f5b16512338625a85b4,00012__salted__broad__cp00AD__fragment.cb9c9f2a25196f5b16512338625a85b4,broad,00AD,fragment,,Cash,C­a­s­h,,
00024.6b5437b14d403176c3f046c871b5b52f,00024__salted__broad__cp200B__fragment.6b5437b14d403176c3f046c871b5b52f,broad,200B,fragment,,,,"Unlimited, Price, Price","U​n​l​i​m​i​t​e​d, P​r​i​c​e, P​r​i​c​e"
00024.6b5437b14d403176c3f046c871b5b52f,00024__salted__broad__cp200C__fragment.6b5437b14d403176c3f046c871b5b52f,broad,200C,fragment,,,,"Unlimited, Price, Price","U‌n‌l‌i‌m‌i‌t‌e‌d, P‌r‌i‌c‌e, P‌r‌i‌c‌e"
00024.6b5437b14d403176c3f046c871b5b52f,00024__salted__broad__cp200D__fragment.6b5437b14d403176c3f046c871b5b52f,broad,200D,fragment,,,,"Unlimited, Price, Price","U‍n‍l‍i‍m‍i‍t‍e‍d, P‍r‍i‍c‍e, P‍r‍i‍c‍e"
00024.6b5437b14d403176c3f046c871b5b52f,00024__salted__broad__cp00AD__fragment.6b5437b14d403176c3f046c871b5b52f,broad,00AD,fragment,,,,"Unlimited, Price, Price","U­n­l­i­m­i­t­e­d, P­r­i­c­e, P­r­i­c­e"
00025.619ab8051359048795e3cd09e82ad1a0,00025__salted__broad__cp200B__fragment.619ab8051359048795e3cd09e82ad1a0,broad,200B,fragment,,DEBT,D​E​B​T,,
00025.619ab8051359048795e3cd09e82ad1a0,00025__salted__broad__cp200C__fragment.619ab8051359048795e3cd09e82ad1a0,broad,200C,fragment,,DEBT,D‌E‌B‌T,,
00025.619ab8051359048795e3cd09e82ad1a0,00025__salted__broad__cp200D__fragment.619ab8051359048795e3cd09e82ad1a0,broad,200D,fragment,,DEBT,D‍E‍B‍T,,
00025.619ab8051359048795e3cd09e82ad1a0,00025__salted__broad__cp00AD__fragment.619ab8051359048795e3cd09e82ad1a0,broad,00AD,fragment,,DEBT,D­E­B­T,,
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__broad__cp200B__fragment.949a3d300eadb91d8745f1c1dab51133,broad,200B,fragment,,,,"Dear, Sir, Madam","D​e​a​r, S​i​r, M​a​d​a​m"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__broad__cp200C__fragment.949a3d300eadb91d8745f1c1dab51133,broad,200C,fragment,,,,"Dear, Sir, Madam","D‌e‌a‌r, S‌i‌r, M‌a‌d‌a‌m"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__broad__cp200D__fragment.949a3d300eadb91d8745f1c1dab51133,broad,200D,fragment,,,,"Dear, Sir, Madam","D‍e‍a‍r, S‍i‍r, M‍a‍d‍a‍m"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__broad__cp00AD__fragment.949a3d300eadb91d8745f1c1dab51133,broad,00AD,fragment,,,,"Dear, Sir, Madam","D­e­a­r, S­i­r, M­a­d­a­m"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__broad__cp200B__fragment.f1b3402799046db3c1f143a911dc085d,broad,200B,fragment,,,,"Dear, Sir, Madam","D​e​a​r, S​i​r, M​a​d​a​m"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__broad__cp200C__fragment.f1b3402799046db3c1f143a911dc085d,broad,200C,fragment,,,,"Dear, Sir, Madam","D‌e‌a‌r, S‌i‌r, M‌a‌d‌a‌m"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__broad__cp200D__fragment.f1b3402799046db3c1f143a911dc085d,broad,200D,fragment,,,,"Dear, Sir, Madam","D‍e‍a‍r, S‍i‍r, M‍a‍d‍a‍m"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__broad__cp00AD__fragment.f1b3402799046db3c1f143a911dc085d,broad,00AD,fragment,,,,"Dear, Sir, Madam","D­e­a­r, S­i­r, M­a­d­a­m"
00044.9f8c4b9ae007c6ded3d57476082bf2b2,00044__salted__broad__cp200B__fragment.9f8c4b9ae007c6ded3d57476082bf2b2,broad,200B,fragment,,Membership,M​e​m​b​e​r​s​h​i​p,,
00044.9f8c4b9ae007c6ded3d57476082bf2b2,00044__salted__broad__cp200C__fragment.9f8c4b9ae007c6ded3d57476082bf2b2,broad,200C,fragment,,Membership,M‌e‌m‌b‌e‌r‌s‌h‌i‌p,,
00044.9f8c4b9ae007c6ded3d57476082bf2b2,00044__salted__broad__cp200D__fragment.9f8c4b9ae007c6ded3d57476082bf2b2,broad,200D,fragment,,Membership,M‍e‍m‍b‍e‍r‍s‍h‍i‍p,,
00044.9f8c4b9ae007c6ded3d57476082bf2b2,00044__salted__broad__cp00AD__fragment.9f8c4b9ae007c6ded3d57476082bf2b2,broad,00AD,fragment,,Membership,M­e­m­b­e­r­s­h­i­p,,
00045.7282c2c4e009744f2f3450d370009235,00045__salted__broad__cp200B__fragment.7282c2c4e009744f2f3450d370009235,broad,200B,fragment,,,,"Risk, Guaranteed, lose","R​i​s​k, G​u​a​r​a​n​t​e​e​d, l​o​s​e"
00045.7282c2c4e009744f2f3450d370009235,00045__salted__broad__cp200C__fragment.7282c2c4e009744f2f3450d370009235,broad,200C,fragment,,,,"Risk, Guaranteed, lose","R‌i‌s‌k, G‌u‌a‌r‌a‌n‌t‌e‌e‌d, l‌o‌s‌e"
00045.7282c2c4e009744f2f3450d370009235,00045__salted__broad__cp200D__fragment.7282c2c4e009744f2f3450d370009235,broad,200D,fragment,,,,"Risk, Guaranteed, lose","R‍i‍s‍k, G‍u‍a‍r‍a‍n‍t‍e‍e‍d, l‍o‍s‍e"
00045.7282c2c4e009744f2f3450d370009235,00045__salted__broad__cp00AD__fragment.7282c2c4e009744f2f3450d370009235,broad,00AD,fragment,,,,"Risk, Guaranteed, lose","R­i­s­k, G­u­a­r­a­n­t­e­e­d, l­o­s­e"
00054.62863160db27f89df8c73275b6dae134,00054__salted__broad__cp200B__fragment.62863160db27f89df8c73275b6dae134,broad,200B,fragment,,ADV,A​D​V,,
00054.62863160db27f89df8c73275b6dae134,00054__salted__broad__cp200C__fragment.62863160db27f89df8c73275b6dae134,broad,200C,fragment,,ADV,A‌D‌V,,
00054.62863160db27f89df8c73275b6dae134,00054__salted__broad__cp200D__fragment.62863160db27f89df8c73275b6dae134,broad,200D,fragment,,ADV,A‍D‍V,,
00054.62863160db27f89df8c73275b6dae134,00054__salted__broad__cp00AD__fragment.62863160db27f89df8c73275b6dae134,broad,00AD,fragment,,ADV,A­D­V,,
00058.64bb1902c4e561fb3e521a6dbf8625be,00058__salted__broad__cp200B__fragment.64bb1902c4e561fb3e521a6dbf8625be,broad,200B,fragment,,Insurance,I​n​s​u​r​a​n​c​e,,
00058.64bb1902c4e561fb3e521a6dbf8625be,00058__salted__broad__cp200C__fragment.64bb1902c4e561fb3e521a6dbf8625be,broad,200C,fragment,,Insurance,I‌n‌s‌u‌r‌a‌n‌c‌e,,
00058.64bb1902c4e561fb3e521a6dbf8625be,00058__salted__broad__cp200D__fragment.64bb1902c4e561fb3e521a6dbf8625be,broad,200D,fragment,,Insurance,I‍n‍s‍u‍r‍a‍n‍c‍e,,
00058.64bb1902c4e561fb3e521a6dbf8625be,00058__salted__broad__cp00AD__fragment.64bb1902c4e561fb3e521a6dbf8625be,broad,00AD,fragment,,Insurance,I­n­s­u­r­a­n­c­e,,
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__broad__cp200B__fragment.65b95365450ebe5eef61e7f1c60edc5e,broad,200B,fragment,,Investment,I​n​v​e​s​t​m​e​n​t,"Investment, Premium, Earn","I​n​v​e​s​t​m​e​n​t, P​r​e​m​i​u​m, E​a​r​n"
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__broad__cp200C__fragment.65b95365450ebe5eef61e7f1c60edc5e,broad,200C,fragment,,Investment,I‌n‌v‌e‌s‌t‌m‌e‌n‌t,"Investment, Premium, Earn","I‌n‌v‌e‌s‌t‌m‌e‌n‌t, P‌r‌e‌m‌i‌u‌m, E‌a‌r‌n"
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__broad__cp200D__fragment.65b95365450ebe5eef61e7f1c60edc5e,broad,200D,fragment,,Investment,I‍n‍v‍e‍s‍t‍m‍e‍n‍t,"Investment, Premium, Earn","I‍n‍v‍e‍s‍t‍m‍e‍n‍t, P‍r‍e‍m‍i‍u‍m, E‍a‍r‍n"
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__broad__cp00AD__fragment.65b95365450ebe5eef61e7f1c60edc5e,broad,00AD,fragment,,Investment,I­n­v­e­s­t­m­e­n­t,"Investment, Premium, Earn","I­n­v­e­s­t­m­e­n­t, P­r­e­m­i­u­m, E­a­r­n"
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__broad__cp200B__fragment.ec108870b01dc3ccb8fabc5def869ca5,broad,200B,fragment,,SYSTEMWORKS,S​Y​S​T​E​M​W​O​R​K​S,,
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__broad__cp200C__fragment.ec108870b01dc3ccb8fabc5def869ca5,broad,200C,fragment,,SYSTEMWORKS,S‌Y‌S‌T‌E‌M‌W‌O‌R‌K‌S,,
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__broad__cp200D__fragment.ec108870b01dc3ccb8fabc5def869ca5,broad,200D,fragment,,SYSTEMWORKS,S‍Y‍S‍T‍E‍M‍W‍O‍R‍K‍S,,
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__broad__cp00AD__fragment.ec108870b01dc3ccb8fabc5def869ca5,broad,00AD,fragment,,SYSTEMWORKS,S­Y­S­T­E­M­W­O­R­K­S,,
00074.f7cfc6a5142e788004e0cff70e3a36c0,00074__salted__broad__cp200B__fragment.f7cfc6a5142e788004e0cff70e3a36c0,broad,200B,fragment,,HOURS,H​O​U​R​S,,
00074.f7cfc6a5142e788004e0cff70e3a36c0,00074__salted__broad__cp200C__fragment.f7cfc6a5142e788004e0cff70e3a36c0,broad,200C,fragment,,HOURS,H‌O‌U‌R‌S,,
00074.f7cfc6a5142e788004e0cff70e3a36c0,00074__salted__broad__cp200D__fragment.f7cfc6a5142e788004e0cff70e3a36c0,broad,200D,fragment,,HOURS,H‍O‍U‍R‍S,,
00074.f7cfc6a5142e788004e0cff70e3a36c0,00074__salted__broad__cp00AD__fragment.f7cfc6a5142e788004e0cff70e3a36c0,broad,00AD,fragment,,HOURS,H­O­U­R­S,,
00078.6944f51ce9c0586d8f9137d2d2207df0,00078__salted__broad__cp200B__fragment.6944f51ce9c0586d8f9137d2d2207df0,broad,200B,fragment,,Approved,A​p​p​r​o​v​e​d,,
00078.6944f51ce9c0586d8f9137d2d2207df0,00078__salted__broad__cp200C__fragment.6944f51ce9c0586d8f9137d2d2207df0,broad,200C,fragment,,Approved,A‌p‌p‌r‌o‌v‌e‌d,,
00078.6944f51ce9c0586d8f9137d2d2207df0,00078__salted__broad__cp200D__fragment.6944f51ce9c0586d8f9137d2d2207df0,broad,200D,fragment,,Approved,A‍p‍p‍r‍o‍v‍e‍d,,
00078.6944f51ce9c0586d8f9137d2d2207df0,00078__salted__broad__cp00AD__fragment.6944f51ce9c0586d8f9137d2d2207df0,broad,00AD,fragment,,Approved,A­p­p­r­o­v­e­d,,
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__broad__cp200B__fragment.52630c4c07cd069c7bc7658c1a7a7253,broad,200B,fragment,,cash,c​a​s​h,"annuity, Earn, cash","a​n​n​u​i​t​y, E​a​r​n, c​a​s​h"
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__broad__cp200C__fragment.52630c4c07cd069c7bc7658c1a7a7253,broad,200C,fragment,,cash,c‌a‌s‌h,"annuity, Earn, cash","a‌n‌n‌u‌i‌t‌y, E‌a‌r‌n, c‌a‌s‌h"
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__broad__cp200D__fragment.52630c4c07cd069c7bc7658c1a7a7253,broad,200D,fragment,,cash,c‍a‍s‍h,"annuity, Earn, cash","a‍n‍n‍u‍i‍t‍y, E‍a‍r‍n, c‍a‍s‍h"
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__broad__cp00AD__fragment.52630c4c07cd069c7bc7658c1a7a7253,broad,00AD,fragment,,cash,c­a­s­h,"annuity, Earn, cash","a­n­n­u­i­t­y, E­a­r­n, c­a­s­h"
00101.5a24bf3ba3962442179b1a0325a1d1cb,00101__salted__broad__cp200B__fragment.5a24bf3ba3962442179b1a0325a1d1cb,broad,200B,fragment,,Marketing,M​a​r​k​e​t​i​n​g,,
00101.5a24bf3ba3962442179b1a0325a1d1cb,00101__salted__broad__cp200C__fragment.5a24bf3ba3962442179b1a0325a1d1cb,broad,200C,fragment,,Marketing,M‌a‌r‌k‌e‌t‌i‌n‌g,,
00101.5a24bf3ba3962442179b1a0325a1d1cb,00101__salted__broad__cp200D__fragment.5a24bf3ba3962442179b1a0325a1d1cb,broad,200D,fragment,,Marketing,M‍a‍r‍k‍e‍t‍i‍n‍g,,
00101.5a24bf3ba3962442179b1a0325a1d1cb,00101__salted__broad__cp00AD__fragment.5a24bf3ba3962442179b1a0325a1d1cb,broad,00AD,fragment,,Marketing,M­a­r­k­e­t­i­n­g,,
00104.67ea4a37ac02d37f4baa7631ba17a824,00104__salted__broad__cp200B__fragment.67ea4a37ac02d37f4baa7631ba17a824,broad,200B,fragment,,brand,b​r​a​n​d,,
00104.67ea4a37ac02d37f4baa7631ba17a824,00104__salted__broad__cp200C__fragment.67ea4a37ac02d37f4baa7631ba17a824,broad,200C,fragment,,brand,b‌r‌a‌n‌d,,
00104.67ea4a37ac02d37f4baa7631ba17a824,00104__salted__broad__cp200D__fragment.67ea4a37ac02d37f4baa7631ba17a824,broad,200D,fragment,,brand,b‍r‍a‍n‍d,,
00104.67ea4a37ac02d37f4baa7631ba17a824,00104__salted__broad__cp00AD__fragment.67ea4a37ac02d37f4baa7631ba17a824,broad,00AD,fragment,,brand,b­r­a­n­d,,
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__broad__cp200B__fragment.d8f25617befc5289aa4ed9602457050b,broad,200B,fragment,,Loans,L​o​a​n​s,,
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__broad__cp200C__fragment.d8f25617befc5289aa4ed9602457050b,broad,200C,fragment,,Loans,L‌o‌a‌n‌s,,
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__broad__cp200D__fragment.d8f25617befc5289aa4ed9602457050b,broad,200D,fragment,,Loans,L‍o‍a‍n‍s,,
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__broad__cp00AD__fragment.d8f25617befc5289aa4ed9602457050b,broad,00AD,fragment,,Loans,L­o­a­n­s,,
00113.0449844c534e41730bb7a0ab513580e9,00113__salted__broad__cp200B__fragment.0449844c534e41730bb7a0ab513580e9,broad,200B,fragment,,Viagra,V​i​a​g​r​a,,
00113.0449844c534e41730bb7a0ab513580e9,00113__salted__broad__cp200C__fragment.0449844c534e41730bb7a0ab513580e9,broad,200C,fragment,,Viagra,V‌i‌a‌g‌r‌a,,
00113.0449844c534e41730bb7a0ab513580e9,00113__salted__broad__cp200D__fragment.0449844c534e41730bb7a0ab513580e9,broad,200D,fragment,,Viagra,V‍i‍a‍g‍r‍a,,
00113.0449844c534e41730bb7a0ab513580e9,00113__salted__broad__cp00AD__fragment.0449844c534e41730bb7a0ab513580e9,broad,00AD,fragment,,Viagra,V­i­a­g­r­a,,
00115.c97af50ef7ccd816f95bbdc6f4d226b2,00115__salted__broad__cp200B__fragment.c97af50ef7ccd816f95bbdc6f4d226b2,broad,200B,fragment,,,,"fortune, opportunity, income","f​o​r​t​u​n​e, o​p​p​o​r​t​u​n​i​t​y, i​n​c​o​m​e"
00115.c97af50ef7ccd816f95bbdc6f4d226b2,00115__salted__broad__cp200C__fragment.c97af50ef7ccd816f95bbdc6f4d226b2,broad,200C,fragment,,,,"fortune, opportunity, income","f‌o‌r‌t‌u‌n‌e, o‌p‌p‌o‌r‌t‌u‌n‌i‌t‌y, i‌n‌c‌o‌m‌e"
00115.c97af50ef7ccd816f95bbdc6f4d226b2,00115__salted__broad__cp200D__fragment.c97af50ef7ccd816f95bbdc6f4d226b2,broad,200D,fragment,,,,"fortune, opportunity, income","f‍o‍r‍t‍u‍n‍e, o‍p‍p‍o‍r‍t‍u‍n‍i‍t‍y, i‍n‍c‍o‍m‍e"
00115.c97af50ef7ccd816f95bbdc6f4d226b2,00115__salted__broad__cp00AD__fragment.c97af50ef7ccd816f95bbdc6f4d226b2,broad,00AD,fragment,,,,"fortune, opportunity, income","f­o­r­t­u­n­e, o­p­p­o­r­t­u­n­i­t­y, i­n­c­o­m­e"
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__broad__cp200B__fragment.58579af867ff9a702cff23e7b8818a59,broad,200B,fragment,,,,"Guaranteed, lose, Weight","G​u​a​r​a​n​t​e​e​d, l​o​s​e, W​e​i​g​h​t"
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__broad__cp200C__fragment.58579af867ff9a702cff23e7b8818a59,broad,200C,fragment,,,,"Guaranteed, lose, Weight","G‌u‌a‌r‌a‌n‌t‌e‌e‌d, l‌o‌s‌e, W‌e‌i‌g‌h‌t"
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__broad__cp200D__fragment.58579af867ff9a702cff23e7b8818a59,broad,200D,fragment,,,,"Guaranteed, lose, Weight","G‍u‍a‍r‍a‍n‍t‍e‍e‍d, l‍o‍s‍e, W‍e‍i‍g‍h‍t"
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__broad__cp00AD__fragment.58579af867ff9a702cff23e7b8818a59,broad,00AD,fragment,,,,"Guaranteed, lose, Weight","G­u­a­r­a­n­t­e­e­d, l­o­s­e, W­e­i­g­h­t"
00123.a5ee0040ec9a30b3f32f61e547fa5f8f,00123__salted__broad__cp200B__fragment.a5ee0040ec9a30b3f32f61e547fa5f8f,broad,200B,fragment,,Incredible,I​n​c​r​e​d​i​b​l​e,,
00123.a5ee0040ec9a30b3f32f61e547fa5f8f,00123__salted__broad__cp200C__fragment.a5ee0040ec9a30b3f32f61e547fa5f8f,broad,200C,fragment,,Incredible,I‌n‌c‌r‌e‌d‌i‌b‌l‌e,,
00123.a5ee0040ec9a30b3f32f61e547fa5f8f,00123__salted__broad__cp200D__fragment.a5ee0040ec9a30b3f32f61e547fa5f8f,broad,200D,fragment,,Incredible,I‍n‍c‍r‍e‍d‍i‍b‍l‍e,,
00123.a5ee0040ec9a30b3f32f61e547fa5f8f,00123__salted__broad__cp00AD__fragment.a5ee0040ec9a30b3f32f61e547fa5f8f,broad,00AD,fragment,,Incredible,I­n­c­r­e­d­i­b­l­e,,
00127.3500d109361b544b0937523adb763588,00127__salted__broad__cp200B__fragment.3500d109361b544b0937523adb763588,broad,200B,fragment,,,,"Guaranteed, herbal, Proven","G​u​a​r​a​n​t​e​e​d, h​e​r​b​a​l, P​r​o​v​e​n"
00127.3500d109361b544b0937523adb763588,00127__salted__broad__cp200C__fragment.3500d109361b544b0937523adb763588,broad,200C,fragment,,,,"Guaranteed, herbal, Proven","G‌u‌a‌r‌a‌n‌t‌e‌e‌d, h‌e‌r‌b‌a‌l, P‌r‌o‌v‌e‌n"
00127.3500d109361b544b0937523adb763588,00127__salted__broad__cp200D__fragment.3500d109361b544b0937523adb763588,broad,200D,fragment,,,,"Guaranteed, herbal, Proven","G‍u‍a‍r‍a‍n‍t‍e‍e‍d, h‍e‍r‍b‍a‍l, P‍r‍o‍v‍e‍n"
00127.3500d109361b544b0937523adb763588,00127__salted__broad__cp00AD__fragment.3500d109361b544b0937523adb763588,broad,00AD,fragment,,,,"Guaranteed, herbal, Proven","G­u­a­r­a­n­t­e­e­d, h­e­r­b­a­l, P­r­o­v­e­n"
00128.721b6b20d5834d490662e2ae8c5c0684,00128__salted__broad__cp200B__fragment.721b6b20d5834d490662e2ae8c5c0684,broad,200B,fragment,,CAREER,C​A​R​E​E​R,"fortune, opportunity, income","f​o​r​t​u​n​e, o​p​p​o​r​t​u​n​i​t​y, i​n​c​o​m​e"
00128.721b6b20d5834d490662e2ae8c5c0684,00128__salted__broad__cp200C__fragment.721b6b20d5834d490662e2ae8c5c0684,broad,200C,fragment,,CAREER,C‌A‌R‌E‌E‌R,"fortune, opportunity, income","f‌o‌r‌t‌u‌n‌e, o‌p‌p‌o‌r‌t‌u‌n‌i‌t‌y, i‌n‌c‌o‌m‌e"
00128.721b6b20d5834d490662e2ae8c5c0684,00128__salted__broad__cp200D__fragment.721b6b20d5834d490662e2ae8c5c0684,broad,200D,fragment,,CAREER,C‍A‍R‍E‍E‍R,"fortune, opportunity, income","f‍o‍r‍t‍u‍n‍e, o‍p‍p‍o‍r‍t‍u‍n‍i‍t‍y, i‍n‍c‍o‍m‍e"
00128.721b6b20d5834d490662e2ae8c5c0684,00128__salted__broad__cp00AD__fragment.721b6b20d5834d490662e2ae8c5c0684,broad,00AD,fragment,,CAREER,C­A­R­E­E­R,"fortune, opportunity, income","f­o­r­t­u­n­e, o­p­p­o­r­t­u­n­i­t­y, i­n­c­o­m­e"
00130.1ad579dc65cd646549fe87f565bdec5c,00130__salted__broad__cp200B__fragment.1ad579dc65cd646549fe87f565bdec5c,broad,200B,fragment,,CREDIT,C​R​E​D​I​T,,
00130.1ad579dc65cd646549fe87f565bdec5c,00130__salted__broad__cp200C__fragment.1ad579dc65cd646549fe87f565bdec5c,broad,200C,fragment,,CREDIT,C‌R‌E‌D‌I‌T,,
00130.1ad579dc65cd646549fe87f565bdec5c,00130__salted__broad__cp200D__fragment.1ad579dc65cd646549fe87f565bdec5c,broad,200D,fragment,,CREDIT,C‍R‍E‍D‍I‍T,,
