message_id;baseline_score;baseline_spam_flag;baseline_rule_count;n_variants;salted_score_mean;salted_score_min;salted_score_max;salted_rule_count_mean;salted_any_spam;salted_all_spam;salted_any_bypass;salted_all_bypass
00186.a66b4fc4ab114c9cb37e1a31d1ea1aeb;2.4;False;10;4;2.4;2.4;2.4;10;False;False;True;True
00188.b12197b37ceb97fa0cd802566c1e08db;1.1;False;4;4;1.1;1.1;1.1;4;False;False;True;True
00190.ee2ea200e7efa602221c6492f9d9d8c0;3.1;False;6;4;3.1;3.1;3.1;6;False;False;True;True
00191.9ff80a41f015b7a6c409732e41c0df07;5.9;True;5;4;5.9;5.9;5.9;5;True;True;False;False
00196.dd21040c7757d477c967ae71b537810e;10.1;True;16;4;10.1;10.1;10.1;16;True;True;False;False
00198.150ad975a44e356b479b88d8b57edc40;3.1;False;6;4;3.1;3.1;3.1;6;False;False;True;True
00207.0b71ac81a360455c1514f5872564b1e1;16.2;True;13;4;15.5;15.5;15.5;11;True;True;False;False
00209.5276f967533f2ce0209c1eff631a86ff;2.4;False;9;4;2.4;2.4;2.4;9;False;False;True;True
00211.4a52fb081c7087c4a82402342751e755;16.9;True;11;4;14.1;14.1;14.1;9;True;True;False;False
00214.1367039e50dc6b7adb0f2aa8aba83216;1.4;False;8;4;1.4;1.4;1.4;8;False;False;True;True
00217.43b4ef3d9c56cf42be9c37b546a19e78;19.0;True;19;4;17.8;17.8;17.8;18;True;True;False;False
00224.0654fe0af51e1dcefa0eb66eb932f55f;8.7;True;11;4;7.4;7.4;7.4;9;True;True;False;False
00228.cf58326ab05a757c7e759acc8d6b360d;10.2;True;11;4;10.2;10.2;10.2;11;True;True;False;False
00231.8c72952de376293bc38d30834c0bb580;9.2;True;15;4;9.2;9.2;9.2;15;True;True;False;False
00233.3c32285387ebc0675adb029b9e20e581;1.5;False;9;4;1.5;1.5;1.5;9;False;False;True;True
00236.a46588c69d43e80c618038b95eff2893;6.0;True;10;4;6.0;6.0;6.0;10;True;True;False;False
00248.b243bca51ee69d6e428ca2f45f0fe41b;1.4;False;8;4;1.4;1.4;1.4;8;False;False;True;True
00249.5f45607c1bffe89f60ba1ec9f878039a;8.4;True;6;4;8.4;8.4;8.4;6;True;True;False;False
00251.6b4b7e79e1706156839a00817d774e37;15.4;True;15;4;15.4;15.4;15.4;15;True;True;False;False
00261.12b64e557e52daf5fc5a52e47df2f4e3;3.3;False;6;4;3.3;3.3;3.3;6;False;False;True;True
00263.32b258c4cc08d235b2ca36fc16074f08;10.1;True;7;4;10.1;10.1;10.1;7;True;True;False;False
00264.02b614f34aa0d5970959123b9386b285;4.1;False;4;4;4.1;4.1;4.1;4;False;False;True;True
00279.1d58a13e343c1e53aca2ed2121a3f815;21.9;True;18;4;16.7;16.7;16.7;16;True;True;False;False
00280.026da2bd191f11081b8d8428134b0c66;12.9;True;10;4;12.9;12.9;12.9;10;True;True;False;False
00284.227c1ebb961320cd2086d904d698c49b;1.4;False;8;4;1.4;1.4;1.4;8;False;False;True;True
00291.7aa227e74e89bdd529a3875459d0d5a2;2.4;False;10;4;2.4;2.4;2.4;10;False;False;True;True
00292.dbf78a2aaa230d288eb80ab843804252;6.0;True;7;4;6.0;6.0;6.0;7;True;True;False;False
00296.85aa16f800e0aaf8755cdf23d7e035ff;2.4;False;11;4;2.4;2.4;2.4;11;False;False;True;True
00302.7f695c69d4cbe06e91cddd2ca7cddf33;7.1;True;6;4;4.4;4.4;4.4;5;False;False;True;True
00305.1f2a712e25638b0a4868155b37022cf1;9.4;True;15;4;9.4;9.4;9.4;15;True;True;False;False
00305.f80c21904d6d4f6facd036450a588b0d;-0.8;False;3;4;-0.8;-0.8;-0.8;3;False;False;True;True
00308.fc90f8aab51648329b9e705c9021b204;1.4;False;8;4;1.4;1.4;1.4;8;False;False;True;True
00312.5034fee7d265abd7a4194e9300de24bf;7.2;True;15;4;7.2;7.2;7.2;15;True;True;False;False
00337.813498483bc80a24c002e6e7e8e0f2cb;0.1;False;3;4;0.1;0.1;0.1;3;False;False;True;True
00344.e6463530b23a12554d2e6f0e08ae10a7;2.6;False;6;4;2.6;2.6;2.6;6;False;False;True;True
00346.d93a823fb3350a5da8f0c612ce1156cd;6.0;True;8;4;6.0;6.0;6.0;8;True;True;False;False
00356.ea7eb32330fa6bf65270023c0d99e2c5;11.1;True;16;4;11.1;11.1;11.1;16;True;True;False;False
00359.90bec90ebeaf05f024f48594e7d7b0d5;16.1;True;15;4;14.8;14.8;14.8;13;True;True;False;False
00361.e91ac048b0ede961d3f51009eee1c620;3.8;False;9;4;2.8;2.8;2.8;8;False;False;True;True
00369.845eeb9573484bd88a6a6224c7068d81;15.1;True;19;4;15.1;15.1;15.1;19;True;True;False;False
00373.ebe8670ac56b04125c25100a36ab0510;2.0;False;6;4;2.0;2.0;2.0;6;False;False;True;True
00384.2054d62f06fd10e4018a43e156b32acf;2.4;False;10;4;2.4;2.4;2.4;10;False;False;True;True
00386.6074f269f0bd1aec1546f9e654e8fcfe;7.6;True;6;4;7.6;7.6;7.6;6;True;True;False;False
00388.a884c42d4423d7e4718db0145b3b9d9b;22.4;True;20;4;21.1;21.1;21.1;19;True;True;False;False
00395.74aee42fac915ca758047506ec59a21f;19.0;True;20;4;16.2;16.2;16.2;18;True;True;False;False
00409.e59f63e813b6766a9a4ddf0790634ca3;18.1;True;14;4;17.1;17.1;17.1;13;True;True;False;False
00415.4af357c0282481dba8f1765f0bf09c09;1.4;False;8;4;1.4;1.4;1.4;8;False;False;True;True
00416.bff1badad869f205fdb54f311f060734;13.8;True;21;4;12.5;12.5;12.5;20;True;True;False;False
00426.36b36cbe96efe9001c4d80363ea7ed4e;1.5;False;6;4;1.5;1.5;1.5;6;False;False;True;True
00439.eacffbae5543e6be58178c0d3eb95041;13.5;True;15;4;13.5;13.5;13.5;15;True;True;False;False
00440.647d9eb44fd0cb069ea92be204966a8e;12.9;True;12;4;12.9;12.9;12.9;12;True;True;False;False
00441.77768298934252b2fa200e7d9482993b;4.1;False;12;4;4.1;4.1;4.1;12;False;False;True;True
00445.a5edbd936b830407d1a56b31ff3b82c0;14.9;True;19;4;14.9;14.9;14.9;19;True;True;False;False
00447.32e588c3a1d8888d737f360f825713b8;2.4;False;8;4;2.4;2.4;2.4;8;False;False;True;True
00455.8ccdcb205b6f8c3958bb3b2d39edca46;2.8;False;3;4;1.3;1.3;1.3;2;False;False;True;True
00458.62211764fde0dd7128ea4146268b40dd;12.2;True;10;4;12.2;12.2;12.2;10;True;True;False;False
00467.3748c927c32a9c4e8988dad52a843b5c;2.4;False;5;4;2.4;2.4;2.4;5;False;False;True;True
00482.f839ea522f1ee459661a6b2fbd71e823;5.5;True;3;4;4.0;4.0;4.0;2;False;False;True;True
00483.e583ffb0efd3958cdef2e9f3b043ef0d;14.9;True;19;4;14.9;14.9;14.9;19;True;True;False;False
00485.a5d28b804adbceff7fd75ed9fc8138bb;13.8;True;12;4;13.8;13.8;13.8;12;True;True;False;False
00494.fd2efa67e63247ee89cdcf3a6fe7906d;-0.2;False;7;4;-0.2;-0.2;-0.2;7;False;False;True;True
00506.85af6cd716febc6265ac7b362a4a1da6;14.6;True;17;4;14.6;14.6;14.6;17;True;True;False;False
00509.385c788f39e46a86be4c6af8679a0c80;13.1;True;12;4;11.8;11.8;11.8;11;True;True;False;False
00510.ce04ead27e498e82285ea6dbb0837c13;3.3;False;2;4;1.7;1.7;1.7;1;False;False;True;True
00523.8dad1340c87f606b1f0696df64d9063c;17.7;True;19;4;17.7;17.7;17.7;19;True;True;False;False
00554.c325ab7400fb7e3f053ed0cac4ed7545;8.7;True;14;4;8.5;8.5;8.5;13;True;True;False;False
00582.2db3b12f1cbf87ef3a64d26c35561a5b;4.1;False;9;4;2.6;2.6;2.6;8;False;False;True;True
00615.e47bff6118d4ff6d98581fa6f40ab871;10.7;True;13;4;13.2;13.2;13.2;13;True;True;False;False
00631.5b4f290bc474889ff457b314996553b1;18.4;True;15;4;18.4;18.4;18.4;15;True;True;False;False
00632.f90d0f620d4a4c4976e1c5884333f329;10.6;True;7;4;10.6;10.6;10.6;7;True;True;False;False
00643.d177c04238b4299813b7d8cca9fb2f18;4.4;False;7;4;4.4;4.4;4.4;7;False;False;True;True
00658.2324b3351e766248275bace98fd3c7b3;11.9;True;9;4;11.9;11.9;11.9;9;True;True;False;False
00659.668ba8daca71e86de0ee5e412b177015;8.3;True;9;4;8.3;8.3;8.3;9;True;True;False;False
00663.4baa9521293a04306b038be1f65d4471;8.1;True;9;4;8.1;8.1;8.1;9;True;True;False;False
00667.6bf743b1b5bdfe9340d438c0661e4bff;1.4;False;8;4;1.4;1.4;1.4;8;False;False;True;True
00678.7c54f6e0fac3e7d26a9513d2c60e2b98;14.9;True;19;4;14.9;14.9;14.9;19;True;True;False;False
00694.3aca5f2a3d0d2ccbc47ef868eb051abd;13.7;True;11;4;11.0;11.0;11.0;10;True;True;False;False
00697.2d221d167d2814a6a6bc7a74b65bcb0e;7.6;True;10;4;6.1;6.1;6.1;9;True;True;False;False
00701.ea27d8eea96c7d361ea78613d0a3c481;12.7;True;13;4;12.7;12.7;12.7;13;True;True;False;False
00718.2495a50c4eab3755f338b5fe589dd52d;12.3;True;14;4;12.3;12.3;12.3;14;True;True;False;False
00738.10deb784a63c0bdc5e78b019720f3e9f;5.7;True;9;4;5.7;5.7;5.7;9;True;True;False;False
00740.ce4777381c2bc6bee30bef6bd274233f;6.7;True;11;4;6.7;6.7;6.7;11;True;True;False;False
00795.61fe820f7755e4b4e66e715ea667b338;11.0;True;8;4;11.0;11.0;11.0;8;True;True;False;False
00796.1f29c490fd2bd8581d19e3e193978a3d;17.6;True;15;4;16.6;16.6;16.6;14;True;True;False;False
00807.8abdd26ba778758f5e46b84a54ac62f4;1.2;False;5;4;1.2;1.2;1.2;5;False;False;True;True
00810.bceaa748f9cee012c466212d8a608acf;11.3;True;5;4;8.4;8.4;8.4;4;True;True;False;False
00830.079ed7d24f78024e023b82417a6fe2ca;10.6;True;12;4;9.6;9.6;9.6;11;True;True;False;False
00861.e8b94fc9514d2d2cbb541b01e2dda726;15.9;True;20;4;15.9;15.9;15.9;20;True;True;False;False
00891.730d12d96dcfa7812a51d12d9a3b6a1c;4.0;False;9;4;4.0;4.0;4.0;9;False;False;True;True
00925.6ba2770acb214c661a26e54b4d03c119;18.0;True;10;4;16.4;16.4;16.4;9;True;True;False;False
00939.8d335bc76836e51b449de9f6b38aa0f8;10.6;True;9;4;9.6;9.6;9.6;8;True;True;False;False
00940.33bee147237876bc1f28b1bf21b586a0;14.4;True;17;4;14.4;14.4;14.4;17;True;True;False;False
00947.e4d80402e902f1ea42cfc539bb279afd;10.1;True;18;4;10.1;10.1;10.1;18;True;True;False;False
00956.bd15831ffe9661a5395b8ec491a4fed2;5.2;True;7;4;5.2;5.2;5.2;7;True;True;False;False
00962.452e4bd0724bf1139c9bc4eb9ec0fe43;12.0;True;18;4;12.0;12.0;12.0;18;True;True;False;False
00973.ca8a425093e9994271e922f4d60f775c;9.7;True;12;4;9.7;9.7;9.7;12;True;True;False;False
01008.5e932696d8f33950af53eb9461a014a2;3.6;False;5;4;3.6;3.6;3.6;5;False;False;True;True
01011.d4812088cad8553fb214dab8003add9b;11.4;True;14;4;11.4;11.4;11.4;14;True;True;False;False
01014.98c1d0a70f88efb979d9ca65e945363e;8.7;True;5;4;4.4;4.4;4.4;3;False;False;True;True
01016.ac6ce255291deba2f46cdd8ddba3ea01;1.4;False;9;4;1.4;1.4;1.4;9;False;False;True;True
01075.07ee7f1ab5ad6659c47baa5ef3691a80;2.4;False;8;4;2.4;2.4;2.4;8;False;False;True;True
01079.9eb95fd88f3d9d551f8c64359470ae7e;10.1;True;16;4;10.1;10.1;10.1;16;True;True;False;False
01130.f286229e3c2eeb5c682204de85d903c0;11.7;True;16;4;11.7;11.7;11.7;16;True;True;False;False
01132.3d0e60ced92087634f1433f12810096d;9.4;True;13;4;8.1;8.1;8.1;12;True;True;False;False
01145.a34477ade6db9376e4f8ccbfa8607881;9.3;True;12;4;9.3;9.3;9.3;12;True;True;False;False
01151.e295c81d698d58f43f17bde22076cbef;14.4;True;16;4;14.4;14.4;14.4;16;True;True;False;False
01158.5acbdb7eb695f96c08d960a56058481d;1.5;False;9;4;1.5;1.5;1.5;9;False;False;True;True
01165.8c661bf07a1a7a5fe8a9efc2439d17a1;4.8;False;8;4;4.8;4.8;4.8;8;False;False;True;True
01167.2ac57a0189fa2b8713202b84e587b707;2.9;False;9;4;2.9;2.9;2.9;9;False;False;True;True
01169.4e5cf6c3e8863047dbba1bfca2ebab97;11.6;True;9;4;10.6;10.6;10.6;8;True;True;False;False
01203.f4c9144a594fb81ff323053fbd626a55;1.1;False;5;4;1.1;1.1;1.1;5;False;False;True;True
01216.e293653cab0c486ba135cf8fbe6700fc;2.4;False;9;4;2.4;2.4;2.4;9;False;False;True;True
01230.0589bade8df0c343a49c6712f62dfca0;2.4;False;11;4;2.4;2.4;2.4;11;False;False;True;True
01236.903d52340bf3ed1a328b039bcd94e1c9;10.1;True;18;4;10.1;10.1;10.1;18;True;True;False;False
01240.7d6ae3682a3dd3fe457516b188eb105c;18.8;True;17;4;16.9;16.9;16.9;16;True;True;False;False
01242.3743099b115c6a8a273d8eca34a9c738;12.8;True;15;4;11.6;11.6;11.6;14;True;True;False;False
01250.2bfc033f9ced1c70e480ec75b0094431;1.4;False;8;4;1.4;1.4;1.4;8;False;False;True;True
01253.26e421b9623002d636c29f79f68a58fb;11.8;True;19;4;11.8;11.8;11.8;19;True;True;False;False
01255.e04eae4539f81463a930dfe44ebd6af8;3.0;False;13;4;3.0;3.0;3.0;13;False;False;True;True
01259.b4dff1ed93bc931b271888cd42e41b85;3.0;False;7;4;2.0;2.0;2.0;6;False;False;True;True
01267.6e9de9ba20f59c26028ebdb4550685fb;12.2;True;18;4;12.2;12.2;12.2;18;True;True;False;False
01280.34dde162b3c6b2e873fc9f094d28b0fd;3.5;False;4;4;0.5;0.5;0.5;3;False;False;True;True
01308.c46f1215ccd8cedf162e0cf308b94dcd;16.1;True;23;4;15.1;15.1;15.1;22;True;True;False;False
01311.43bfe86df65d53c5f7ca2365dc12582b;8.2;True;18;4;8.2;8.2;8.2;18;True;True;False;False
01335.ca70ab7f2d1accef8b3cf646e3004ef8;14.2;True;20;4;13.0;13.0;13.0;19;True;True;False;False
01339.d94a16532a6f42497266dcc327a40163;9.5;True;13;4;9.5;9.5;9.5;13;True;True;False;False
01342.7f89acf56fb4398340a0b07481e3193f;15.2;True;14;4;13.9;13.9;13.9;13;True;True;False;False
01355.a47c042a6e16456c5b49c18d5b3868cb;12.6;True;11;4;12.6;12.6;12.6;11;True;True;False;False
01363.85518bca7c7cb9f35e57f3adda762ac9;3.0;False;10;4;3.0;3.0;3.0;10;False;False;True;True
01372.5d236077d94148a0ca71751f8f0a2e58;16.1;True;17;4;16.1;16.1;16.1;17;True;True;False;False
01382.37400f7a1f36cd45165c2a72a9ec8baa;1.2;False;3;4;1.2;1.2;1.2;3;False;False;True;True
01395.cb33d1d72f42e4ab9268729917bf428b;4.6;False;3;4;3.1;3.1;3.1;2;False;False;True;True
