message_id;baseline_score;baseline_spam_flag;baseline_rule_count;baseline_action;n_variants;salted_score_mean;salted_score_min;salted_score_max;salted_rule_count_mean;salted_any_spam;salted_all_spam;salted_any_bypass;salted_all_bypass
00186.a66b4fc4ab114c9cb37e1a31d1ea1aeb;6.499997;True;14;add header;4;6.499997;6.499997;6.499997;14;True;True;False;False
00187.3fb9a7078bff0530ea52484a32c5d7e0;13.338378;True;18;add header;4;12.43328675;12.433156;12.433679;17;True;True;False;False
00187.efd97ab2034b3384606e21db00014ecb;12.6;True;26;add header;4;11.6;11.6;11.6;25;True;True;False;False
00188.b12197b37ceb97fa0cd802566c1e08db;8.009816;True;17;add header;4;7.509337;7.509337;7.509337;16;True;True;False;False
00190.ee2ea200e7efa602221c6492f9d9d8c0;12.509796;True;19;add header;4;12.009265;12.009265;12.009265;18;True;True;False;False
00191.9ff80a41f015b7a6c409732e41c0df07;7.910251;True;18;add header;4;7.910251;7.910251;7.910251;18;True;True;False;False
00194.767c323b4ae7a4909397e42cbd0c56a4;12.099935;True;20;add header;4;10.59975425;10.599754;10.599755;18;True;True;False;False
00196.dd21040c7757d477c967ae71b537810e;9.3;True;24;add header;4;9.3;9.3;9.3;24;True;True;False;False
00198.150ad975a44e356b479b88d8b57edc40;13.507047;True;19;add header;4;12.999338999999999;12.999338;12.999342;18;True;True;False;False
00207.0b71ac81a360455c1514f5872564b1e1;11.099986;True;19;add header;4;10.599951;10.599951;10.599951;18;True;True;False;False
00209.5276f967533f2ce0209c1eff631a86ff;6.49999;True;14;add header;4;6.49999;6.49999;6.49999;14;True;True;False;False
00211.4a52fb081c7087c4a82402342751e755;12.999947;True;19;add header;4;12.999947;12.999947;12.999947;19;True;True;False;False
00214.1367039e50dc6b7adb0f2aa8aba83216;5.499438;False;13;no action;4;5.499438;5.499438;5.499438;13;False;False;True;True
00217.43b4ef3d9c56cf42be9c37b546a19e78;16.0;True;26;reject;4;16.0;16.0;16.0;26;True;True;False;False
00224.0654fe0af51e1dcefa0eb66eb932f55f;11.824999;True;18;add header;4;8.399992;8.399992;8.399992;17;True;True;False;False
00228.cf58326ab05a757c7e759acc8d6b360d;6.564348;True;23;add header;4;6.56351925;6.563383;6.563928;23;True;True;False;False
00231.8c72952de376293bc38d30834c0bb580;8.3;True;19;add header;4;8.3;8.3;8.3;19;True;True;False;False
00233.3c32285387ebc0675adb029b9e20e581;6.499998;True;14;add header;4;6.499998;6.499998;6.499998;14;True;True;False;False
00236.a46588c69d43e80c618038b95eff2893;7.849971;True;17;add header;4;7.924975;7.924975;7.924975;17;True;True;False;False
00246.4dc5830a5a3e1fda805613b61822bac8;6.3;True;21;add header;4;6.3;6.3;6.3;21;True;True;False;False
00248.2212008dd1bd6e4d2326d8c6ce81d01a;6.299836;True;16;add header;4;6.299836;6.299836;6.299836;16;True;True;False;False
00248.b243bca51ee69d6e428ca2f45f0fe41b;6.499189;True;14;add header;4;6.499189;6.499189;6.499189;14;True;True;False;False
00249.5f45607c1bffe89f60ba1ec9f878039a;8.999945;True;19;add header;4;8.999946;8.999946;8.999946;19;True;True;False;False
00251.6b4b7e79e1706156839a00817d774e37;11.3;True;25;add header;4;11.3;11.3;11.3;25;True;True;False;False
00261.12b64e557e52daf5fc5a52e47df2f4e3;9.0;True;17;add header;4;9.0;9.0;9.0;17;True;True;False;False
00263.32b258c4cc08d235b2ca36fc16074f08;19.999999;True;16;reject;4;19.999999;19.999999;19.999999;16;True;True;False;False
00264.02b614f34aa0d5970959123b9386b285;5.998842;False;18;no action;4;5.998843;5.998843;5.998843;18;False;False;True;True
00279.1d58a13e343c1e53aca2ed2121a3f815;8.999922;True;20;add header;4;8.999922;8.999922;8.999922;20;True;True;False;False
00280.026da2bd191f11081b8d8428134b0c66;10.399809;True;26;add header;4;10.399809;10.399809;10.399809;26;True;True;False;False
00284.227c1ebb961320cd2086d904d698c49b;8.0;True;14;add header;4;8.0;8.0;8.0;14;True;True;False;False
00287.b0495a4dbdff36654c3b3ee2f92bdbf3;9.01;True;24;add header;4;9.01;9.01;9.01;24;True;True;False;False
00289.61a681a72c71512f115ad65033acc7c9;3.992577;False;17;no action;4;3.99210125;3.991763;3.993116;17;False;False;True;True
00291.7aa227e74e89bdd529a3875459d0d5a2;6.499997;True;14;add header;4;6.499997;6.499997;6.499997;14;True;True;False;False
00292.dbf78a2aaa230d288eb80ab843804252;9.399988;True;26;add header;4;9.399988;9.399988;9.399988;26;True;True;False;False
00296.85aa16f800e0aaf8755cdf23d7e035ff;7.0;True;13;add header;4;7.0;7.0;7.0;13;True;True;False;False
00302.7f695c69d4cbe06e91cddd2ca7cddf33;10.499311;True;19;add header;4;10.499308249999999;10.499308;10.499309;19;True;True;False;False
00303.22239f1393297a691eb5df3dfe7a5001;13.5;True;22;add header;4;12.5;12.5;12.5;21;True;True;False;False
00305.1f2a712e25638b0a4868155b37022cf1;14.8;True;24;add header;4;14.8;14.8;14.8;24;True;True;False;False
00305.f80c21904d6d4f6facd036450a588b0d;-1.88052;False;15;no action;4;-1.8815567500000001;-1.881682;-1.881181;15;False;False;True;True
00308.fc90f8aab51648329b9e705c9021b204;7.0;True;13;add header;4;7.0;7.0;7.0;13;True;True;False;False
00311.176626eb0ec0de8f451a079083104975;13.3;True;20;add header;4;13.3;13.3;13.3;20;True;True;False;False
00312.5034fee7d265abd7a4194e9300de24bf;12.8;True;21;add header;4;12.8;12.8;12.8;21;True;True;False;False
00319.a99dff9c010e00ec182ed5701556d330;9.2126;True;21;add header;4;5.687828250000001;5.687827;5.687832;20;False;False;True;True
00333.050a95c5ed10d1e01e5da42d27d087bd;10.8;True;21;add header;4;10.8;10.8;10.8;21;True;True;False;False
00337.813498483bc80a24c002e6e7e8e0f2cb;8.758052;True;20;add header;4;8.7580515;8.758047;8.758065;20;True;True;False;False
00344.17882edad13c2c761e6d8d99eef5a346;7.499954;True;14;add header;4;7.499954;7.499954;7.499954;14;True;True;False;False
00344.e6463530b23a12554d2e6f0e08ae10a7;3.550444;False;14;no action;4;3.5502547499999997;3.550175;3.550494;14;False;False;True;True
00345.613b3c2aeac033eebb379c91b8ce9fba;4.299988;False;14;no action;4;4.299988;4.299988;4.299988;14;False;False;True;True
00346.d93a823fb3350a5da8f0c612ce1156cd;7.287019;True;20;add header;4;7.28701825;7.287018;7.287019;20;True;True;False;False
00354.dca4b8984863a76ffd01a33888498288;9.95554;True;18;add header;4;9.95552825;9.955525;9.955538;18;True;True;False;False
00356.ea7eb32330fa6bf65270023c0d99e2c5;9.999999;True;25;add header;4;9.999999;9.999999;9.999999;25;True;True;False;False
00359.90bec90ebeaf05f024f48594e7d7b0d5;14.525;True;23;add header;4;11.024999;11.024999;11.024999;22;True;True;False;False
00360.3c1e6c84cb93d024c1f1aa85cd56ac9c;8.788921;True;20;add header;4;8.78888825;8.788848;8.789009;20;True;True;False;False
00361.e91ac048b0ede961d3f51009eee1c620;8.664779;True;19;add header;4;4.80420525;4.804162;4.804335;18;False;False;True;True
00369.845eeb9573484bd88a6a6224c7068d81;6.3;True;24;add header;4;6.3;6.3;6.3;24;True;True;False;False
00373.ebe8670ac56b04125c25100a36ab0510;7.998389;True;16;add header;4;7.9983854999999995;7.998385;7.998387;16;True;True;False;False
00374.b174d1e94449f519f3ceba87e7cefea7;12.997246;True;18;add header;4;12.997246;12.997246;12.997246;18;True;True;False;False
00384.2054d62f06fd10e4018a43e156b32acf;5.499602;False;13;no action;4;5.499602;5.499602;5.499602;13;False;False;True;True
00386.6074f269f0bd1aec1546f9e654e8fcfe;11.275;True;27;add header;4;11.35;11.35;11.35;27;True;True;False;False
00388.a884c42d4423d7e4718db0145b3b9d9b;16.6;True;28;reject;4;16.6;16.6;16.6;28;True;True;False;False
00395.74aee42fac915ca758047506ec59a21f;18.5;True;21;reject;4;18.5;18.5;18.5;21;True;True;False;False
00409.1faf0d6f87e8b70f0bb05b9040d56fca;13.35;True;18;add header;4;13.425;13.425;13.425;18;True;True;False;False
00409.e59f63e813b6766a9a4ddf0790634ca3;9.347709;True;16;add header;4;4.21393675;4.213824;4.214275;15;False;False;True;True
00413.28e8cb47d7429bf78c711079da50fcd4;12.174999;True;21;add header;4;12.249999;12.249999;12.249999;21;True;True;False;False
00414.583be7dd0ab2492309a3fbd7960e90be;10.8;True;23;add header;4;10.8;10.8;10.8;23;True;True;False;False
00415.4af357c0282481dba8f1765f0bf09c09;7.999997;True;15;add header;4;7.999997;7.999997;7.999997;15;True;True;False;False
00416.bff1badad869f205fdb54f311f060734;19.049999;True;24;reject;4;19.049999;19.049999;19.049999;24;True;True;False;False
00426.36b36cbe96efe9001c4d80363ea7ed4e;8.989505;True;17;add header;4;8.98950875;8.989508;8.989511;17;True;True;False;False
00426.c743511223777504c01a35f90914b230;14.299999;True;19;add header;4;14.299999;14.299999;14.299999;19;True;True;False;False
00428.5fe2c974b49315a6fbf9f3b09b47f030;10.299994;True;17;add header;4;10.299994;10.299994;10.299994;17;True;True;False;False
00430.d2179c2841013fea688db8bbcf60b3b0;9.299997;True;18;add header;4;9.299997;9.299997;9.299997;18;True;True;False;False
00439.eacffbae5543e6be58178c0d3eb95041;15.574999;True;24;reject;4;15.574999;15.574999;15.574999;24;True;True;False;False
00440.647d9eb44fd0cb069ea92be204966a8e;13.5;True;25;add header;4;13.5;13.5;13.5;25;True;True;False;False
00441.77768298934252b2fa200e7d9482993b;10.999992;True;19;add header;4;10.999992;10.999992;10.999992;19;True;True;False;False
00445.a5edbd936b830407d1a56b31ff3b82c0;14.129621;True;26;add header;4;14.129621;14.129621;14.129621;26;True;True;False;False
00447.32e588c3a1d8888d737f360f825713b8;6.699983;True;14;add header;4;6.699983;6.699983;6.699983;14;True;True;False;False
00450.93d3d59fcdd0f8fda9ef4678535182e8;7.799998;True;22;add header;4;7.799998;7.799998;7.799998;22;True;True;False;False
00453.456abc0bc83034492888f63725796d5b;15.0;True;21;reject;4;15.0;15.0;15.0;21;True;True;False;False
00455.8ccdcb205b6f8c3958bb3b2d39edca46;10.499838;True;21;add header;4;10.499838;10.499838;10.499838;21;True;True;False;False
00458.62211764fde0dd7128ea4146268b40dd;13.274999;True;25;add header;4;13.349999;13.349999;13.349999;25;True;True;False;False
00467.3748c927c32a9c4e8988dad52a843b5c;5.499882;False;13;no action;4;5.499882;5.499882;5.499882;13;False;False;True;True
00475.71f75afb1960d619af86e1c64dcb11fc;6.499806;True;14;add header;4;6.4998052500000005;6.499805;6.499806;14;True;True;False;False
00477.24ef7a042f97482f884387c75249380c;10.999999;True;17;add header;4;10.999999;10.999999;10.999999;17;True;True;False;False
00479.84c58aa8adff520d7f58dfde02c1cf10;15.509999;True;19;reject;4;15.509999;15.509999;15.509999;19;True;True;False;False
00482.f839ea522f1ee459661a6b2fbd71e823;10.497368;True;20;add header;4;10.497368;10.497368;10.497368;20;True;True;False;False
00483.e583ffb0efd3958cdef2e9f3b043ef0d;14.129621;True;26;add header;4;14.129621;14.129621;14.129621;26;True;True;False;False
00485.a5d28b804adbceff7fd75ed9fc8138bb;6.499862;True;21;add header;4;6.499862;6.499862;6.499862;21;True;True;False;False
00488.29e96da757cc5566c848833e26abdd65;10.3;True;23;add header;4;10.3;10.3;10.3;23;True;True;False;False
00494.6d13d2217c5cc00c26b72d97c7fe6014;13.809996;True;21;add header;4;13.809996;13.809996;13.809996;21;True;True;False;False
00494.fd2efa67e63247ee89cdcf3a6fe7906d;7.564285;True;19;add header;4;7.564285;7.564285;7.564285;19;True;True;False;False
00506.85af6cd716febc6265ac7b362a4a1da6;19.799999;True;26;reject;4;19.799999;19.799999;19.799999;26;True;True;False;False
00509.385c788f39e46a86be4c6af8679a0c80;17.499982;True;20;reject;4;17.499981;17.499981;17.499981;20;True;True;False;False
00510.ce04ead27e498e82285ea6dbb0837c13;3.914484;False;12;no action;4;3.91446575;3.914454;3.914501;12;False;False;True;True
00518.3b454f92294b060a41b0771941394bd3;10.8;True;22;add header;4;10.8;10.8;10.8;22;True;True;False;False
00523.8dad1340c87f606b1f0696df64d9063c;20.299999;True;26;reject;4;20.299999;20.299999;20.299999;26;True;True;False;False
00531.f3fffa4504c7009a03dd0d44a4562a84;12.3;True;18;add header;4;12.3;12.3;12.3;18;True;True;False;False
00538.46858b6122a85685022250db2f25b32a;17.2;True;30;reject;4;16.2;16.2;16.2;29;True;True;False;False
00554.c325ab7400fb7e3f053ed0cac4ed7545;8.070476;True;18;add header;4;8.07037175;8.070352;8.070431;18;True;True;False;False
00568.9099cfcce869f4ecf337fc666f04c11d;13.5;True;25;add header;4;13.5;13.5;13.5;25;True;True;False;False
00582.2db3b12f1cbf87ef3a64d26c35561a5b;5.799999;False;13;no action;4;5.799999;5.799999;5.799999;13;False;False;True;True
00602.8b839b13833d7ca3abd6f6179ccc0286;15.35;True;27;reject;4;15.35;15.35;15.35;27;True;True;False;False
00615.e47bff6118d4ff6d98581fa6f40ab871;8.999998;True;20;add header;4;8.999998;8.999998;8.999998;20;True;True;False;False
00631.5b4f290bc474889ff457b314996553b1;15.5;True;19;reject;4;15.5;15.5;15.5;19;True;True;False;False
00632.f90d0f620d4a4c4976e1c5884333f329;8.499998;True;18;add header;4;8.499998;8.499998;8.499998;18;True;True;False;False
00643.d177c04238b4299813b7d8cca9fb2f18;6.499899;True;13;add header;4;6.499899;6.499899;6.499899;13;True;True;False;False
00658.2324b3351e766248275bace98fd3c7b3;15.899999;True;25;reject;4;15.899999;15.899999;15.899999;25;True;True;False;False
00659.668ba8daca71e86de0ee5e412b177015;12.699145;True;19;add header;4;12.699123;12.699121;12.699129;19;True;True;False;False
00663.4baa9521293a04306b038be1f65d4471;13.69963;True;22;add header;4;13.69962;13.699619;13.699623;22;True;True;False;False
00667.6bf743b1b5bdfe9340d438c0661e4bff;8.0;True;15;add header;4;8.0;8.0;8.0;15;True;True;False;False
00678.7c54f6e0fac3e7d26a9513d2c60e2b98;16.5;True;27;reject;4;16.5;16.5;16.5;27;True;True;False;False
00680.e8df67f239cb166c5a8a78401eeeb1ba;13.3;True;20;add header;4;13.3;13.3;13.3;20;True;True;False;False
00694.3aca5f2a3d0d2ccbc47ef868eb051abd;10.5;True;23;add header;4;10.5;10.5;10.5;23;True;True;False;False
00697.2d221d167d2814a6a6bc7a74b65bcb0e;14.999999;True;21;add header;4;14.999999;14.999999;14.999999;21;True;True;False;False
00701.ea27d8eea96c7d361ea78613d0a3c481;11.5;True;24;add header;4;11.5;11.5;11.5;24;True;True;False;False
00702.ac95bc3f1e8943dd03fc78bebc0925ac;9.3;True;22;add header;4;9.3;9.3;9.3;22;True;True;False;False
00705.df125edb37f19c87784942c7b2b164a1;5.663889;False;22;no action;4;5.663889;5.663889;5.663889;22;False;False;True;True
00706.5116018237368c3633823b2d24f8ac86;9.285562;True;22;add header;4;8.144025;8.143844;8.144568;22;True;True;False;False
00718.2495a50c4eab3755f338b5fe589dd52d;6.799999;True;18;add header;4;6.799999;6.799999;6.799999;18;True;True;False;False
00727.45ac8c0efbb22514a075b99e1c57422e;6.999943;True;22;add header;4;6.999943;6.999943;6.999943;22;True;True;False;False
00738.10deb784a63c0bdc5e78b019720f3e9f;7.1;True;22;add header;4;7.1;7.1;7.1;22;True;True;False;False
00740.ce4777381c2bc6bee30bef6bd274233f;11.899999;True;24;add header;4;11.899999;11.899999;11.899999;24;True;True;False;False
00757.c2da75286819a139e27438ca5c5ba762;10.899999;True;25;add header;4;10.899999;10.899999;10.899999;25;True;True;False;False
00761.00d729b279723c9ae9d8f09e171db301;10.3;True;23;add header;4;10.3;10.3;10.3;23;True;True;False;False
00762.e31568dff471c947d42869ae2f8f0779;10.2;True;28;add header;4;10.2;10.2;10.2;28;True;True;False;False
00795.61fe820f7755e4b4e66e715ea667b338;5.999999;False;19;no action;4;5.999999;5.999999;5.999999;19;False;False;True;True
00796.1f29c490fd2bd8581d19e3e193978a3d;7.8;True;18;add header;4;7.8;7.8;7.8;18;True;True;False;False
00807.8abdd26ba778758f5e46b84a54ac62f4;8.988886;True;17;add header;4;8.98888975;8.988889;8.988892;17;True;True;False;False
00810.bceaa748f9cee012c466212d8a608acf;13.898751;True;21;add header;4;13.89874925;13.898749;13.89875;21;True;True;False;False
00830.079ed7d24f78024e023b82417a6fe2ca;5.999972;False;13;no action;4;5.999973;5.999973;5.999973;13;False;False;True;True
00851.dc5452f80ba0bb8481dfc48f70380c4d;8.8;True;26;add header;4;8.8;8.8;8.8;26;True;True;False;False
00861.e8b94fc9514d2d2cbb541b01e2dda726;13.575;True;24;add header;4;13.575;13.575;13.575;24;True;True;False;False
00891.730d12d96dcfa7812a51d12d9a3b6a1c;12.498436;True;20;add header;4;12.49843525;12.498435;12.498436;20;True;True;False;False
00925.6ba2770acb214c661a26e54b4d03c119;10.497755;True;20;add header;4;10.49776675;10.497766;10.497767;20;True;True;False;False
00933.751d91a92c5f2a40baf68615e49b3fc2;11.009984;True;21;add header;4;11.009984;11.009984;11.009984;21;True;True;False;False
00939.8d335bc76836e51b449de9f6b38aa0f8;7.490535;True;23;add header;4;7.49048525;7.490479;7.490504;23;True;True;False;False
00940.33bee147237876bc1f28b1bf21b586a0;8.494549;True;14;add header;4;8.49454825;8.494548;8.494549;14;True;True;False;False
00947.e4d80402e902f1ea42cfc539bb279afd;6.09;True;25;add header;4;6.09;6.09;6.09;25;True;True;False;False
00948.674250d39ae9ea6d1c054fd6f7b52cee;5.939982;False;17;no action;4;5.2885305;5.288519;5.288565;16;False;False;True;True
00953.906b4905eb02cfb9a093162f3c143252;3.927184;False;19;no action;4;3.927184;3.927184;3.927184;19;False;False;True;True
00956.bd15831ffe9661a5395b8ec491a4fed2;9.299998;True;16;add header;4;9.299998;9.299998;9.299998;16;True;True;False;False
00962.452e4bd0724bf1139c9bc4eb9ec0fe43;6.3;True;24;add header;4;6.3;6.3;6.3;24;True;True;False;False
00973.ca8a425093e9994271e922f4d60f775c;11.499687;True;22;add header;4;11.499686;11.499686;11.499686;22;True;True;False;False
00994.228b5746d5f0e44e436fbc0203b3c67a;21.0;True;23;reject;4;21.0;21.0;21.0;23;True;True;False;False
00998.92da52a65a4d039a6b9c02b0d65a1bbf;5.899998;False;17;no action;4;5.899998;5.899998;5.899998;17;False;False;True;True
01008.5e932696d8f33950af53eb9461a014a2;7.49996;True;19;add header;4;7.49996;7.49996;7.49996;19;True;True;False;False
01011.d4812088cad8553fb214dab8003add9b;12.498506;True;20;add header;4;12.498506;12.498506;12.498506;20;True;True;False;False
01014.98c1d0a70f88efb979d9ca65e945363e;8.460533;True;20;add header;4;8.460443249999999;8.460429;8.460486;20;True;True;False;False
01016.ac6ce255291deba2f46cdd8ddba3ea01;5.29998;False;13;no action;4;5.29998;5.29998;5.29998;13;False;False;True;True
01036.87c1f0b55cb48bd36c8863cf700cd485;3.750432;False;19;no action;4;3.749686;3.749464;3.750352;19;False;False;True;True
01069.a8cdf944083398c026db401b13908ef9;6.963908;True;24;add header;4;6.963908;6.963908;6.963908;24;True;True;False;False
01075.07ee7f1ab5ad6659c47baa5ef3691a80;10.497879;True;12;add header;4;10.497875500000001;10.497875;10.497877;12;True;True;False;False
01079.9eb95fd88f3d9d551f8c64359470ae7e;6.3;True;23;add header;4;6.3;6.3;6.3;23;True;True;False;False
01082.9f69cd26a420837850841e71d6147a57;9.5;True;22;add header;4;9.5;9.5;9.5;22;True;True;False;False
01104.ec267abf01fe81c42dc90dfd16c930bc;3.994283;False;19;no action;4;3.994289;3.994289;3.994289;19;False;False;True;True
01105.2582a4afba9b0b06bed5d48e3e8b29df;3.995194;False;19;no action;4;3.995199;3.995199;3.995199;19;False;False;True;True
01106.37f316c0f77e739cb5fe0e37aaea2046;3.736568;False;21;no action;4;3.73671375;3.736704;3.736717;21;False;False;True;True
01130.f286229e3c2eeb5c682204de85d903c0;9.3;True;18;add header;4;9.3;9.3;9.3;18;True;True;False;False
01131.c9bb07673bf9f048916cd2b9b1813724;8.998918;True;16;add header;4;8.99891725;8.998917;8.998918;16;True;True;False;False
01132.3d0e60ced92087634f1433f12810096d;6.999683;True;20;add header;4;6.999683;6.999683;6.999683;20;True;True;False;False
01140.c37701901dbb63bc34e8db544f431557;11.8;True;25;add header;4;11.8;11.8;11.8;25;True;True;False;False
01145.a34477ade6db9376e4f8ccbfa8607881;12.0;True;21;add header;4;12.0;12.0;12.0;21;True;True;False;False
01147.50120ae9e4f1745bf7a4178b52cd95ca;13.3;True;28;add header;4;13.3;13.3;13.3;28;True;True;False;False
01151.e295c81d698d58f43f17bde22076cbef;4.391461;False;15;no action;4;4.3914652499999995;4.391461;4.391478;15;False;False;True;True
01158.5acbdb7eb695f96c08d960a56058481d;12.84;True;31;add header;4;12.84;12.84;12.84;31;True;True;False;False
01161.174f2cb358ca3f08f4308f87ca64842f;8.498157;True;18;add header;4;8.49815925;8.498159;8.49816;18;True;True;False;False
01165.8c661bf07a1a7a5fe8a9efc2439d17a1;5.765287;False;21;no action;4;5.76529025;5.765288;5.765297;21;False;False;True;True
01167.2ac57a0189fa2b8713202b84e587b707;8.4;True;18;add header;4;8.4;8.4;8.4;18;True;True;False;False
01169.4e5cf6c3e8863047dbba1bfca2ebab97;10.499649;True;23;add header;4;10.4996585;10.499658;10.49966;23;True;True;False;False
01173.e0da19fcbb5649aa5104320ce38c6906;4.326285;False;14;no action;4;4.32584075;4.325781;4.32602;14;False;False;True;True
01179.6ee962bd413cb11865cd06c4be725c5e;6.484518;True;19;add header;4;6.484518;6.484518;6.484518;19;True;True;False;False
01182.209dbb3bedae1ecd5ed23fb03049244e;8.986945;True;17;add header;4;8.9869175;8.986913;8.986931;17;True;True;False;False
01184.5216074bef5bb01e0b1301d375283c51;14.0;True;21;add header;4;14.0;14.0;14.0;21;True;True;False;False
01185.e4a109756aa79e984529e2fb737857ab;13.499887;True;20;add header;4;13.499887;13.499887;13.499887;20;True;True;False;False
01197.f88c038612948f3fa023ac83db2e2ce5;9.490144;True;17;add header;4;9.490144;9.490144;9.490144;17;True;True;False;False
01203.f4c9144a594fb81ff323053fbd626a55;8.989762;True;17;add header;4;8.989763;8.989762;8.989766;17;True;True;False;False
