message_id;baseline_score;baseline_spam_flag;baseline_rule_count;baseline_action;n_variants;salted_score_mean;salted_score_min;salted_score_max;salted_rule_count_mean;salted_any_spam;salted_all_spam;salted_any_bypass;salted_all_bypass
00346.d93a823fb3350a5da8f0c612ce1156cd;7.287019;True;20;add header;4;7.287019;7.287019;7.287019;20;True;True;False;False
00356.ea7eb32330fa6bf65270023c0d99e2c5;9.999999;True;25;add header;4;9.999999;9.999999;9.999999;25;True;True;False;False
00359.90bec90ebeaf05f024f48594e7d7b0d5;14.525;True;23;add header;4;11.024999;11.024999;11.024999;22;True;True;False;False
00361.e91ac048b0ede961d3f51009eee1c620;8.664779;True;19;add header;4;4.80420525;4.804162;4.804335;18;False;False;True;True
00369.845eeb9573484bd88a6a6224c7068d81;6.3;True;24;add header;4;6.3;6.3;6.3;24;True;True;False;False
00373.ebe8670ac56b04125c25100a36ab0510;7.998389;True;16;add header;4;7.998388;7.998388;7.998388;16;True;True;False;False
00384.2054d62f06fd10e4018a43e156b32acf;5.499602;False;13;no action;4;5.499602;5.499602;5.499602;13;False;False;True;True
00386.6074f269f0bd1aec1546f9e654e8fcfe;11.275;True;27;add header;4;11.275;11.275;11.275;27;True;True;False;False
00388.a884c42d4423d7e4718db0145b3b9d9b;16.6;True;28;reject;4;16.6;16.6;16.6;28;True;True;False;False
00395.74aee42fac915ca758047506ec59a21f;18.5;True;21;reject;4;18.5;18.5;18.5;21;True;True;False;False
00409.e59f63e813b6766a9a4ddf0790634ca3;9.347709;True;16;add header;4;4.21393675;4.213824;4.214275;15;False;False;True;True
00415.4af357c0282481dba8f1765f0bf09c09;7.999997;True;15;add header;4;7.999997;7.999997;7.999997;15;True;True;False;False
00416.bff1badad869f205fdb54f311f060734;19.049999;True;24;reject;4;19.049999;19.049999;19.049999;24;True;True;False;False
00426.36b36cbe96efe9001c4d80363ea7ed4e;8.989505;True;17;add header;4;8.9895075;8.989507;8.989509;17;True;True;False;False
00439.eacffbae5543e6be58178c0d3eb95041;15.574999;True;24;reject;4;15.574999;15.574999;15.574999;24;True;True;False;False
00440.647d9eb44fd0cb069ea92be204966a8e;13.5;True;25;add header;4;13.5;13.5;13.5;25;True;True;False;False
00441.77768298934252b2fa200e7d9482993b;10.999992;True;19;add header;4;10.999992;10.999992;10.999992;19;True;True;False;False
00445.a5edbd936b830407d1a56b31ff3b82c0;14.129621;True;26;add header;4;14.129621;14.129621;14.129621;26;True;True;False;False
00447.32e588c3a1d8888d737f360f825713b8;6.699983;True;14;add header;4;6.699983;6.699983;6.699983;14;True;True;False;False
00455.8ccdcb205b6f8c3958bb3b2d39edca46;10.499838;True;21;add header;4;10.499838;10.499838;10.499838;21;True;True;False;False
00458.62211764fde0dd7128ea4146268b40dd;13.274999;True;25;add header;4;13.274999;13.274999;13.274999;25;True;True;False;False
00467.3748c927c32a9c4e8988dad52a843b5c;5.499882;False;13;no action;4;5.499882;5.499882;5.499882;13;False;False;True;True
00482.f839ea522f1ee459661a6b2fbd71e823;10.497368;True;20;add header;4;10.497368;10.497368;10.497368;20;True;True;False;False
00483.e583ffb0efd3958cdef2e9f3b043ef0d;14.129621;True;26;add header;4;14.129621;14.129621;14.129621;26;True;True;False;False
00485.a5d28b804adbceff7fd75ed9fc8138bb;6.499862;True;21;add header;4;6.499862;6.499862;6.499862;21;True;True;False;False
00494.fd2efa67e63247ee89cdcf3a6fe7906d;7.564285;True;19;add header;4;7.564285;7.564285;7.564285;19;True;True;False;False
00506.85af6cd716febc6265ac7b362a4a1da6;19.799999;True;26;reject;4;19.799999;19.799999;19.799999;26;True;True;False;False
00509.385c788f39e46a86be4c6af8679a0c80;17.499982;True;20;reject;4;17.499981;17.499981;17.499981;20;True;True;False;False
00510.ce04ead27e498e82285ea6dbb0837c13;3.914484;False;12;no action;4;3.914484;3.914484;3.914484;12;False;False;True;True
00523.8dad1340c87f606b1f0696df64d9063c;20.299999;True;26;reject;4;20.299999;20.299999;20.299999;26;True;True;False;False
00554.c325ab7400fb7e3f053ed0cac4ed7545;8.070476;True;18;add header;4;8.07037175;8.070352;8.070431;18;True;True;False;False
00582.2db3b12f1cbf87ef3a64d26c35561a5b;5.799999;False;13;no action;4;5.799999;5.799999;5.799999;13;False;False;True;True
00615.e47bff6118d4ff6d98581fa6f40ab871;8.999998;True;20;add header;4;8.999998;8.999998;8.999998;20;True;True;False;False
00631.5b4f290bc474889ff457b314996553b1;15.5;True;19;reject;4;15.5;15.5;15.5;19;True;True;False;False
00632.f90d0f620d4a4c4976e1c5884333f329;8.499998;True;18;add header;4;8.499998;8.499998;8.499998;18;True;True;False;False
00643.d177c04238b4299813b7d8cca9fb2f18;6.499899;True;13;add header;4;6.499899;6.499899;6.499899;13;True;True;False;False
00658.2324b3351e766248275bace98fd3c7b3;15.899999;True;25;reject;4;15.899999;15.899999;15.899999;25;True;True;False;False
00659.668ba8daca71e86de0ee5e412b177015;12.699145;True;19;add header;4;12.699130499999999;12.699129;12.699135;19;True;True;False;False
00663.4baa9521293a04306b038be1f65d4471;13.69963;True;22;add header;4;13.699623500000001;13.699623;13.699625;22;True;True;False;False
00667.6bf743b1b5bdfe9340d438c0661e4bff;8.0;True;15;add header;4;8.0;8.0;8.0;15;True;True;False;False
00678.7c54f6e0fac3e7d26a9513d2c60e2b98;16.5;True;27;reject;4;16.5;16.5;16.5;27;True;True;False;False
00694.3aca5f2a3d0d2ccbc47ef868eb051abd;10.5;True;23;add header;4;10.5;10.5;10.5;23;True;True;False;False
00697.2d221d167d2814a6a6bc7a74b65bcb0e;14.999999;True;21;add header;4;14.999999;14.999999;14.999999;21;True;True;False;False
00701.ea27d8eea96c7d361ea78613d0a3c481;11.5;True;24;add header;4;11.5;11.5;11.5;24;True;True;False;False
00718.2495a50c4eab3755f338b5fe589dd52d;6.799999;True;18;add header;4;6.799999;6.799999;6.799999;18;True;True;False;False
00738.10deb784a63c0bdc5e78b019720f3e9f;7.1;True;22;add header;4;7.1;7.1;7.1;22;True;True;False;False
00740.ce4777381c2bc6bee30bef6bd274233f;11.899999;True;24;add header;4;11.899999;11.899999;11.899999;24;True;True;False;False
00795.61fe820f7755e4b4e66e715ea667b338;5.999999;False;19;no action;4;5.999999;5.999999;5.999999;19;False;False;True;True
00796.1f29c490fd2bd8581d19e3e193978a3d;7.8;True;18;add header;4;7.8;7.8;7.8;18;True;True;False;False
00807.8abdd26ba778758f5e46b84a54ac62f4;8.988886;True;17;add header;4;8.9888885;8.988888;8.98889;17;True;True;False;False
00810.bceaa748f9cee012c466212d8a608acf;13.898751;True;21;add header;4;13.89874925;13.898749;13.89875;21;True;True;False;False
00830.079ed7d24f78024e023b82417a6fe2ca;5.999972;False;13;no action;4;5.999973;5.999973;5.999973;13;False;False;True;True
00861.e8b94fc9514d2d2cbb541b01e2dda726;13.575;True;24;add header;4;13.575;13.575;13.575;24;True;True;False;False
00891.730d12d96dcfa7812a51d12d9a3b6a1c;12.498436;True;20;add header;4;12.49843525;12.498435;12.498436;20;True;True;False;False
00925.6ba2770acb214c661a26e54b4d03c119;10.497755;True;20;add header;4;10.497759;10.497759;10.497759;20;True;True;False;False
00939.8d335bc76836e51b449de9f6b38aa0f8;7.490535;True;23;add header;4;7.490501999999999;7.490498;7.490514;23;True;True;False;False
00940.33bee147237876bc1f28b1bf21b586a0;8.494549;True;14;add header;4;8.49454825;8.494548;8.494549;14;True;True;False;False
00947.e4d80402e902f1ea42cfc539bb279afd;6.09;True;25;add header;4;6.09;6.09;6.09;25;True;True;False;False
00956.bd15831ffe9661a5395b8ec491a4fed2;9.299998;True;16;add header;4;9.299998;9.299998;9.299998;16;True;True;False;False
00962.452e4bd0724bf1139c9bc4eb9ec0fe43;6.3;True;24;add header;4;6.3;6.3;6.3;24;True;True;False;False
00973.ca8a425093e9994271e922f4d60f775c;11.499687;True;22;add header;4;11.499686;11.499686;11.499686;22;True;True;False;False
01008.5e932696d8f33950af53eb9461a014a2;7.49996;True;19;add header;4;7.49996;7.49996;7.49996;19;True;True;False;False
01011.d4812088cad8553fb214dab8003add9b;12.498506;True;20;add header;4;12.498506;12.498506;12.498506;20;True;True;False;False
01014.98c1d0a70f88efb979d9ca65e945363e;8.460533;True;20;add header;4;8.46050275;8.460498;8.460517;20;True;True;False;False
01016.ac6ce255291deba2f46cdd8ddba3ea01;5.29998;False;13;no action;4;5.29998;5.29998;5.29998;13;False;False;True;True
01075.07ee7f1ab5ad6659c47baa5ef3691a80;10.497879;True;12;add header;4;10.4978765;10.497876;10.497878;12;True;True;False;False
01079.9eb95fd88f3d9d551f8c64359470ae7e;6.3;True;23;add header;4;6.3;6.3;6.3;23;True;True;False;False
01130.f286229e3c2eeb5c682204de85d903c0;9.3;True;18;add header;4;9.3;9.3;9.3;18;True;True;False;False
01132.3d0e60ced92087634f1433f12810096d;6.999683;True;20;add header;4;6.999683;6.999683;6.999683;20;True;True;False;False
01145.a34477ade6db9376e4f8ccbfa8607881;12.0;True;21;add header;4;12.0;12.0;12.0;21;True;True;False;False
01151.e295c81d698d58f43f17bde22076cbef;4.391461;False;15;no action;4;4.3914652499999995;4.391461;4.391478;15;False;False;True;True
01158.5acbdb7eb695f96c08d960a56058481d;12.84;True;31;add header;4;12.84;12.84;12.84;31;True;True;False;False
01165.8c661bf07a1a7a5fe8a9efc2439d17a1;5.765287;False;21;no action;4;5.76529025;5.765288;5.765297;21;False;False;True;True
01167.2ac57a0189fa2b8713202b84e587b707;8.4;True;18;add header;4;8.4;8.4;8.4;18;True;True;False;False
01169.4e5cf6c3e8863047dbba1bfca2ebab97;10.499649;True;23;add header;4;10.4996505;10.499647;10.499661;23;True;True;False;False
01203.f4c9144a594fb81ff323053fbd626a55;8.989762;True;17;add header;4;8.98976275;8.989762;8.989765;17;True;True;False;False
01216.e293653cab0c486ba135cf8fbe6700fc;10.3;True;20;add header;4;10.3;10.3;10.3;20;True;True;False;False
01230.0589bade8df0c343a49c6712f62dfca0;5.499999;False;14;no action;4;5.499999;5.499999;5.499999;14;False;False;True;True
01236.903d52340bf3ed1a328b039bcd94e1c9;6.09;True;25;add header;4;6.09;6.09;6.09;25;True;True;False;False
01240.7d6ae3682a3dd3fe457516b188eb105c;18.0;True;24;reject;4;18.0;18.0;18.0;24;True;True;False;False
01242.3743099b115c6a8a273d8eca34a9c738;17.5;True;20;reject;4;17.5;17.5;17.5;20;True;True;False;False
01250.2bfc033f9ced1c70e480ec75b0094431;5.499999;False;14;no action;4;5.499999;5.499999;5.499999;14;False;False;True;True
01253.26e421b9623002d636c29f79f68a58fb;6.3;True;24;add header;4;6.3;6.3;6.3;24;True;True;False;False
01255.e04eae4539f81463a930dfe44ebd6af8;11.3;True;23;add header;4;11.3;11.3;11.3;23;True;True;False;False
01259.b4dff1ed93bc931b271888cd42e41b85;7.495578;True;17;add header;4;3.92885625;3.928854;3.928863;16;False;False;True;True
01267.6e9de9ba20f59c26028ebdb4550685fb;10.35;True;26;add header;4;10.35;10.35;10.35;26;True;True;False;False
01280.34dde162b3c6b2e873fc9f094d28b0fd;6.276502;True;19;add header;4;6.276483000000001;6.27648;6.276492;19;True;True;False;False
01308.c46f1215ccd8cedf162e0cf308b94dcd;10.199999;True;22;add header;4;10.199999;10.199999;10.199999;22;True;True;False;False
01311.43bfe86df65d53c5f7ca2365dc12582b;8.3;True;19;add header;4;8.3;8.3;8.3;19;True;True;False;False
01335.ca70ab7f2d1accef8b3cf646e3004ef8;15.55;True;26;reject;4;15.55;15.55;15.55;26;True;True;False;False
01339.d94a16532a6f42497266dcc327a40163;6.8;True;22;add header;4;6.8;6.8;6.8;22;True;True;False;False
01342.7f89acf56fb4398340a0b07481e3193f;11.999891;True;19;add header;4;11.999891;11.999891;11.999891;19;True;True;False;False
01355.a47c042a6e16456c5b49c18d5b3868cb;5.999864;False;18;no action;4;5.999864;5.999864;5.999864;18;False;False;True;True
01363.85518bca7c7cb9f35e57f3adda762ac9;5.245783;False;19;no action;4;5.245785;5.245785;5.245785;19;False;False;True;True
01372.5d236077d94148a0ca71751f8f0a2e58;6.3;True;24;add header;4;6.3;6.3;6.3;24;True;True;False;False
01382.37400f7a1f36cd45165c2a72a9ec8baa;6.354467;True;17;add header;4;5.50478975;5.504706;5.505041;16;False;False;True;True
01395.cb33d1d72f42e4ab9268729917bf428b;3.785679;False;18;no action;4;3.785679;3.785679;3.785679;18;False;False;True;True
