message_id;baseline_score;baseline_spam_flag;baseline_rule_count;n_variants;salted_score_mean;salted_score_min;salted_score_max;salted_rule_count_mean;salted_any_spam;salted_all_spam;salted_any_bypass;salted_all_bypass
00359.90bec90ebeaf05f024f48594e7d7b0d5;19.2;True;17;4;20.0;17.9;20.7;16.5;True;True;False;False
00361.e91ac048b0ede961d3f51009eee1c620;7.5;True;11;4;6.5;6.5;6.5;10;True;True;False;False
00369.845eeb9573484bd88a6a6224c7068d81;19.7;True;21;4;19.7;19.7;19.7;21.75;True;True;False;False
00373.ebe8670ac56b04125c25100a36ab0510;5.7;True;8;4;5.7;5.7;5.7;8;True;True;False;False
00384.2054d62f06fd10e4018a43e156b32acf;7.4;True;12;4;7.4;7.4;7.4;12;True;True;False;False
00386.6074f269f0bd1aec1546f9e654e8fcfe;11.4;True;8;4;11.4;11.4;11.4;8;True;True;False;False
00388.a884c42d4423d7e4718db0145b3b9d9b;24.5;True;21;4;23.575;23.2;23.7;21.5;True;True;False;False
00395.74aee42fac915ca758047506ec59a21f;24.2;True;23;4;21.3;21.3;21.3;22;True;True;False;False
00409.e59f63e813b6766a9a4ddf0790634ca3;21.8;True;16;4;20.8;20.8;20.8;15;True;True;False;False
00415.4af357c0282481dba8f1765f0bf09c09;6.4;True;10;4;7.15;6.4;7.4;10.75;True;True;False;False
00416.bff1badad869f205fdb54f311f060734;19.1;True;23;4;19.1;19.1;19.1;23;True;True;False;False
00426.36b36cbe96efe9001c4d80363ea7ed4e;6.4;True;8;4;6.4;6.4;6.4;8;True;True;False;False
00439.eacffbae5543e6be58178c0d3eb95041;18.1;True;17;4;18.1;18.1;18.1;17.75;True;True;False;False
00440.647d9eb44fd0cb069ea92be204966a8e;15.6;True;14;4;16.35;15.6;16.6;14.75;True;True;False;False
00441.77768298934252b2fa200e7d9482993b;7.5;True;14;4;7.5;7.5;7.5;14;True;True;False;False
00445.a5edbd936b830407d1a56b31ff3b82c0;20.0;True;21;4;20.75;20.0;21.0;23.5;True;True;False;False
00447.32e588c3a1d8888d737f360f825713b8;6.1;True;10;4;6.85;6.1;7.1;10.75;True;True;False;False
00455.8ccdcb205b6f8c3958bb3b2d39edca46;7.4;True;5;4;4.5;4.5;4.5;4;False;False;True;True
00458.62211764fde0dd7128ea4146268b40dd;15.3;True;12;4;15.3;15.3;15.3;12.75;True;True;False;False
00467.3748c927c32a9c4e8988dad52a843b5c;6.1;True;7;4;6.1;6.1;6.1;7;True;True;False;False
00482.f839ea522f1ee459661a6b2fbd71e823;8.7;True;5;4;5.8;5.8;5.8;4;True;True;False;False
00483.e583ffb0efd3958cdef2e9f3b043ef0d;20.0;True;21;4;20.75;20.0;21.0;23.5;True;True;False;False
00485.a5d28b804adbceff7fd75ed9fc8138bb;16.9;True;14;4;16.9;16.9;16.9;14;True;True;False;False
00494.fd2efa67e63247ee89cdcf3a6fe7906d;3.5;False;9;4;3.5;3.5;3.5;9;False;False;True;True
00506.85af6cd716febc6265ac7b362a4a1da6;19.8;True;19;4;20.55;19.8;20.8;20.5;True;True;False;False
00509.385c788f39e46a86be4c6af8679a0c80;15.6;True;14;4;15.05;14.3;15.3;13.75;True;True;False;False
00510.ce04ead27e498e82285ea6dbb0837c13;6.9;True;3;4;4.0;4.0;4.0;2;False;False;True;True
00523.8dad1340c87f606b1f0696df64d9063c;22.7;True;21;4;23.45;22.7;23.7;22.5;True;True;False;False
00554.c325ab7400fb7e3f053ed0cac4ed7545;11.2;True;15;4;12.024999999999999;10.0;12.7;15.5;True;True;False;False
00582.2db3b12f1cbf87ef3a64d26c35561a5b;9.8;True;11;4;6.9;6.9;6.9;10.25;True;True;False;False
00615.e47bff6118d4ff6d98581fa6f40ab871;12.4;True;15;4;14.9;14.9;14.9;15.75;True;True;False;False
00631.5b4f290bc474889ff457b314996553b1;23.7;True;17;4;23.7;23.7;23.7;17;True;True;False;False
00632.f90d0f620d4a4c4976e1c5884333f329;16.4;True;10;4;16.4;16.4;16.4;10;True;True;False;False
00643.d177c04238b4299813b7d8cca9fb2f18;8.1;True;9;4;8.85;8.1;9.1;9.75;True;True;False;False
00658.2324b3351e766248275bace98fd3c7b3;15.6;True;11;4;15.6;15.6;15.6;11.75;True;True;False;False
00659.668ba8daca71e86de0ee5e412b177015;10.7;True;12;4;11.45;10.7;11.7;12.75;True;True;False;False
00663.4baa9521293a04306b038be1f65d4471;9.7;True;12;4;10.45;9.7;10.7;12.75;True;True;False;False
00667.6bf743b1b5bdfe9340d438c0661e4bff;6.4;True;10;4;7.15;6.4;7.4;10.75;True;True;False;False
00678.7c54f6e0fac3e7d26a9513d2c60e2b98;18.1;True;21;4;18.85;18.1;19.1;22.5;True;True;False;False
00694.3aca5f2a3d0d2ccbc47ef868eb051abd;17.1;True;13;4;14.4;14.4;14.4;12.75;True;True;False;False
00697.2d221d167d2814a6a6bc7a74b65bcb0e;10.5;True;12;4;7.6;7.6;7.6;11;True;True;False;False
00701.ea27d8eea96c7d361ea78613d0a3c481;17.4;True;15;4;17.4;17.4;17.4;16.75;True;True;False;False
00718.2495a50c4eab3755f338b5fe589dd52d;16.1;True;16;4;16.85;16.1;17.1;16.75;True;True;False;False
00738.10deb784a63c0bdc5e78b019720f3e9f;7.3;True;11;4;7.3;7.3;7.3;11;True;True;False;False
00740.ce4777381c2bc6bee30bef6bd274233f;9.3;True;13;4;9.3;9.3;9.3;13;True;True;False;False
00795.61fe820f7755e4b4e66e715ea667b338;15.0;True;10;4;15.0;15.0;15.0;10;True;True;False;False
00796.1f29c490fd2bd8581d19e3e193978a3d;21.5;True;18;4;20.5;20.5;20.5;17;True;True;False;False
00807.8abdd26ba778758f5e46b84a54ac62f4;6.2;True;7;4;6.2;6.2;6.2;7;True;True;False;False
00810.bceaa748f9cee012c466212d8a608acf;11.7;True;6;4;8.425;8.3;8.8;5;True;True;False;False
00830.079ed7d24f78024e023b82417a6fe2ca;14.3;True;14;4;14.05;13.3;14.3;13.75;True;True;False;False
00861.e8b94fc9514d2d2cbb541b01e2dda726;21.6;True;22;4;22.875;21.6;23.3;23.5;True;True;False;False
00891.730d12d96dcfa7812a51d12d9a3b6a1c;5.8;True;10;4;6.175;5.8;6.3;10.75;True;True;False;False
00925.6ba2770acb214c661a26e54b4d03c119;20.9;True;12;4;18.75;18.0;19.0;11.75;True;True;False;False
00939.8d335bc76836e51b449de9f6b38aa0f8;13.6;True;11;4;14.7;12.6;15.4;11.5;True;True;False;False
00940.33bee147237876bc1f28b1bf21b586a0;18.0;True;19;4;20.025;18.0;20.7;20.5;True;True;False;False
00947.e4d80402e902f1ea42cfc539bb279afd;15.8;True;20;4;15.8;15.8;15.8;21.75;True;True;False;False
00956.bd15831ffe9661a5395b8ec491a4fed2;8.4;True;9;4;8.4;8.4;8.4;9;True;True;False;False
00962.452e4bd0724bf1139c9bc4eb9ec0fe43;17.7;True;20;4;18.45;17.7;18.7;22.5;True;True;False;False
00973.ca8a425093e9994271e922f4d60f775c;12.4;True;14;4;14.5;12.4;15.2;15.5;True;True;False;False
01008.5e932696d8f33950af53eb9461a014a2;7.5;True;7;4;7.5;7.5;7.5;7;True;True;False;False
01011.d4812088cad8553fb214dab8003add9b;14.5;True;16;4;15.25;14.5;15.5;16.75;True;True;False;False
01014.98c1d0a70f88efb979d9ca65e945363e;10.8;True;7;4;6.95;6.2;7.2;5.75;True;True;False;False
01016.ac6ce255291deba2f46cdd8ddba3ea01;5.7;True;11;4;6.45;5.7;6.7;11.75;True;True;False;False
01075.07ee7f1ab5ad6659c47baa5ef3691a80;7.3;True;10;4;8.575;7.3;9.0;10.75;True;True;False;False
01079.9eb95fd88f3d9d551f8c64359470ae7e;15.5;True;18;4;16.25;15.5;16.5;19.75;True;True;False;False
01130.f286229e3c2eeb5c682204de85d903c0;18.5;True;18;4;18.5;18.5;18.5;18;True;True;False;False
01132.3d0e60ced92087634f1433f12810096d;15.5;True;15;4;14.95;14.2;15.2;14.75;True;True;False;False
01145.a34477ade6db9376e4f8ccbfa8607881;16.6;True;14;4;16.6;16.6;16.6;14;True;True;False;False
01151.e295c81d698d58f43f17bde22076cbef;18.7;True;18;4;19.3;18.7;19.5;18;True;True;False;False
01158.5acbdb7eb695f96c08d960a56058481d;5.9;True;11;4;7.25;5.9;7.7;12.5;True;True;False;False
01165.8c661bf07a1a7a5fe8a9efc2439d17a1;6.1;True;10;4;6.1;6.1;6.1;10;True;True;False;False
01167.2ac57a0189fa2b8713202b84e587b707;7.8;True;11;4;7.8;7.8;7.8;11;True;True;False;False
01169.4e5cf6c3e8863047dbba1bfca2ebab97;12.8;True;11;4;11.8;11.8;11.8;10.75;True;True;False;False
01203.f4c9144a594fb81ff323053fbd626a55;6.0;True;7;4;6.75;6.0;7.0;7.75;True;True;False;False
01216.e293653cab0c486ba135cf8fbe6700fc;7.8;True;13;4;7.8;7.8;7.8;13;True;True;False;False
01230.0589bade8df0c343a49c6712f62dfca0;7.4;True;13;4;8.15;7.4;8.4;13.75;True;True;False;False
01236.903d52340bf3ed1a328b039bcd94e1c9;15.8;True;20;4;15.8;15.8;15.8;21.75;True;True;False;False
01240.7d6ae3682a3dd3fe457516b188eb105c;19.4;True;19;4;17.6;17.6;17.6;18.75;True;True;False;False
01242.3743099b115c6a8a273d8eca34a9c738;16.4;True;16;4;15.95;15.2;16.2;15.75;True;True;False;False
01250.2bfc033f9ced1c70e480ec75b0094431;6.4;True;10;4;7.15;6.4;7.4;10.75;True;True;False;False
01253.26e421b9623002d636c29f79f68a58fb;18.6;True;21;4;19.35;18.6;19.6;23.5;True;True;False;False
01255.e04eae4539f81463a930dfe44ebd6af8;9.3;True;17;4;9.3;9.3;9.3;17;True;True;False;False
01259.b4dff1ed93bc931b271888cd42e41b85;8.0;True;9;4;7.75;7.0;8.0;8.75;True;True;False;False
01267.6e9de9ba20f59c26028ebdb4550685fb;17.4;True;20;4;17.4;17.4;17.4;20.75;True;True;False;False
01280.34dde162b3c6b2e873fc9f094d28b0fd;7.0;True;6;4;3.7;3.7;3.7;5;False;False;True;True
01308.c46f1215ccd8cedf162e0cf308b94dcd;20.9;True;25;4;20.65;19.9;20.9;24.75;True;True;False;False
01311.43bfe86df65d53c5f7ca2365dc12582b;15.4;True;20;4;14.4;14.4;14.4;20;True;True;False;False
01335.ca70ab7f2d1accef8b3cf646e3004ef8;19.5;True;23;4;19.5;19.5;19.5;23.75;True;True;False;False
01339.d94a16532a6f42497266dcc327a40163;13.3;True;15;4;13.05;12.3;13.3;16.5;True;True;False;False
01342.7f89acf56fb4398340a0b07481e3193f;17.9;True;16;4;16.6;16.6;16.6;15;True;True;False;False
01355.a47c042a6e16456c5b49c18d5b3868cb;17.6;True;13;4;18.35;17.6;18.6;13.75;True;True;False;False
01363.85518bca7c7cb9f35e57f3adda762ac9;6.3;True;12;4;6.3;6.3;6.3;12;True;True;False;False
01372.5d236077d94148a0ca71751f8f0a2e58;20.1;True;19;4;20.85;20.1;21.1;21.5;True;True;False;False
01382.37400f7a1f36cd45165c2a72a9ec8baa;4.9;False;5;4;4.9;4.9;4.9;5;False;False;True;True
01395.cb33d1d72f42e4ab9268729917bf428b;8.3;True;5;4;5.4;5.4;5.4;4;True;True;False;False
