message_id,variant_filename,vocab_type,codepoint,salt_mode,fragment_max_positions,subject_original_tokens,subject_salted_tokens,body_original_tokens,body_salted_tokens
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__extended__cp200B__fragment.949a3d300eadb91d8745f1c1dab51133,extended,200B,fragment,,,,"Dear, Sir, Madam","D​e​a​r, S​i​r, M​a​d​a​m"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__extended__cp200C__fragment.949a3d300eadb91d8745f1c1dab51133,extended,200C,fragment,,,,"Dear, Sir, Madam","D‌e‌a‌r, S‌i‌r, M‌a‌d‌a‌m"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__extended__cp200D__fragment.949a3d300eadb91d8745f1c1dab51133,extended,200D,fragment,,,,"Dear, Sir, Madam","D‍e‍a‍r, S‍i‍r, M‍a‍d‍a‍m"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__extended__cp00AD__fragment.949a3d300eadb91d8745f1c1dab51133,extended,00AD,fragment,,,,"Dear, Sir, Madam","D­e­a­r, S­i­r, M­a­d­a­m"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__extended__cp200B__fragment.f1b3402799046db3c1f143a911dc085d,extended,200B,fragment,,,,"Dear, Sir, Madam","D​e​a​r, S​i​r, M​a​d​a​m"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__extended__cp200C__fragment.f1b3402799046db3c1f143a911dc085d,extended,200C,fragment,,,,"Dear, Sir, Madam","D‌e‌a‌r, S‌i‌r, M‌a‌d‌a‌m"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__extended__cp200D__fragment.f1b3402799046db3c1f143a911dc085d,extended,200D,fragment,,,,"Dear, Sir, Madam","D‍e‍a‍r, S‍i‍r, M‍a‍d‍a‍m"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__extended__cp00AD__fragment.f1b3402799046db3c1f143a911dc085d,extended,00AD,fragment,,,,"Dear, Sir, Madam","D­e­a­r, S­i­r, M­a­d­a­m"
00045.7282c2c4e009744f2f3450d370009235,00045__salted__extended__cp200B__fragment.7282c2c4e009744f2f3450d370009235,extended,200B,fragment,,,,Guaranteed,G​u​a​r​a​n​t​e​e​d
00045.7282c2c4e009744f2f3450d370009235,00045__salted__extended__cp200C__fragment.7282c2c4e009744f2f3450d370009235,extended,200C,fragment,,,,Guaranteed,G‌u‌a‌r‌a‌n‌t‌e‌e‌d
00045.7282c2c4e009744f2f3450d370009235,00045__salted__extended__cp200D__fragment.7282c2c4e009744f2f3450d370009235,extended,200D,fragment,,,,Guaranteed,G‍u‍a‍r‍a‍n‍t‍e‍e‍d
00045.7282c2c4e009744f2f3450d370009235,00045__salted__extended__cp00AD__fragment.7282c2c4e009744f2f3450d370009235,extended,00AD,fragment,,,,Guaranteed,G­u­a­r­a­n­t­e­e­d
00054.62863160db27f89df8c73275b6dae134,00054__salted__extended__cp200B__fragment.62863160db27f89df8c73275b6dae134,extended,200B,fragment,,ADV,A​D​V,,
00054.62863160db27f89df8c73275b6dae134,00054__salted__extended__cp200C__fragment.62863160db27f89df8c73275b6dae134,extended,200C,fragment,,ADV,A‌D‌V,,
00054.62863160db27f89df8c73275b6dae134,00054__salted__extended__cp200D__fragment.62863160db27f89df8c73275b6dae134,extended,200D,fragment,,ADV,A‍D‍V,,
00054.62863160db27f89df8c73275b6dae134,00054__salted__extended__cp00AD__fragment.62863160db27f89df8c73275b6dae134,extended,00AD,fragment,,ADV,A­D­V,,
00058.64bb1902c4e561fb3e521a6dbf8625be,00058__salted__extended__cp200B__fragment.64bb1902c4e561fb3e521a6dbf8625be,extended,200B,fragment,,Insurance,I​n​s​u​r​a​n​c​e,,
00058.64bb1902c4e561fb3e521a6dbf8625be,00058__salted__extended__cp200C__fragment.64bb1902c4e561fb3e521a6dbf8625be,extended,200C,fragment,,Insurance,I‌n‌s‌u‌r‌a‌n‌c‌e,,
00058.64bb1902c4e561fb3e521a6dbf8625be,00058__salted__extended__cp200D__fragment.64bb1902c4e561fb3e521a6dbf8625be,extended,200D,fragment,,Insurance,I‍n‍s‍u‍r‍a‍n‍c‍e,,
00058.64bb1902c4e561fb3e521a6dbf8625be,00058__salted__extended__cp00AD__fragment.64bb1902c4e561fb3e521a6dbf8625be,extended,00AD,fragment,,Insurance,I­n­s­u­r­a­n­c­e,,
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__extended__cp200B__fragment.65b95365450ebe5eef61e7f1c60edc5e,extended,200B,fragment,,,,"Premium, Earn","P​r​e​m​i​u​m, E​a​r​n"
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__extended__cp200C__fragment.65b95365450ebe5eef61e7f1c60edc5e,extended,200C,fragment,,,,"Premium, Earn","P‌r‌e‌m‌i‌u‌m, E‌a‌r‌n"
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__extended__cp200D__fragment.65b95365450ebe5eef61e7f1c60edc5e,extended,200D,fragment,,,,"Premium, Earn","P‍r‍e‍m‍i‍u‍m, E‍a‍r‍n"
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__extended__cp00AD__fragment.65b95365450ebe5eef61e7f1c60edc5e,extended,00AD,fragment,,,,"Premium, Earn","P­r­e­m­i­u­m, E­a­r­n"
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__extended__cp200B__fragment.ec108870b01dc3ccb8fabc5def869ca5,extended,200B,fragment,,SYSTEMWORKS,S​Y​S​T​E​M​W​O​R​K​S,,
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__extended__cp200C__fragment.ec108870b01dc3ccb8fabc5def869ca5,extended,200C,fragment,,SYSTEMWORKS,S‌Y‌S‌T‌E‌M‌W‌O‌R‌K‌S,,
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__extended__cp200D__fragment.ec108870b01dc3ccb8fabc5def869ca5,extended,200D,fragment,,SYSTEMWORKS,S‍Y‍S‍T‍E‍M‍W‍O‍R‍K‍S,,
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__extended__cp00AD__fragment.ec108870b01dc3ccb8fabc5def869ca5,extended,00AD,fragment,,SYSTEMWORKS,S­Y­S­T­E­M­W­O­R­K­S,,
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__extended__cp200B__fragment.52630c4c07cd069c7bc7658c1a7a7253,extended,200B,fragment,,,,"annuity, Earn, annuity","a​n​n​u​i​t​y, E​a​r​n, a​n​n​u​i​t​y"
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__extended__cp200C__fragment.52630c4c07cd069c7bc7658c1a7a7253,extended,200C,fragment,,,,"annuity, Earn, annuity","a‌n‌n‌u‌i‌t‌y, E‌a‌r‌n, a‌n‌n‌u‌i‌t‌y"
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__extended__cp200D__fragment.52630c4c07cd069c7bc7658c1a7a7253,extended,200D,fragment,,,,"annuity, Earn, annuity","a‍n‍n‍u‍i‍t‍y, E‍a‍r‍n, a‍n‍n‍u‍i‍t‍y"
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__extended__cp00AD__fragment.52630c4c07cd069c7bc7658c1a7a7253,extended,00AD,fragment,,,,"annuity, Earn, annuity","a­n­n­u­i­t­y, E­a­r­n, a­n­n­u­i­t­y"
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__extended__cp200B__fragment.d8f25617befc5289aa4ed9602457050b,extended,200B,fragment,,Loans,L​o​a​n​s,,
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__extended__cp200C__fragment.d8f25617befc5289aa4ed9602457050b,extended,200C,fragment,,Loans,L‌o‌a‌n‌s,,
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__extended__cp200D__fragment.d8f25617befc5289aa4ed9602457050b,extended,200D,fragment,,Loans,L‍o‍a‍n‍s,,
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__extended__cp00AD__fragment.d8f25617befc5289aa4ed9602457050b,extended,00AD,fragment,,Loans,L­o­a­n­s,,
00115.c97af50ef7ccd816f95bbdc6f4d226b2,00115__salted__extended__cp200B__fragment.c97af50ef7ccd816f95bbdc6f4d226b2,extended,200B,fragment,,,,click,c​l​i​c​k
00115.c97af50ef7ccd816f95bbdc6f4d226b2,00115__salted__extended__cp200C__fragment.c97af50ef7ccd816f95bbdc6f4d226b2,extended,200C,fragment,,,,click,c‌l‌i‌c‌k
00115.c97af50ef7ccd816f95bbdc6f4d226b2,00115__salted__extended__cp200D__fragment.c97af50ef7ccd816f95bbdc6f4d226b2,extended,200D,fragment,,,,click,c‍l‍i‍c‍k
00115.c97af50ef7ccd816f95bbdc6f4d226b2,00115__salted__extended__cp00AD__fragment.c97af50ef7ccd816f95bbdc6f4d226b2,extended,00AD,fragment,,,,click,c­l­i­c­k
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__extended__cp200B__fragment.58579af867ff9a702cff23e7b8818a59,extended,200B,fragment,,,,Guaranteed,G​u​a​r​a​n​t​e​e​d
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__extended__cp200C__fragment.58579af867ff9a702cff23e7b8818a59,extended,200C,fragment,,,,Guaranteed,G‌u‌a‌r‌a‌n‌t‌e‌e‌d
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__extended__cp200D__fragment.58579af867ff9a702cff23e7b8818a59,extended,200D,fragment,,,,Guaranteed,G‍u‍a‍r‍a‍n‍t‍e‍e‍d
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__extended__cp00AD__fragment.58579af867ff9a702cff23e7b8818a59,extended,00AD,fragment,,,,Guaranteed,G­u­a­r­a­n­t­e­e­d
00127.3500d109361b544b0937523adb763588,00127__salted__extended__cp200B__fragment.3500d109361b544b0937523adb763588,extended,200B,fragment,,,,"Guaranteed, herbal, Click","G​u​a​r​a​n​t​e​e​d, h​e​r​b​a​l, C​l​i​c​k"
00127.3500d109361b544b0937523adb763588,00127__salted__extended__cp200C__fragment.3500d109361b544b0937523adb763588,extended,200C,fragment,,,,"Guaranteed, herbal, Click","G‌u‌a‌r‌a‌n‌t‌e‌e‌d, h‌e‌r‌b‌a‌l, C‌l‌i‌c‌k"
00127.3500d109361b544b0937523adb763588,00127__salted__extended__cp200D__fragment.3500d109361b544b0937523adb763588,extended,200D,fragment,,,,"Guaranteed, herbal, Click","G‍u‍a‍r‍a‍n‍t‍e‍e‍d, h‍e‍r‍b‍a‍l, C‍l‍i‍c‍k"
00127.3500d109361b544b0937523adb763588,00127__salted__extended__cp00AD__fragment.3500d109361b544b0937523adb763588,extended,00AD,fragment,,,,"Guaranteed, herbal, Click","G­u­a­r­a­n­t­e­e­d, h­e­r­b­a­l, C­l­i­c­k"
00128.721b6b20d5834d490662e2ae8c5c0684,00128__salted__extended__cp200B__fragment.721b6b20d5834d490662e2ae8c5c0684,extended,200B,fragment,,,,click,c​l​i​c​k
00128.721b6b20d5834d490662e2ae8c5c0684,00128__salted__extended__cp200C__fragment.721b6b20d5834d490662e2ae8c5c0684,extended,200C,fragment,,,,click,c‌l‌i‌c‌k
00128.721b6b20d5834d490662e2ae8c5c0684,00128__salted__extended__cp200D__fragment.721b6b20d5834d490662e2ae8c5c0684,extended,200D,fragment,,,,click,c‍l‍i‍c‍k
00128.721b6b20d5834d490662e2ae8c5c0684,00128__salted__extended__cp00AD__fragment.721b6b20d5834d490662e2ae8c5c0684,extended,00AD,fragment,,,,click,c­l­i­c­k
00153.6a5ffe584834ea334041ab958cadcadb,00153__salted__extended__cp200B__fragment.6a5ffe584834ea334041ab958cadcadb,extended,200B,fragment,,Recruiting,R​e​c​r​u​i​t​i​n​g,"recruiting, Click, click","r​e​c​r​u​i​t​i​n​g, C​l​i​c​k, c​l​i​c​k"
00153.6a5ffe584834ea334041ab958cadcadb,00153__salted__extended__cp200C__fragment.6a5ffe584834ea334041ab958cadcadb,extended,200C,fragment,,Recruiting,R‌e‌c‌r‌u‌i‌t‌i‌n‌g,"recruiting, Click, click","r‌e‌c‌r‌u‌i‌t‌i‌n‌g, C‌l‌i‌c‌k, c‌l‌i‌c‌k"
00153.6a5ffe584834ea334041ab958cadcadb,00153__salted__extended__cp200D__fragment.6a5ffe584834ea334041ab958cadcadb,extended,200D,fragment,,Recruiting,R‍e‍c‍r‍u‍i‍t‍i‍n‍g,"recruiting, Click, click","r‍e‍c‍r‍u‍i‍t‍i‍n‍g, C‍l‍i‍c‍k, c‍l‍i‍c‍k"
00153.6a5ffe584834ea334041ab958cadcadb,00153__salted__extended__cp00AD__fragment.6a5ffe584834ea334041ab958cadcadb,extended,00AD,fragment,,Recruiting,R­e­c­r­u­i­t­i­n­g,"recruiting, Click, click","r­e­c­r­u­i­t­i­n­g, C­l­i­c­k, c­l­i­c­k"
00154.b6c448ccff434e2dbe2c7c200a36aa31,00154__salted__extended__cp200B__fragment.b6c448ccff434e2dbe2c7c200a36aa31,extended,200B,fragment,,,,receive,r​e​c​e​i​v​e
00154.b6c448ccff434e2dbe2c7c200a36aa31,00154__salted__extended__cp200C__fragment.b6c448ccff434e2dbe2c7c200a36aa31,extended,200C,fragment,,,,receive,r‌e‌c‌e‌i‌v‌e
00154.b6c448ccff434e2dbe2c7c200a36aa31,00154__salted__extended__cp200D__fragment.b6c448ccff434e2dbe2c7c200a36aa31,extended,200D,fragment,,,,receive,r‍e‍c‍e‍i‍v‍e
00154.b6c448ccff434e2dbe2c7c200a36aa31,00154__salted__extended__cp00AD__fragment.b6c448ccff434e2dbe2c7c200a36aa31,extended,00AD,fragment,,,,receive,r­e­c­e­i­v­e
00159.6b641c70d79fd5a69b84a94b4e88150a,00159__salted__extended__cp200B__fragment.6b641c70d79fd5a69b84a94b4e88150a,extended,200B,fragment,,,,"receive, receive","r​e​c​e​i​v​e, r​e​c​e​i​v​e"
00159.6b641c70d79fd5a69b84a94b4e88150a,00159__salted__extended__cp200C__fragment.6b641c70d79fd5a69b84a94b4e88150a,extended,200C,fragment,,,,"receive, receive","r‌e‌c‌e‌i‌v‌e, r‌e‌c‌e‌i‌v‌e"
00159.6b641c70d79fd5a69b84a94b4e88150a,00159__salted__extended__cp200D__fragment.6b641c70d79fd5a69b84a94b4e88150a,extended,200D,fragment,,,,"receive, receive","r‍e‍c‍e‍i‍v‍e, r‍e‍c‍e‍i‍v‍e"
00159.6b641c70d79fd5a69b84a94b4e88150a,00159__salted__extended__cp00AD__fragment.6b641c70d79fd5a69b84a94b4e88150a,extended,00AD,fragment,,,,"receive, receive","r­e­c­e­i­v­e, r­e­c­e­i­v­e"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__extended__cp200B__fragment.cec5f611ae665ff0add6c4928d47f2be,extended,200B,fragment,,HGH,H​G​H,"HGH, NBC, CBS","H​G​H, N​B​C, C​B​S"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__extended__cp200C__fragment.cec5f611ae665ff0add6c4928d47f2be,extended,200C,fragment,,HGH,H‌G‌H,"HGH, NBC, CBS","H‌G‌H, N‌B‌C, C‌B‌S"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__extended__cp200D__fragment.cec5f611ae665ff0add6c4928d47f2be,extended,200D,fragment,,HGH,H‍G‍H,"HGH, NBC, CBS","H‍G‍H, N‍B‍C, C‍B‍S"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__extended__cp00AD__fragment.cec5f611ae665ff0add6c4928d47f2be,extended,00AD,fragment,,HGH,H­G­H,"HGH, NBC, CBS","H­G­H, N­B­C, C­B­S"
00163.2ceade6f8b0c1c342f5f95d57ac551f5,00163__salted__extended__cp200B__fragment.2ceade6f8b0c1c342f5f95d57ac551f5,extended,200B,fragment,,,,"receive, receive","r​e​c​e​i​v​e, r​e​c​e​i​v​e"
00163.2ceade6f8b0c1c342f5f95d57ac551f5,00163__salted__extended__cp200C__fragment.2ceade6f8b0c1c342f5f95d57ac551f5,extended,200C,fragment,,,,"receive, receive","r‌e‌c‌e‌i‌v‌e, r‌e‌c‌e‌i‌v‌e"
00163.2ceade6f8b0c1c342f5f95d57ac551f5,00163__salted__extended__cp200D__fragment.2ceade6f8b0c1c342f5f95d57ac551f5,extended,200D,fragment,,,,"receive, receive","r‍e‍c‍e‍i‍v‍e, r‍e‍c‍e‍i‍v‍e"
00163.2ceade6f8b0c1c342f5f95d57ac551f5,00163__salted__extended__cp00AD__fragment.2ceade6f8b0c1c342f5f95d57ac551f5,extended,00AD,fragment,,,,"receive, receive","r­e­c­e­i­v­e, r­e­c­e­i­v­e"
00169.86268e75abd1bd4bda4d6c129681df34,00169__salted__extended__cp200B__fragment.86268e75abd1bd4bda4d6c129681df34,extended,200B,fragment,,,,"earn, Removal, mailings","e​a​r​n, R​e​m​o​v​a​l, m​a​i​l​i​n​g​s"
00169.86268e75abd1bd4bda4d6c129681df34,00169__salted__extended__cp200C__fragment.86268e75abd1bd4bda4d6c129681df34,extended,200C,fragment,,,,"earn, Removal, mailings","e‌a‌r‌n, R‌e‌m‌o‌v‌a‌l, m‌a‌i‌l‌i‌n‌g‌s"
00169.86268e75abd1bd4bda4d6c129681df34,00169__salted__extended__cp200D__fragment.86268e75abd1bd4bda4d6c129681df34,extended,200D,fragment,,,,"earn, Removal, mailings","e‍a‍r‍n, R‍e‍m‍o‍v‍a‍l, m‍a‍i‍l‍i‍n‍g‍s"
00169.86268e75abd1bd4bda4d6c129681df34,00169__salted__extended__cp00AD__fragment.86268e75abd1bd4bda4d6c129681df34,extended,00AD,fragment,,,,"earn, Removal, mailings","e­a­r­n, R­e­m­o­v­a­l, m­a­i­l­i­n­g­s"
00172.0935a6d0aef9a3d6d64e07e3f6c453ec,00172__salted__extended__cp200B__fragment.0935a6d0aef9a3d6d64e07e3f6c453ec,extended,200B,fragment,,,,communication,c​o​m​m​u​n​i​c​a​t​i​o​n
00172.0935a6d0aef9a3d6d64e07e3f6c453ec,00172__salted__extended__cp200C__fragment.0935a6d0aef9a3d6d64e07e3f6c453ec,extended,200C,fragment,,,,communication,c‌o‌m‌m‌u‌n‌i‌c‌a‌t‌i‌o‌n
00172.0935a6d0aef9a3d6d64e07e3f6c453ec,00172__salted__extended__cp200D__fragment.0935a6d0aef9a3d6d64e07e3f6c453ec,extended,200D,fragment,,,,communication,c‍o‍m‍m‍u‍n‍i‍c‍a‍t‍i‍o‍n
00172.0935a6d0aef9a3d6d64e07e3f6c453ec,00172__salted__extended__cp00AD__fragment.0935a6d0aef9a3d6d64e07e3f6c453ec,extended,00AD,fragment,,,,communication,c­o­m­m­u­n­i­c­a­t­i­o­n
00173.e10eb62e2c7808674c43d6a5e9e08a1c,00173__salted__extended__cp200B__fragment.e10eb62e2c7808674c43d6a5e9e08a1c,extended,200B,fragment,,HGH,H​G​H,,
00173.e10eb62e2c7808674c43d6a5e9e08a1c,00173__salted__extended__cp200C__fragment.e10eb62e2c7808674c43d6a5e9e08a1c,extended,200C,fragment,,HGH,H‌G‌H,,
00173.e10eb62e2c7808674c43d6a5e9e08a1c,00173__salted__extended__cp200D__fragment.e10eb62e2c7808674c43d6a5e9e08a1c,extended,200D,fragment,,HGH,H‍G‍H,,
00173.e10eb62e2c7808674c43d6a5e9e08a1c,00173__salted__extended__cp00AD__fragment.e10eb62e2c7808674c43d6a5e9e08a1c,extended,00AD,fragment,,HGH,H­G­H,,
00179.ef2f7cf60806a96b59f4477b025580ee,00179__salted__extended__cp200B__fragment.ef2f7cf60806a96b59f4477b025580ee,extended,200B,fragment,,,,"pains, NIGERIA, NIGERIA","p​a​i​n​s, N​I​G​E​R​I​A, N​I​G​E​R​I​A"
00179.ef2f7cf60806a96b59f4477b025580ee,00179__salted__extended__cp200C__fragment.ef2f7cf60806a96b59f4477b025580ee,extended,200C,fragment,,,,"pains, NIGERIA, NIGERIA","p‌a‌i‌n‌s, N‌I‌G‌E‌R‌I‌A, N‌I‌G‌E‌R‌I‌A"
00179.ef2f7cf60806a96b59f4477b025580ee,00179__salted__extended__cp200D__fragment.ef2f7cf60806a96b59f4477b025580ee,extended,200D,fragment,,,,"pains, NIGERIA, NIGERIA","p‍a‍i‍n‍s, N‍I‍G‍E‍R‍I‍A, N‍I‍G‍E‍R‍I‍A"
00179.ef2f7cf60806a96b59f4477b025580ee,00179__salted__extended__cp00AD__fragment.ef2f7cf60806a96b59f4477b025580ee,extended,00AD,fragment,,,,"pains, NIGERIA, NIGERIA","p­a­i­n­s, N­I­G­E­R­I­A, N­I­G­E­R­I­A"
00180.751cb63992e172566b3a296d970c425d,00180__salted__extended__cp200B__fragment.751cb63992e172566b3a296d970c425d,extended,200B,fragment,,,,"qualified, promotion, receive","q​u​a​l​i​f​i​e​d, p​r​o​m​o​t​i​o​n, r​e​c​e​i​v​e"
00180.751cb63992e172566b3a296d970c425d,00180__salted__extended__cp200C__fragment.751cb63992e172566b3a296d970c425d,extended,200C,fragment,,,,"qualified, promotion, receive","q‌u‌a‌l‌i‌f‌i‌e‌d, p‌r‌o‌m‌o‌t‌i‌o‌n, r‌e‌c‌e‌i‌v‌e"
00180.751cb63992e172566b3a296d970c425d,00180__salted__extended__cp200D__fragment.751cb63992e172566b3a296d970c425d,extended,200D,fragment,,,,"qualified, promotion, receive","q‍u‍a‍l‍i‍f‍i‍e‍d, p‍r‍o‍m‍o‍t‍i‍o‍n, r‍e‍c‍e‍i‍v‍e"
00180.751cb63992e172566b3a296d970c425d,00180__salted__extended__cp00AD__fragment.751cb63992e172566b3a296d970c425d,extended,00AD,fragment,,,,"qualified, promotion, receive","q­u­a­l­i­f­i­e­d, p­r­o­m­o­t­i­o­n, r­e­c­e­i­v­e"
00182.1b9ba0f95506a6f2bf256f40fad0687d,00182__salted__extended__cp200B__fragment.1b9ba0f95506a6f2bf256f40fad0687d,extended,200B,fragment,,,,"mailings, removal, bills","m​a​i​l​i​n​g​s, r​e​m​o​v​a​l, b​i​l​l​s"
00182.1b9ba0f95506a6f2bf256f40fad0687d,00182__salted__extended__cp200C__fragment.1b9ba0f95506a6f2bf256f40fad0687d,extended,200C,fragment,,,,"mailings, removal, bills","m‌a‌i‌l‌i‌n‌g‌s, r‌e‌m‌o‌v‌a‌l, b‌i‌l‌l‌s"
