message_id,variant_filename,vocab_type,codepoint,salt_mode,fragment_max_positions,n_insert_subject,n_insert_body,body_part_found,subject_targets,body_targets
00009.1e1a8cb4b57532ab38aa23287523659d,00009__salted__strict__cp200D__fragment.1e1a8cb4b57532ab38aa23287523659d,strict,200D,fragment,,0,2,True,[],"[{""original_token"": ""BENEFICIARY"", ""salted_token"": ""B‍E‍N‍E‍F‍I‍C‍I‍A‍R‍Y"", ""start"": 1318, ""end"": 1329, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""ASSISTANCE"", ""salted_token"": ""A‍S‍S‍I‍S‍T‍A‍N‍C‍E"", ""start"": 2718, ""end"": 2728, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00009.1e1a8cb4b57532ab38aa23287523659d,00009__salted__strict__cp00AD__fragment.1e1a8cb4b57532ab38aa23287523659d,strict,00AD,fragment,,0,2,True,[],"[{""original_token"": ""BENEFICIARY"", ""salted_token"": ""B­E­N­E­F­I­C­I­A­R­Y"", ""start"": 1318, ""end"": 1329, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""ASSISTANCE"", ""salted_token"": ""A­S­S­I­S­T­A­N­C­E"", ""start"": 2718, ""end"": 2728, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__strict__cp200B__fragment.949a3d300eadb91d8745f1c1dab51133,strict,200B,fragment,,0,2,True,[],"[{""original_token"": ""Madam"", ""salted_token"": ""M​a​d​a​m"", ""start"": 12, ""end"": 17, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""Promotion"", ""salted_token"": ""P​r​o​m​o​t​i​o​n"", ""start"": 193, ""end"": 202, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__strict__cp200C__fragment.949a3d300eadb91d8745f1c1dab51133,strict,200C,fragment,,0,2,True,[],"[{""original_token"": ""Madam"", ""salted_token"": ""M‌a‌d‌a‌m"", ""start"": 12, ""end"": 17, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""Promotion"", ""salted_token"": ""P‌r‌o‌m‌o‌t‌i‌o‌n"", ""start"": 193, ""end"": 202, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__strict__cp200D__fragment.949a3d300eadb91d8745f1c1dab51133,strict,200D,fragment,,0,2,True,[],"[{""original_token"": ""Madam"", ""salted_token"": ""M‍a‍d‍a‍m"", ""start"": 12, ""end"": 17, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""Promotion"", ""salted_token"": ""P‍r‍o‍m‍o‍t‍i‍o‍n"", ""start"": 193, ""end"": 202, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00040.949a3d300eadb91d8745f1c1dab51133,00040__salted__strict__cp00AD__fragment.949a3d300eadb91d8745f1c1dab51133,strict,00AD,fragment,,0,2,True,[],"[{""original_token"": ""Madam"", ""salted_token"": ""M­a­d­a­m"", ""start"": 12, ""end"": 17, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""Promotion"", ""salted_token"": ""P­r­o­m­o­t­i­o­n"", ""start"": 193, ""end"": 202, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__strict__cp200B__fragment.f1b3402799046db3c1f143a911dc085d,strict,200B,fragment,,0,2,True,[],"[{""original_token"": ""Madam"", ""salted_token"": ""M​a​d​a​m"", ""start"": 12, ""end"": 17, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""Promotion"", ""salted_token"": ""P​r​o​m​o​t​i​o​n"", ""start"": 193, ""end"": 202, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__strict__cp200C__fragment.f1b3402799046db3c1f143a911dc085d,strict,200C,fragment,,0,2,True,[],"[{""original_token"": ""Madam"", ""salted_token"": ""M‌a‌d‌a‌m"", ""start"": 12, ""end"": 17, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""Promotion"", ""salted_token"": ""P‌r‌o‌m‌o‌t‌i‌o‌n"", ""start"": 193, ""end"": 202, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__strict__cp200D__fragment.f1b3402799046db3c1f143a911dc085d,strict,200D,fragment,,0,2,True,[],"[{""original_token"": ""Madam"", ""salted_token"": ""M‍a‍d‍a‍m"", ""start"": 12, ""end"": 17, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""Promotion"", ""salted_token"": ""P‍r‍o‍m‍o‍t‍i‍o‍n"", ""start"": 193, ""end"": 202, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00041.f1b3402799046db3c1f143a911dc085d,00041__salted__strict__cp00AD__fragment.f1b3402799046db3c1f143a911dc085d,strict,00AD,fragment,,0,2,True,[],"[{""original_token"": ""Madam"", ""salted_token"": ""M­a­d­a­m"", ""start"": 12, ""end"": 17, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""Promotion"", ""salted_token"": ""P­r­o­m­o­t­i­o­n"", ""start"": 193, ""end"": 202, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00045.7282c2c4e009744f2f3450d370009235,00045__salted__strict__cp200B__fragment.7282c2c4e009744f2f3450d370009235,strict,200B,fragment,,0,1,True,[],"[{""original_token"": ""Guaranteed"", ""salted_token"": ""G​u​a​r​a​n​t​e​e​d"", ""start"": 87, ""end"": 97, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00045.7282c2c4e009744f2f3450d370009235,00045__salted__strict__cp200C__fragment.7282c2c4e009744f2f3450d370009235,strict,200C,fragment,,0,1,True,[],"[{""original_token"": ""Guaranteed"", ""salted_token"": ""G‌u‌a‌r‌a‌n‌t‌e‌e‌d"", ""start"": 87, ""end"": 97, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00045.7282c2c4e009744f2f3450d370009235,00045__salted__strict__cp200D__fragment.7282c2c4e009744f2f3450d370009235,strict,200D,fragment,,0,1,True,[],"[{""original_token"": ""Guaranteed"", ""salted_token"": ""G‍u‍a‍r‍a‍n‍t‍e‍e‍d"", ""start"": 87, ""end"": 97, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00045.7282c2c4e009744f2f3450d370009235,00045__salted__strict__cp00AD__fragment.7282c2c4e009744f2f3450d370009235,strict,00AD,fragment,,0,1,True,[],"[{""original_token"": ""Guaranteed"", ""salted_token"": ""G­u­a­r­a­n­t­e­e­d"", ""start"": 87, ""end"": 97, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00054.62863160db27f89df8c73275b6dae134,00054__salted__strict__cp200B__fragment.62863160db27f89df8c73275b6dae134,strict,200B,fragment,,1,0,False,"[{""original_token"": ""ADV"", ""salted_token"": ""A​D​V"", ""start"": 0, ""end"": 3, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]",[]
00054.62863160db27f89df8c73275b6dae134,00054__salted__strict__cp200C__fragment.62863160db27f89df8c73275b6dae134,strict,200C,fragment,,1,0,False,"[{""original_token"": ""ADV"", ""salted_token"": ""A‌D‌V"", ""start"": 0, ""end"": 3, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]",[]
00054.62863160db27f89df8c73275b6dae134,00054__salted__strict__cp200D__fragment.62863160db27f89df8c73275b6dae134,strict,200D,fragment,,1,0,False,"[{""original_token"": ""ADV"", ""salted_token"": ""A‍D‍V"", ""start"": 0, ""end"": 3, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]",[]
00054.62863160db27f89df8c73275b6dae134,00054__salted__strict__cp00AD__fragment.62863160db27f89df8c73275b6dae134,strict,00AD,fragment,,1,0,False,"[{""original_token"": ""ADV"", ""salted_token"": ""A­D­V"", ""start"": 0, ""end"": 3, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]",[]
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__strict__cp200B__fragment.65b95365450ebe5eef61e7f1c60edc5e,strict,200B,fragment,,0,1,True,[],"[{""original_token"": ""Earn"", ""salted_token"": ""E​a​r​n"", ""start"": 109, ""end"": 113, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__strict__cp200C__fragment.65b95365450ebe5eef61e7f1c60edc5e,strict,200C,fragment,,0,1,True,[],"[{""original_token"": ""Earn"", ""salted_token"": ""E‌a‌r‌n"", ""start"": 109, ""end"": 113, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__strict__cp200D__fragment.65b95365450ebe5eef61e7f1c60edc5e,strict,200D,fragment,,0,1,True,[],"[{""original_token"": ""Earn"", ""salted_token"": ""E‍a‍r‍n"", ""start"": 109, ""end"": 113, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00064.65b95365450ebe5eef61e7f1c60edc5e,00064__salted__strict__cp00AD__fragment.65b95365450ebe5eef61e7f1c60edc5e,strict,00AD,fragment,,0,1,True,[],"[{""original_token"": ""Earn"", ""salted_token"": ""E­a­r­n"", ""start"": 109, ""end"": 113, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__strict__cp200B__fragment.ec108870b01dc3ccb8fabc5def869ca5,strict,200B,fragment,,1,0,False,"[{""original_token"": ""SYSTEMWORKS"", ""salted_token"": ""S​Y​S​T​E​M​W​O​R​K​S"", ""start"": 35, ""end"": 46, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]",[]
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__strict__cp200C__fragment.ec108870b01dc3ccb8fabc5def869ca5,strict,200C,fragment,,1,0,False,"[{""original_token"": ""SYSTEMWORKS"", ""salted_token"": ""S‌Y‌S‌T‌E‌M‌W‌O‌R‌K‌S"", ""start"": 35, ""end"": 46, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]",[]
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__strict__cp200D__fragment.ec108870b01dc3ccb8fabc5def869ca5,strict,200D,fragment,,1,0,False,"[{""original_token"": ""SYSTEMWORKS"", ""salted_token"": ""S‍Y‍S‍T‍E‍M‍W‍O‍R‍K‍S"", ""start"": 35, ""end"": 46, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]",[]
00067.ec108870b01dc3ccb8fabc5def869ca5,00067__salted__strict__cp00AD__fragment.ec108870b01dc3ccb8fabc5def869ca5,strict,00AD,fragment,,1,0,False,"[{""original_token"": ""SYSTEMWORKS"", ""salted_token"": ""S­Y­S­T­E­M­W­O­R­K­S"", ""start"": 35, ""end"": 46, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]",[]
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__strict__cp200B__fragment.52630c4c07cd069c7bc7658c1a7a7253,strict,200B,fragment,,0,3,True,[],"[{""original_token"": ""annuity"", ""salted_token"": ""a​n​n​u​i​t​y"", ""start"": 28, ""end"": 35, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""Earn"", ""salted_token"": ""E​a​r​n"", ""start"": 47, ""end"": 51, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""annuity"", ""salted_token"": ""a​n​n​u​i​t​y"", ""start"": 85, ""end"": 92, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__strict__cp200C__fragment.52630c4c07cd069c7bc7658c1a7a7253,strict,200C,fragment,,0,3,True,[],"[{""original_token"": ""annuity"", ""salted_token"": ""a‌n‌n‌u‌i‌t‌y"", ""start"": 28, ""end"": 35, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""Earn"", ""salted_token"": ""E‌a‌r‌n"", ""start"": 47, ""end"": 51, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""annuity"", ""salted_token"": ""a‌n‌n‌u‌i‌t‌y"", ""start"": 85, ""end"": 92, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__strict__cp200D__fragment.52630c4c07cd069c7bc7658c1a7a7253,strict,200D,fragment,,0,3,True,[],"[{""original_token"": ""annuity"", ""salted_token"": ""a‍n‍n‍u‍i‍t‍y"", ""start"": 28, ""end"": 35, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""Earn"", ""salted_token"": ""E‍a‍r‍n"", ""start"": 47, ""end"": 51, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""annuity"", ""salted_token"": ""a‍n‍n‍u‍i‍t‍y"", ""start"": 85, ""end"": 92, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00090.52630c4c07cd069c7bc7658c1a7a7253,00090__salted__strict__cp00AD__fragment.52630c4c07cd069c7bc7658c1a7a7253,strict,00AD,fragment,,0,3,True,[],"[{""original_token"": ""annuity"", ""salted_token"": ""a­n­n­u­i­t­y"", ""start"": 28, ""end"": 35, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""Earn"", ""salted_token"": ""E­a­r­n"", ""start"": 47, ""end"": 51, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""annuity"", ""salted_token"": ""a­n­n­u­i­t­y"", ""start"": 85, ""end"": 92, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__strict__cp200B__fragment.d8f25617befc5289aa4ed9602457050b,strict,200B,fragment,,1,0,False,"[{""original_token"": ""Loans"", ""salted_token"": ""L​o​a​n​s"", ""start"": 5, ""end"": 10, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]",[]
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__strict__cp200C__fragment.d8f25617befc5289aa4ed9602457050b,strict,200C,fragment,,1,0,False,"[{""original_token"": ""Loans"", ""salted_token"": ""L‌o‌a‌n‌s"", ""start"": 5, ""end"": 10, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]",[]
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__strict__cp200D__fragment.d8f25617befc5289aa4ed9602457050b,strict,200D,fragment,,1,0,False,"[{""original_token"": ""Loans"", ""salted_token"": ""L‍o‍a‍n‍s"", ""start"": 5, ""end"": 10, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]",[]
00105.d8f25617befc5289aa4ed9602457050b,00105__salted__strict__cp00AD__fragment.d8f25617befc5289aa4ed9602457050b,strict,00AD,fragment,,1,0,False,"[{""original_token"": ""Loans"", ""salted_token"": ""L­o­a­n­s"", ""start"": 5, ""end"": 10, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]",[]
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__strict__cp200B__fragment.58579af867ff9a702cff23e7b8818a59,strict,200B,fragment,,0,1,True,[],"[{""original_token"": ""Guaranteed"", ""salted_token"": ""G​u​a​r​a​n​t​e​e​d"", ""start"": 117, ""end"": 127, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__strict__cp200C__fragment.58579af867ff9a702cff23e7b8818a59,strict,200C,fragment,,0,1,True,[],"[{""original_token"": ""Guaranteed"", ""salted_token"": ""G‌u‌a‌r‌a‌n‌t‌e‌e‌d"", ""start"": 117, ""end"": 127, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__strict__cp200D__fragment.58579af867ff9a702cff23e7b8818a59,strict,200D,fragment,,0,1,True,[],"[{""original_token"": ""Guaranteed"", ""salted_token"": ""G‍u‍a‍r‍a‍n‍t‍e‍e‍d"", ""start"": 117, ""end"": 127, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00120.58579af867ff9a702cff23e7b8818a59,00120__salted__strict__cp00AD__fragment.58579af867ff9a702cff23e7b8818a59,strict,00AD,fragment,,0,1,True,[],"[{""original_token"": ""Guaranteed"", ""salted_token"": ""G­u­a­r­a­n­t­e­e­d"", ""start"": 117, ""end"": 127, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00127.3500d109361b544b0937523adb763588,00127__salted__strict__cp200B__fragment.3500d109361b544b0937523adb763588,strict,200B,fragment,,0,3,True,[],"[{""original_token"": ""Guaranteed"", ""salted_token"": ""G​u​a​r​a​n​t​e​e​d"", ""start"": 35, ""end"": 45, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""herbal"", ""salted_token"": ""h​e​r​b​a​l"", ""start"": 124, ""end"": 130, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""GUARANTEED"", ""salted_token"": ""G​U​A​R​A​N​T​E​E​D"", ""start"": 427, ""end"": 437, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00127.3500d109361b544b0937523adb763588,00127__salted__strict__cp200C__fragment.3500d109361b544b0937523adb763588,strict,200C,fragment,,0,3,True,[],"[{""original_token"": ""Guaranteed"", ""salted_token"": ""G‌u‌a‌r‌a‌n‌t‌e‌e‌d"", ""start"": 35, ""end"": 45, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""herbal"", ""salted_token"": ""h‌e‌r‌b‌a‌l"", ""start"": 124, ""end"": 130, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""GUARANTEED"", ""salted_token"": ""G‌U‌A‌R‌A‌N‌T‌E‌E‌D"", ""start"": 427, ""end"": 437, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00127.3500d109361b544b0937523adb763588,00127__salted__strict__cp200D__fragment.3500d109361b544b0937523adb763588,strict,200D,fragment,,0,3,True,[],"[{""original_token"": ""Guaranteed"", ""salted_token"": ""G‍u‍a‍r‍a‍n‍t‍e‍e‍d"", ""start"": 35, ""end"": 45, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""herbal"", ""salted_token"": ""h‍e‍r‍b‍a‍l"", ""start"": 124, ""end"": 130, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""GUARANTEED"", ""salted_token"": ""G‍U‍A‍R‍A‍N‍T‍E‍E‍D"", ""start"": 427, ""end"": 437, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00127.3500d109361b544b0937523adb763588,00127__salted__strict__cp00AD__fragment.3500d109361b544b0937523adb763588,strict,00AD,fragment,,0,3,True,[],"[{""original_token"": ""Guaranteed"", ""salted_token"": ""G­u­a­r­a­n­t­e­e­d"", ""start"": 35, ""end"": 45, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""herbal"", ""salted_token"": ""h­e­r­b­a­l"", ""start"": 124, ""end"": 130, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""GUARANTEED"", ""salted_token"": ""G­U­A­R­A­N­T­E­E­D"", ""start"": 427, ""end"": 437, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__strict__cp200B__fragment.cec5f611ae665ff0add6c4928d47f2be,strict,200B,fragment,,1,3,True,"[{""original_token"": ""HGH"", ""salted_token"": ""H​G​H"", ""start"": 5, ""end"": 8, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]","[{""original_token"": ""HGH"", ""salted_token"": ""H​G​H"", ""start"": 22, ""end"": 25, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""NBC"", ""salted_token"": ""N​B​C"", ""start"": 88, ""end"": 91, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""Oprah"", ""salted_token"": ""O​p​r​a​h"", ""start"": 107, ""end"": 112, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
00160.cec5f611ae665ff0add6c4928d47f2be,00160__salted__strict__cp200C__fragment.cec5f611ae665ff0add6c4928d47f2be,strict,200C,fragment,,1,3,True,"[{""original_token"": ""HGH"", ""salted_token"": ""H‌G‌H"", ""start"": 5, ""end"": 8, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]","[{""original_token"": ""HGH"", ""salted_token"": ""H‌G‌H"", ""start"": 22, ""end"": 25, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""NBC"", ""salted_token"": ""N‌B‌C"", ""start"": 88, ""end"": 91, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}, {""original_token"": ""Oprah"", ""salted_token"": ""O‌p‌r‌a‌h"", ""start"": 107, ""end"": 112, ""salt_mode"": ""fragment"", ""fragment_max_positions"": null}]"
